col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,All
,Anthony Hardy Williams,Theresa M Wright,Rich Lazer,Ashley Lunkenheimer,Molly Sheehan,Thaddeus Kirkland,Lindy Li,Margo Davidson,Mary Gay Scanlon,Greg Vitali,Dan Muroff,Shelly Chauncey,Larry Arata,All
Anthony Hardy Williams,62,110,95,62,67,49,44,35,31,18,2,1,0,All
Theresa M Wright,,5,0,0,0,0,0,0,0,0,0,0,0,All
Rich Lazer,,,5,0,0,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,18,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,9,0,0,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,10,0,0,0,0,0,0,0,All
Lindy Li,,,,,,,11,0,0,0,0,0,0,All
Margo Davidson,,,,,,,,8,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,,,3,0,0,0,0,All
Greg Vitali,,,,,,,,,,8,0,0,0,All
Dan Muroff,,,,,,,,,,,0,0,0,All
Shelly Chauncey,,,,,,,,,,,,0,0,All
Larry Arata,,,,,,,,,,,,,0,All
Total,576,115,100,80,76,59,55,43,34,26,2,1,0,All
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,3
,Anthony Hardy Williams,Rich Lazer,Theresa M Wright,Molly Sheehan,Thaddeus Kirkland,Lindy Li,Margo Davidson,Ashley Lunkenheimer,Greg Vitali,Mary Gay Scanlon,Dan Muroff,Shelly Chauncey,Larry Arata,3
Anthony Hardy Williams,6,16,11,8,7,5,4,3,2,3,1,1,0,3
Rich Lazer,,0,0,0,0,0,0,0,0,0,0,0,0,3
Theresa M Wright,,,0,0,0,0,0,0,0,0,0,0,0,3
Molly Sheehan,,,,0,0,0,0,0,0,0,0,0,0,3
Thaddeus Kirkland,,,,,1,0,0,0,0,0,0,0,0,3
Lindy Li,,,,,,0,0,0,0,0,0,0,0,3
Margo Davidson,,,,,,,1,0,0,0,0,0,0,3
Ashley Lunkenheimer,,,,,,,,0,0,0,0,0,0,3
Greg Vitali,,,,,,,,,1,0,0,0,0,3
Mary Gay Scanlon,,,,,,,,,,0,0,0,0,3
Dan Muroff,,,,,,,,,,,0,0,0,3
Shelly Chauncey,,,,,,,,,,,,0,0,3
Larry Arata,,,,,,,,,,,,,0,3
Total,67,16,11,8,8,5,5,3,3,3,1,1,0,3
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,4
,Anthony Hardy Williams,Rich Lazer,Theresa M Wright,Molly Sheehan,Lindy Li,Mary Gay Scanlon,Greg Vitali,Ashley Lunkenheimer,Thaddeus Kirkland,Dan Muroff,Larry Arata,Margo Davidson,Shelly Chauncey,4
Anthony Hardy Williams,12,24,13,11,5,6,3,3,1,0,0,0,0,4
Rich Lazer,,1,0,0,0,0,0,0,0,0,0,0,0,4
Theresa M Wright,,,1,0,0,0,0,0,0,0,0,0,0,4
Molly Sheehan,,,,0,0,0,0,0,0,0,0,0,0,4
Lindy Li,,,,,5,0,0,0,0,0,0,0,0,4
Mary Gay Scanlon,,,,,,2,0,0,0,0,0,0,0,4
Greg Vitali,,,,,,,1,0,0,0,0,0,0,4
Ashley Lunkenheimer,,,,,,,,0,0,0,0,0,0,4
Thaddeus Kirkland,,,,,,,,,0,0,0,0,0,4
Dan Muroff,,,,,,,,,,0,0,0,0,4
Larry Arata,,,,,,,,,,,0,0,0,4
Margo Davidson,,,,,,,,,,,,0,0,4
Shelly Chauncey,,,,,,,,,,,,,0,4
Total,78,25,14,11,10,8,4,3,1,0,0,0,0,4
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,9
,Anthony Hardy Williams,Rich Lazer,Theresa M Wright,Molly Sheehan,Greg Vitali,Lindy Li,Mary Gay Scanlon,Thaddeus Kirkland,Ashley Lunkenheimer,Dan Muroff,Larry Arata,Margo Davidson,Shelly Chauncey,9
Anthony Hardy Williams,17,21,6,5,3,3,3,3,1,0,0,0,0,9
Rich Lazer,,0,0,0,0,0,0,0,0,0,0,0,0,9
Theresa M Wright,,,1,0,0,0,0,0,0,0,0,0,0,9
Molly Sheehan,,,,1,0,0,0,0,0,0,0,0,0,9
Greg Vitali,,,,,1,0,0,0,0,0,0,0,0,9
Lindy Li,,,,,,1,0,0,0,0,0,0,0,9
Mary Gay Scanlon,,,,,,,0,0,0,0,0,0,0,9
Thaddeus Kirkland,,,,,,,,0,0,0,0,0,0,9
Ashley Lunkenheimer,,,,,,,,,0,0,0,0,0,9
Dan Muroff,,,,,,,,,,0,0,0,0,9
Larry Arata,,,,,,,,,,,0,0,0,9
Margo Davidson,,,,,,,,,,,,0,0,9
Shelly Chauncey,,,,,,,,,,,,,0,9
Total,62,21,7,6,4,4,3,3,1,0,0,0,0,9
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,10
