col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In Congress 3rd District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Dwight Evans,Kevin Johnson,Rhea Powell,Marylouise Isaacson,Judi Golding Baker,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Tom Young,Mariel J K Martin,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,All
Dwight Evans,"3,983",0,"8,225","7,448","6,998","6,477","6,409","6,311","5,868","5,628","5,705","5,178","4,302","4,024","3,293",All
Kevin Johnson,,"1,095","2,710","2,085","1,875","2,278","1,944","1,718","1,627","1,702","1,702","1,090","1,453",957,"1,099",All
Rhea Powell,,,177,"7,368","6,181","7,329","6,284","5,961","5,279","5,610","5,438","3,793","4,899","2,602","3,181",All
Marylouise Isaacson,,,,42,"6,384","7,011","6,600","6,216","5,186","6,324","4,493","4,442","3,610","3,508","2,586",All
Judi Golding Baker,,,,,32,"5,842","5,134","4,381","3,559","4,922","4,188","3,802","2,566","3,699","2,326",All
Amanda Mcillmurray,,,,,,62,"5,645","4,746","4,193","5,383","4,318","3,288","3,614","2,476","2,642",All
Andi Perez,,,,,,,18,"5,450","4,713","5,456","4,050","4,031","3,333","3,121","2,649",All
Micah Mahjoubian,,,,,,,,60,"4,986","4,676","4,266","3,684","3,625","2,751","2,073",All
Tom Young,,,,,,,,,50,"4,032","4,151","3,239","3,847","2,795","2,351",All
Mariel J K Martin,,,,,,,,,,7,"3,301","3,687","2,594","2,993","1,874",All
Noam Kugelmass,,,,,,,,,,,29,"2,338","3,302","2,404","2,459",All
Darrell L Clarke,,,,,,,,,,,,86,"1,768","2,901","1,441",All
Joe Celentano,,,,,,,,,,,,,52,"1,436","2,196",All
Matthew D Myers,,,,,,,,,,,,,,33,"1,535",All
Jon Geeting,,,,,,,,,,,,,,,27,All
Total,"18,190","5,249","12,111","10,646","9,699","9,682","9,277","8,938","8,329","8,136","8,076","6,958","6,309","5,486","4,791",All
