col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,All
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Rebecca Poyourow,Kevin Bundy,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,Vanessa L Brown,Wanda Logan,Ray Bailey,All
Kathryn S Huggins,0,45,43,41,43,44,34,32,26,18,16,18,13,52,17,11,All
Ken Washington,,0,34,33,31,30,27,18,18,16,12,12,6,39,12,6,All
Dewayne Drummond,,,0,26,33,27,30,23,22,16,14,10,7,35,10,11,All
Linda Norris,,,,0,36,35,16,19,11,10,11,16,9,33,15,4,All
Monica Maria Djerassi,,,,,0,34,22,26,17,12,10,17,10,31,14,6,All
Lisa Rhodes,,,,,,0,22,20,12,9,11,15,7,33,13,3,All
Liam G Boyle,,,,,,,0,14,17,13,8,5,8,23,6,11,All
Rebecca Poyourow,,,,,,,,0,14,11,8,16,7,23,10,4,All
Kevin Bundy,,,,,,,,,0,13,8,2,8,22,4,8,All
Nat Lownes,,,,,,,,,,0,8,3,7,17,1,6,All
Joe Khan,,,,,,,,,,,0,6,3,13,4,6,All
Jacque Whaumbush,,,,,,,,,,,,0,2,10,9,3,All
John Brady,,,,,,,,,,,,,0,11,1,6,All
Vanessa L Brown,,,,,,,,,,,,,,6,0,0,All
Wanda Logan,,,,,,,,,,,,,,,3,0,All
Ray Bailey,,,,,,,,,,,,,,,,2,All
Total,80,57,56,52,51,49,40,37,34,24,23,22,18,73,27,21,All
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,9
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Liam G Boyle,Rebecca Poyourow,Kevin Bundy,Nat Lownes,Joe Khan,Jacque Whaumbush,John Brady,Vanessa L Brown,Wanda Logan,Ray Bailey,9
Kathryn S Huggins,0,45,43,41,43,44,34,32,26,18,16,18,13,52,17,11,9
Ken Washington,,0,34,33,31,30,27,18,18,16,12,12,6,39,12,6,9
Dewayne Drummond,,,0,26,33,27,30,23,22,16,14,10,7,35,10,11,9
Linda Norris,,,,0,36,35,16,19,11,10,11,16,9,33,15,4,9
Monica Maria Djerassi,,,,,0,34,22,26,17,12,10,17,10,31,14,6,9
Lisa Rhodes,,,,,,0,22,20,12,9,11,15,7,33,13,3,9
Liam G Boyle,,,,,,,0,14,17,13,8,5,8,23,6,11,9
Rebecca Poyourow,,,,,,,,0,14,11,8,16,7,23,10,4,9
Kevin Bundy,,,,,,,,,0,13,8,2,8,22,4,8,9
Nat Lownes,,,,,,,,,,0,8,3,7,17,1,6,9
Joe Khan,,,,,,,,,,,0,6,3,13,4,6,9
Jacque Whaumbush,,,,,,,,,,,,0,2,10,9,3,9
John Brady,,,,,,,,,,,,,0,11,1,6,9
Vanessa L Brown,,,,,,,,,,,,,,6,0,0,9
Wanda Logan,,,,,,,,,,,,,,,3,0,9
Ray Bailey,,,,,,,,,,,,,,,,2,9
Total,80,57,56,52,51,49,40,37,34,24,23,22,18,73,27,21,9
