col_1,col_2,col_3,col_4,col_5,col_6,division
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,All
,Tom Wolf,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,All
Tom Wolf,975,"2,184","2,106","1,873","1,842",All
Torri Douglas,,9,"1,895","1,756","1,737",All
Marisa Piccarreto,,,4,"1,718","1,716",All
Kyle J Sampson,,,,6,"1,718",All
Kyle Shenandoah,,,,,7,All
Total,"3,591","2,227","2,141","1,903","1,871",All
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,1
,Tom Wolf,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,1
Tom Wolf,80,159,156,149,148,1
Marisa Piccarreto,,0,150,145,143,1
Torri Douglas,,,0,145,142,1
Kyle J Sampson,,,,0,143,1
Kyle Shenandoah,,,,,1,1
Total,255,162,159,151,151,1
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,2
,Tom Wolf,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,2
Tom Wolf,45,113,112,97,90,2
Marisa Piccarreto,,0,97,89,85,2
Torri Douglas,,,0,86,82,2
Kyle Shenandoah,,,,0,84,2
Kyle J Sampson,,,,,0,2
Total,183,113,112,97,90,2
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,3
,Tom Wolf,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,3
Tom Wolf,43,108,103,96,91,3
Torri Douglas,,2,94,85,82,3
Marisa Piccarreto,,,1,82,81,3
Kyle J Sampson,,,,0,84,3
Kyle Shenandoah,,,,,2,3
Total,177,113,107,97,94,3
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,4
,Tom Wolf,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,4
Tom Wolf,22,30,29,25,21,4
Torri Douglas,,0,19,19,19,4
Kyle J Sampson,,,0,20,19,4
Marisa Piccarreto,,,,1,19,4
Kyle Shenandoah,,,,,1,4
Total,67,30,29,26,22,4
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,5
,Tom Wolf,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,5
Tom Wolf,33,45,39,37,35,5
Torri Douglas,,0,31,31,32,5
Kyle J Sampson,,,0,32,31,5
Kyle Shenandoah,,,,0,31,5
Marisa Piccarreto,,,,,0,5
Total,94,45,39,37,35,5
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,6
,Tom Wolf,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,6
Tom Wolf,29,50,45,42,41,6
Torri Douglas,,0,42,39,39,6
Kyle J Sampson,,,1,38,38,6
Kyle Shenandoah,,,,0,38,6
Marisa Piccarreto,,,,,0,6
Total,87,50,46,42,41,6
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,7
,Tom Wolf,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,7
Tom Wolf,38,113,112,100,96,7
Marisa Piccarreto,,0,101,91,89,7
Torri Douglas,,,0,92,90,7
Kyle Shenandoah,,,,0,89,7
Kyle J Sampson,,,,,1,7
Total,173,113,112,100,97,7
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,8
,Tom Wolf,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,8
Tom Wolf,49,162,153,134,128,8
Torri Douglas,,2,144,131,128,8
Marisa Piccarreto,,,1,128,126,8
Kyle J Sampson,,,,0,127,8
Kyle Shenandoah,,,,,0,8
Total,231,167,157,137,131,8
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,9
,Tom Wolf,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,9
Tom Wolf,45,123,120,103,101,9
Marisa Piccarreto,,0,108,98,97,9
Torri Douglas,,,0,99,100,9
Kyle Shenandoah,,,,0,100,9
Kyle J Sampson,,,,,0,9
Total,184,123,120,104,102,9
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,10
,Tom Wolf,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,10
Tom Wolf,35,86,75,67,64,10
Torri Douglas,,0,72,64,63,10
Marisa Piccarreto,,,0,63,61,10
Kyle J Sampson,,,,0,62,10
Kyle Shenandoah,,,,,0,10
Total,134,89,78,69,66,10
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,11
,Tom Wolf,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,11
Tom Wolf,67,63,59,57,55,11
Torri Douglas,,0,44,49,43,11
Marisa Piccarreto,,,0,45,44,11
Kyle J Sampson,,,,0,45,11
Kyle Shenandoah,,,,,0,11
Total,157,65,61,59,57,11
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,12
,Tom Wolf,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,12
Tom Wolf,34,51,41,41,39,12
Torri Douglas,,0,37,33,33,12
Kyle Shenandoah,,,0,34,34,12
Marisa Piccarreto,,,,0,33,12
Kyle J Sampson,,,,,1,12
Total,101,51,41,41,40,12
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,13
,Tom Wolf,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,13
Tom Wolf,38,52,41,41,40,13
Torri Douglas,,0,37,36,33,13
Kyle Shenandoah,,,1,34,33,13
Marisa Piccarreto,,,,0,33,13
Kyle J Sampson,,,,,0,13
Total,106,52,42,41,40,13
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,14
,Tom Wolf,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,14
Tom Wolf,17,22,15,15,14,14
Torri Douglas,,0,12,14,12,14
Kyle J Sampson,,,0,12,9,14
Kyle Shenandoah,,,,0,11,14
Marisa Piccarreto,,,,,0,14
Total,45,22,15,15,14,14
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,15
,Tom Wolf,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,15
Tom Wolf,30,33,28,27,23,15
Torri Douglas,,0,23,23,20,15
Kyle J Sampson,,,0,23,21,15
Marisa Piccarreto,,,,0,22,15
Kyle Shenandoah,,,,,0,15
Total,75,34,29,28,24,15
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,16
,Tom Wolf,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,16
Tom Wolf,49,168,168,142,137,16
Torri Douglas,,1,153,139,138,16
Marisa Piccarreto,,,0,139,136,16
Kyle Shenandoah,,,,1,138,16
Kyle J Sampson,,,,,0,16
Total,237,171,169,145,139,16
,Governor - Democrat,Member Of The - Democratic State Committee 8th Senatorial District,,,,17
,Tom Wolf,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,17
Tom Wolf,74,208,203,175,168,17
Marisa Piccarreto,,0,193,171,168,17
Torri Douglas,,,0,173,169,17
Kyle J Sampson,,,,1,167,17
Kyle Shenandoah,,,,,0,17
