col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,order,division
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,14
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,14
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,14
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,14
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,14
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,14
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,14
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,14
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,14
Total,56,51,47,44,0,0,0,0,0,0,0,0,0,0,0,0,0,20,14
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,15
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,15
Torri Douglas,12,35,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15
Marisa Piccarreto,,6,33,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15
Kyle J Sampson,,,2,33,0,0,0,0,0,0,0,0,0,0,0,0,0,5,15
Kyle Shenandoah,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,15
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,15
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,15
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,15
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,15
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,15
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,15
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,15
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,15
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,15
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,15
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,15
Total,49,42,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,20,15
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,16
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,16
Torri Douglas,11,24,23,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16
Kyle J Sampson,,5,25,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16
Kyle Shenandoah,,,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16
Marisa Piccarreto,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,16
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,16
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,16
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,16
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,16
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,16
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,16
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,16
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,16
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,16
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,16
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,16
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,16
Total,39,32,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,17
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,17
Torri Douglas,13,16,18,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17
Marisa Piccarreto,,13,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,17
Kyle J Sampson,,,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,17
Kyle Shenandoah,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,17
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,17
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,17
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,17
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,17
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,17
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,17
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,17
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,17
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,17
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,17
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,17
Total,34,29,24,15,0,0,0,0,0,0,0,0,0,0,0,0,0,20,17
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,18
,Torri Douglas,Marisa Piccarreto,Kyle J Sampson,Kyle Shenandoah,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,18
Torri Douglas,17,18,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18
Marisa Piccarreto,,6,17,18,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18
Kyle J Sampson,,,5,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18
Kyle Shenandoah,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,18
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,18
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,18
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,18
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,18
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,18
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,18
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,18
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,18
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,18
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,18
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,18
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,18
Total,38,25,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,19
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,19
Torri Douglas,13,21,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19
Kyle J Sampson,,4,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,19
Marisa Piccarreto,,,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,19
Kyle Shenandoah,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,19
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,19
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,19
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,19
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,19
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,19
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,19
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,19
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,19
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,19
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,19
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,19
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,19
Total,36,25,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,20
,Marisa Piccarreto,Kyle J Sampson,Torri Douglas,Kyle Shenandoah,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,20
Marisa Piccarreto,5,21,18,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,20
Kyle J Sampson,,4,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20
Torri Douglas,,,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20
Kyle Shenandoah,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,20
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,20
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,20
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,20
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,20
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,20
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,20
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,20
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,20
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,20
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,20
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,20
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,20
Total,28,27,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,21
,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Ashley Lunkenheimer,Lindy Li,Theresa M Wright,Thaddeus Kirkland,Margo Davidson,Molly Sheehan,Rich Lazer,Mary Gay Scanlon,Greg Vitali,Dan Muroff,David Wertime,Larry Arata,Shelly Chauncey,2,21
Marisa Piccarreto,0,23,22,22,7,7,4,3,3,3,2,1,0,0,0,0,0,3,21
Torri Douglas,,0,24,22,8,4,3,3,4,5,2,1,0,0,0,0,0,4,21
Kyle J Sampson,,,1,22,6,4,4,3,4,2,2,1,0,0,0,0,0,5,21
Kyle Shenandoah,,,,0,6,4,5,2,3,3,2,1,0,0,0,0,0,6,21
Ashley Lunkenheimer,,,,,5,0,0,0,0,0,0,0,0,0,0,0,0,7,21
Lindy Li,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,8,21
Theresa M Wright,,,,,,,1,0,0,0,0,0,0,0,0,0,0,9,21
Thaddeus Kirkland,,,,,,,,2,0,0,0,0,0,0,0,0,0,10,21
Margo Davidson,,,,,,,,,1,0,0,0,0,0,0,0,0,11,21
Molly Sheehan,,,,,,,,,,0,0,0,0,0,0,0,0,12,21
Rich Lazer,,,,,,,,,,,1,0,0,0,0,0,0,13,21
Mary Gay Scanlon,,,,,,,,,,,,2,0,0,0,0,0,14,21
Greg Vitali,,,,,,,,,,,,,1,0,0,0,0,15,21
Dan Muroff,,,,,,,,,,,,,,0,0,0,0,16,21
David Wertime,,,,,,,,,,,,,,,0,0,0,17,21
Larry Arata,,,,,,,,,,,,,,,,0,0,18,21
Shelly Chauncey,,,,,,,,,,,,,,,,,0,19,21
Total,31,31,28,27,16,8,8,7,6,6,4,3,1,0,0,0,0,20,21
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,22
,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Ashley Lunkenheimer,Theresa M Wright,Thaddeus Kirkland,Molly Sheehan,Margo Davidson,Rich Lazer,Greg Vitali,Lindy Li,Mary Gay Scanlon,Dan Muroff,David Wertime,Larry Arata,Shelly Chauncey,2,22
Marisa Piccarreto,0,31,30,30,10,7,9,4,4,3,1,3,2,0,0,0,0,3,22
Torri Douglas,,0,30,29,7,9,10,3,4,3,1,2,1,0,0,0,0,4,22
Kyle Shenandoah,,,0,30,8,5,9,1,3,4,2,2,0,0,0,0,0,5,22
Kyle J Sampson,,,,0,7,4,9,1,5,3,1,2,0,0,0,0,0,6,22
Ashley Lunkenheimer,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,7,22
Theresa M Wright,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,22
Thaddeus Kirkland,,,,,,,2,0,0,0,0,0,0,0,0,0,0,9,22
Molly Sheehan,,,,,,,,1,0,0,0,0,0,0,0,0,0,10,22
Margo Davidson,,,,,,,,,1,0,0,0,0,0,0,0,0,11,22
Rich Lazer,,,,,,,,,,0,0,0,0,0,0,0,0,12,22
Greg Vitali,,,,,,,,,,,1,0,0,0,0,0,0,13,22
Lindy Li,,,,,,,,,,,,0,0,0,0,0,0,14,22
Mary Gay Scanlon,,,,,,,,,,,,,0,0,0,0,0,15,22
Dan Muroff,,,,,,,,,,,,,,0,0,0,0,16,22
David Wertime,,,,,,,,,,,,,,,0,0,0,17,22
Larry Arata,,,,,,,,,,,,,,,,0,0,18,22
Shelly Chauncey,,,,,,,,,,,,,,,,,0,19,22
Total,44,41,36,34,15,14,12,8,7,4,3,3,3,0,0,0,0,20,22
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,23
,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,23
Torri Douglas,12,26,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23
Kyle Shenandoah,,4,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,23
Kyle J Sampson,,,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,23
Marisa Piccarreto,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,23
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,23
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,23
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,23
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,23
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,23
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,23
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,23
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,23
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,23
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,23
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,23
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,23
Total,39,32,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,24
,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,Ashley Lunkenheimer,Molly Sheehan,Theresa M Wright,Margo Davidson,Thaddeus Kirkland,Rich Lazer,Greg Vitali,Mary Gay Scanlon,Dan Muroff,David Wertime,Larry Arata,Lindy Li,Shelly Chauncey,2,24
Torri Douglas,2,33,30,28,14,10,9,7,2,3,3,1,0,0,0,0,0,3,24
Kyle J Sampson,,0,31,26,10,10,6,6,2,2,2,1,0,0,0,0,0,4,24
Kyle Shenandoah,,,0,28,10,8,6,6,3,2,3,1,0,0,0,0,0,5,24
Marisa Piccarreto,,,,0,9,6,6,5,1,1,2,1,0,0,0,0,0,6,24
Ashley Lunkenheimer,,,,,4,0,0,0,0,0,0,0,0,0,0,0,0,7,24
Molly Sheehan,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,8,24
Theresa M Wright,,,,,,,1,0,0,0,0,0,0,0,0,0,0,9,24
Margo Davidson,,,,,,,,2,0,0,0,0,0,0,0,0,0,10,24
Thaddeus Kirkland,,,,,,,,,3,0,0,0,0,0,0,0,0,11,24
Rich Lazer,,,,,,,,,,0,0,0,0,0,0,0,0,12,24
Greg Vitali,,,,,,,,,,,0,0,0,0,0,0,0,13,24
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,24
Dan Muroff,,,,,,,,,,,,,0,0,0,0,0,15,24
David Wertime,,,,,,,,,,,,,,0,0,0,0,16,24
Larry Arata,,,,,,,,,,,,,,,0,0,0,17,24
Lindy Li,,,,,,,,,,,,,,,,0,0,18,24
Shelly Chauncey,,,,,,,,,,,,,,,,,0,19,24
Total,51,39,39,31,21,14,12,11,8,5,4,1,0,0,0,0,0,20,24
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,25
,Torri Douglas,Kyle Shenandoah,Marisa Piccarreto,Kyle J Sampson,Theresa M Wright,Ashley Lunkenheimer,Margo Davidson,Rich Lazer,Thaddeus Kirkland,Molly Sheehan,Greg Vitali,Lindy Li,Mary Gay Scanlon,Dan Muroff,David Wertime,Larry Arata,Shelly Chauncey,2,25
Torri Douglas,3,34,36,35,19,10,5,5,4,1,1,3,2,0,0,0,0,3,25
Kyle Shenandoah,,0,34,32,13,7,6,5,4,1,1,3,1,0,0,0,0,4,25
Marisa Piccarreto,,,0,34,14,10,4,3,3,1,1,3,2,0,0,0,0,5,25
Kyle J Sampson,,,,0,12,8,6,5,2,1,2,3,1,0,0,0,0,6,25
Theresa M Wright,,,,,2,0,0,0,0,0,0,0,0,0,0,0,0,7,25
Ashley Lunkenheimer,,,,,,2,0,0,0,0,0,0,0,0,0,0,0,8,25
Margo Davidson,,,,,,,4,0,0,0,0,0,0,0,0,0,0,9,25
Rich Lazer,,,,,,,,4,0,0,0,0,0,0,0,0,0,10,25
Thaddeus Kirkland,,,,,,,,,3,0,0,0,0,0,0,0,0,11,25
Molly Sheehan,,,,,,,,,,4,0,0,0,0,0,0,0,12,25
Greg Vitali,,,,,,,,,,,2,0,0,0,0,0,0,13,25
Lindy Li,,,,,,,,,,,,1,0,0,0,0,0,14,25
Mary Gay Scanlon,,,,,,,,,,,,,0,0,0,0,0,15,25
Dan Muroff,,,,,,,,,,,,,,0,0,0,0,16,25
David Wertime,,,,,,,,,,,,,,,0,0,0,17,25
Larry Arata,,,,,,,,,,,,,,,,0,0,18,25
Shelly Chauncey,,,,,,,,,,,,,,,,,0,19,25
Total,55,43,43,42,28,18,13,12,8,5,4,4,3,0,0,0,0,20,25
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,26
,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,Marisa Piccarreto,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,26
Torri Douglas,10,26,28,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26
Kyle Shenandoah,,6,27,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4,26
Kyle J Sampson,,,2,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5,26
Marisa Piccarreto,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,26
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,26
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,26
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,26
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,26
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,26
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,26
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,26
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,26
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,26
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,26
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,26
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,26
Total,43,36,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,20,26
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,27
,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Theresa M Wright,Rich Lazer,Mary Gay Scanlon,Molly Sheehan,Lindy Li,Thaddeus Kirkland,Greg Vitali,Ashley Lunkenheimer,Dan Muroff,David Wertime,Larry Arata,Margo Davidson,Shelly Chauncey,2,27
Marisa Piccarreto,0,14,12,10,8,5,5,3,4,1,0,0,0,0,0,0,0,3,27
Torri Douglas,,2,13,11,8,5,2,2,1,3,1,0,0,0,0,0,0,4,27
Kyle J Sampson,,,1,11,7,7,2,3,0,1,1,1,0,0,0,0,0,5,27
Kyle Shenandoah,,,,1,4,3,4,1,1,1,0,0,0,0,0,0,0,6,27
Theresa M Wright,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,7,27
Rich Lazer,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,8,27
Mary Gay Scanlon,,,,,,,1,0,0,0,0,0,0,0,0,0,0,9,27
Molly Sheehan,,,,,,,,2,0,0,0,0,0,0,0,0,0,10,27
Lindy Li,,,,,,,,,0,0,0,0,0,0,0,0,0,11,27
Thaddeus Kirkland,,,,,,,,,,1,0,0,0,0,0,0,0,12,27
Greg Vitali,,,,,,,,,,,0,0,0,0,0,0,0,13,27
Ashley Lunkenheimer,,,,,,,,,,,,0,0,0,0,0,0,14,27
Dan Muroff,,,,,,,,,,,,,0,0,0,0,0,15,27
David Wertime,,,,,,,,,,,,,,0,0,0,0,16,27
Larry Arata,,,,,,,,,,,,,,,0,0,0,17,27
Margo Davidson,,,,,,,,,,,,,,,,0,0,18,27
Shelly Chauncey,,,,,,,,,,,,,,,,,0,19,27
Total,26,24,23,15,14,9,8,8,6,4,2,1,0,0,0,0,0,20,27
,Member Of The - Democratic State Committee 8th Senatorial District,,,,Representative In Congress 5th District - Democrat,,,,,,,,,,,,,1,28
,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,Ashley Lunkenheimer,Dan Muroff,David Wertime,Greg Vitali,Larry Arata,Lindy Li,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Rich Lazer,Shelly Chauncey,Thaddeus Kirkland,Theresa M Wright,2,28
Torri Douglas,15,27,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,3,28
Kyle J Sampson,,10,22,23,0,0,0,0,0,0,0,0,0,0,0,0,0,4,28
Marisa Piccarreto,,,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28
Kyle Shenandoah,,,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,28
Ashley Lunkenheimer,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,7,28
Dan Muroff,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,8,28
David Wertime,,,,,,,0,0,0,0,0,0,0,0,0,0,0,9,28
Greg Vitali,,,,,,,,0,0,0,0,0,0,0,0,0,0,10,28
Larry Arata,,,,,,,,,0,0,0,0,0,0,0,0,0,11,28
Lindy Li,,,,,,,,,,0,0,0,0,0,0,0,0,12,28
Margo Davidson,,,,,,,,,,,0,0,0,0,0,0,0,13,28
Mary Gay Scanlon,,,,,,,,,,,,0,0,0,0,0,0,14,28
Molly Sheehan,,,,,,,,,,,,,0,0,0,0,0,15,28
Rich Lazer,,,,,,,,,,,,,,0,0,0,0,16,28
Shelly Chauncey,,,,,,,,,,,,,,,0,0,0,17,28
Thaddeus Kirkland,,,,,,,,,,,,,,,,0,0,18,28
Theresa M Wright,,,,,,,,,,,,,,,,,0,19,28
Total,46,38,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28
