col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,division
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 5th Senatorial District,,,,,All
,Brendan F Boyle,Michele Lawrence,Kathy Enggasser,James G Donnelly Sr,John Dellricci,Mary Ann Quartullo,Patrick Parkinson,All
Brendan F Boyle,"16,125",0,"4,754","4,919","4,619","4,620","4,147",All
Michele Lawrence,,"10,267","1,735","1,476","1,607","1,621","1,310",All
Kathy Enggasser,,,91,"5,068","5,081","5,564","4,935",All
James G Donnelly Sr,,,,119,"5,105","5,070","5,013",All
John Dellricci,,,,,125,"5,125","4,930",All
Mary Ann Quartullo,,,,,,57,"4,917",All
Patrick Parkinson,,,,,,,42,All
Total,"23,300","12,828","6,762","6,681","6,512","6,483","5,645",All
