col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Representative In The General Assembly 190th District - Democrat,,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Vanessa L Brown,Ray Bailey,Wanda Logan,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,All
Vanessa L Brown,562,0,0,"2,349","2,003","1,831","1,502","1,358","1,296","1,186",911,634,494,393,366,341,All
Ray Bailey,,198,0,747,509,483,424,166,160,166,428,161,114,151,110,80,All
Wanda Logan,,,158,454,340,332,227,268,257,257,225,234,107,115,131,129,All
Kathryn S Huggins,,,,31,"2,178","2,119","1,830","1,515","1,456","1,385","1,214",873,504,513,442,419,All
Ken Washington,,,,,11,"1,979","1,809","1,229","1,225","1,114","1,128",573,434,441,367,283,All
Dewayne Drummond,,,,,,24,"1,687","1,184","1,151","1,130","1,051",570,409,421,363,284,All
Liam G Boyle,,,,,,,5,"1,007",969,947,905,436,286,293,227,152,All
Lisa Rhodes,,,,,,,,3,"1,397","1,160",489,554,309,262,280,386,All
Linda Norris,,,,,,,,,4,"1,129",454,524,303,240,258,334,All
Monica Maria Djerassi,,,,,,,,,,2,424,589,257,252,305,315,All
Kevin Bundy,,,,,,,,,,,3,441,379,376,251,183,All
Rebecca Poyourow,,,,,,,,,,,,3,227,293,263,286,All
John Brady,,,,,,,,,,,,,3,213,181,112,All
Nat Lownes,,,,,,,,,,,,,,2,209,131,All
Joe Khan,,,,,,,,,,,,,,,3,145,All
Jacque Whaumbush,,,,,,,,,,,,,,,,1,All
Total,"3,820","1,189",870,"3,639","2,907","2,711","2,200","1,838","1,751","1,650","1,590","1,049",740,676,626,564,All
