col_1,col_2,division
,United States Senator - Democrat,1
,Bob Casey Jr,1
Bob Casey Jr,26,1
Total,26,1
,United States Senator - Democrat,2
,Bob Casey Jr,2
Bob Casey Jr,40,2
Total,40,2
,United States Senator - Democrat,3
,Bob Casey Jr,3
Bob Casey Jr,56,3
Total,56,3
,United States Senator - Democrat,4
,Bob Casey Jr,4
Bob Casey Jr,43,4
Total,43,4
,United States Senator - Democrat,5
,Bob Casey Jr,5
Bob Casey Jr,52,5
Total,52,5
,United States Senator - Democrat,6
,Bob Casey Jr,6
Bob Casey Jr,49,6
Total,49,6
,United States Senator - Democrat,7
,Bob Casey Jr,7
Bob Casey Jr,42,7
Total,42,7
,United States Senator - Democrat,8
,Bob Casey Jr,8
Bob Casey Jr,98,8
Total,98,8
,United States Senator - Democrat,9
,Bob Casey Jr,9
Bob Casey Jr,95,9
Total,95,9
,United States Senator - Democrat,10
,Bob Casey Jr,10
Bob Casey Jr,46,10
Total,46,10
,United States Senator - Democrat,11
,Bob Casey Jr,11
Bob Casey Jr,37,11
Total,37,11
,United States Senator - Democrat,12
,Bob Casey Jr,12
Bob Casey Jr,44,12
Total,44,12
,United States Senator - Democrat,13
,Bob Casey Jr,13
Bob Casey Jr,71,13
Total,71,13
,United States Senator - Democrat,14
,Bob Casey Jr,14
Bob Casey Jr,44,14
Total,44,14
,United States Senator - Democrat,15
,Bob Casey Jr,15
Bob Casey Jr,32,15
Total,32,15
,United States Senator - Democrat,16
,Bob Casey Jr,16
Bob Casey Jr,47,16
Total,47,16
,United States Senator - Democrat,17
,Bob Casey Jr,17
Bob Casey Jr,46,17
Total,46,17
,United States Senator - Democrat,18
,Bob Casey Jr,18
Bob Casey Jr,44,18
Total,44,18
,United States Senator - Democrat,All
,Bob Casey Jr,All
Bob Casey Jr,912,All
Total,912,All
