col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Rebecca Poyourow,,,,,,,,,0,3,2,6,3,2,11,19
Kevin Bundy,,,,,,,,,,0,10,3,2,4,12,19
Nat Lownes,,,,,,,,,,,0,4,2,4,13,19
Joe Khan,,,,,,,,,,,,0,2,1,14,19
Jacque Whaumbush,,,,,,,,,,,,,0,1,15,19
John Brady,,,,,,,,,,,,,,0,16,19
Total,62,41,36,35,31,31,29,25,17,15,12,11,6,6,17,19
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,20
,Bob Casey Jr,Kathryn S Huggins,Linda Norris,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,Nat Lownes,Ken Washington,Joe Khan,Jacque Whaumbush,Kevin Bundy,John Brady,2,20
Bob Casey Jr,11,34,32,30,26,26,25,24,21,15,11,10,10,9,3,20
Kathryn S Huggins,,1,21,21,13,21,20,18,14,10,8,9,8,6,4,20
Linda Norris,,,0,21,13,22,20,17,13,10,6,7,5,6,5,20
Dewayne Drummond,,,,0,15,15,17,16,13,9,4,4,6,4,6,20
Liam G Boyle,,,,,0,7,9,8,11,7,4,2,4,4,7,20
Lisa Rhodes,,,,,,0,17,17,9,10,6,8,5,6,8,20
Monica Maria Djerassi,,,,,,,0,15,10,6,7,7,5,4,9,20
Rebecca Poyourow,,,,,,,,0,5,11,5,9,6,7,10,20
Nat Lownes,,,,,,,,,0,4,3,1,6,2,11,20
Ken Washington,,,,,,,,,,1,5,4,5,3,12,20
Joe Khan,,,,,,,,,,,0,5,3,2,13,20
Jacque Whaumbush,,,,,,,,,,,,0,1,1,14,20
Kevin Bundy,,,,,,,,,,,,,0,4,15,20
John Brady,,,,,,,,,,,,,,0,16,20
Total,65,35,32,30,26,26,25,24,21,16,11,10,10,9,17,20
,United States Senator - Democrat,Member Of The - Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1,21
,Bob Casey Jr,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Kevin Bundy,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,Joe Khan,2,21
Bob Casey Jr,4,68,60,55,49,41,40,40,22,7,6,5,5,3,3,21
Kathryn S Huggins,,0,51,51,46,37,38,38,18,6,5,5,5,3,4,21
Ken Washington,,,1,50,44,33,34,34,18,6,5,3,3,2,5,21
Dewayne Drummond,,,,0,44,31,31,32,17,4,4,2,4,2,6,21
Liam G Boyle,,,,,0,29,31,33,14,5,2,2,3,0,7,21
Monica Maria Djerassi,,,,,,1,34,32,4,3,2,4,2,2,8,21
Linda Norris,,,,,,,0,36,6,3,2,5,3,2,9,21
Lisa Rhodes,,,,,,,,0,6,2,4,4,1,2,10,21
Kevin Bundy,,,,,,,,,0,4,3,0,4,2,11,21
Rebecca Poyourow,,,,,,,,,,0,1,2,2,0,12,21
John Brady,,,,,,,,,,,0,0,0,1,13,21
Jacque Whaumbush,,,,,,,,,,,,0,1,1,14,21
Nat Lownes,,,,,,,,,,,,,0,0,15,21
Joe Khan,,,,,,,,,,,,,,0,16,21
Total,88,68,61,55,49,42,40,40,22,7,6,5,5,3,17,21
