col_1,col_2,col_3,col_4,col_5,order,division
,Representative In Congress 3rd District - Republican,Governor - Republican,,,1,All
,Bryan E Leib,Paul Mango,Scott R Wagner,Laura Ellsworth,2,All
Bryan E Leib,3,73,66,40,3,All
Paul Mango,,20,0,0,4,All
Scott R Wagner,,,17,0,5,All
Laura Ellsworth,,,,7,6,All
Total,182,93,83,47,7,All
