col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,All
Jaime Bouldin,13,547,526,519,521,496,480,465,450,161,192,209,132,7,All
David Rodriguez,,8,526,525,530,507,479,459,447,158,181,212,99,7,All
Sharon Vaughn,,,7,581,502,544,489,466,457,155,158,235,73,7,All
Barbara Carroll,,,,2,500,540,486,467,450,157,155,239,73,9,All
Humberto Perez,,,,,10,471,459,440,427,149,167,197,94,9,All
Latrice Y Bryant,,,,,,5,465,455,450,154,158,230,61,7,All
Dustin Morris,,,,,,,0,452,443,124,128,191,57,6,All
Jonathan M Gary,,,,,,,,2,443,110,130,182,57,4,All
Robert Taylor,,,,,,,,,1,108,126,176,56,6,All
John Fetterman,,,,,,,,,,158,0,0,0,0,All
Mike Stack,,,,,,,,,,,67,0,0,0,All
Nina Ahmad,,,,,,,,,,,,58,0,0,All
Kathi Cozzone,,,,,,,,,,,,,26,0,All
Ray Sosa,,,,,,,,,,,,,,2,All
Total,722,675,649,646,636,628,513,490,479,402,366,362,196,16,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,8
,Latrice Y Bryant,Humberto Perez,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Robert Taylor,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,8
Latrice Y Bryant,0,47,44,47,48,48,39,40,37,27,17,9,5,0,8
Humberto Perez,,1,47,49,45,44,38,38,37,23,14,8,10,0,8
Jaime Bouldin,,,0,48,42,42,38,40,37,22,16,6,11,0,8
David Rodriguez,,,,0,45,44,38,39,36,23,14,7,9,0,8
Sharon Vaughn,,,,,0,48,39,39,36,24,12,8,6,0,8
Barbara Carroll,,,,,,0,39,39,37,22,13,8,6,0,8
Dustin Morris,,,,,,,0,37,36,19,12,6,3,0,8
Jonathan M Gary,,,,,,,,0,36,20,11,6,3,0,8
Robert Taylor,,,,,,,,,0,19,10,5,3,0,8
Nina Ahmad,,,,,,,,,,3,0,0,0,0,8
Mike Stack,,,,,,,,,,,6,0,0,0,8
John Fetterman,,,,,,,,,,,,9,0,0,8
Kathi Cozzone,,,,,,,,,,,,,0,0,8
Ray Sosa,,,,,,,,,,,,,,1,8
Total,59,56,55,53,51,50,40,40,37,32,30,19,13,1,8
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,11
,Jaime Bouldin,Humberto Perez,Barbara Carroll,David Rodriguez,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,11
Jaime Bouldin,4,57,51,54,52,47,41,43,44,23,18,13,17,3,11
Humberto Perez,,1,53,57,53,45,43,42,42,26,24,13,10,1,11
Barbara Carroll,,,0,50,57,47,44,45,43,22,16,18,6,1,11
David Rodriguez,,,,0,48,45,40,41,41,22,21,11,8,1,11
Sharon Vaughn,,,,,0,46,44,43,42,23,15,16,7,1,11
Dustin Morris,,,,,,0,39,43,42,16,13,12,7,2,11
Latrice Y Bryant,,,,,,,0,35,35,18,11,13,5,1,11
Jonathan M Gary,,,,,,,,0,41,16,12,10,6,1,11
Robert Taylor,,,,,,,,,0,18,12,8,5,2,11
John Fetterman,,,,,,,,,,37,0,0,0,0,11
Mike Stack,,,,,,,,,,,3,0,0,0,11
Nina Ahmad,,,,,,,,,,,,9,0,0,11
Kathi Cozzone,,,,,,,,,,,,,3,0,11
Ray Sosa,,,,,,,,,,,,,,0,11
Total,78,76,64,64,63,50,49,45,45,74,32,30,23,3,11
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,14
,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Robert Taylor,Dustin Morris,Jonathan M Gary,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,14
Jaime Bouldin,3,17,20,21,17,18,17,18,16,10,9,6,6,0,14
Barbara Carroll,,1,20,19,19,22,18,18,17,8,15,2,3,0,14
David Rodriguez,,,0,21,20,21,18,19,17,12,10,4,2,0,14
Humberto Perez,,,,1,18,19,18,19,18,8,10,5,3,0,14
Latrice Y Bryant,,,,,2,21,19,18,18,10,9,2,1,1,14
Sharon Vaughn,,,,,,2,19,19,17,7,11,2,2,0,14
Robert Taylor,,,,,,,1,18,18,8,8,2,2,0,14
Dustin Morris,,,,,,,,0,17,7,9,2,1,0,14
Jonathan M Gary,,,,,,,,,0,8,8,2,1,0,14
Mike Stack,,,,,,,,,,2,0,0,0,0,14
Nina Ahmad,,,,,,,,,,,1,0,0,0,14
John Fetterman,,,,,,,,,,,,3,0,0,14
Kathi Cozzone,,,,,,,,,,,,,0,0,14
Ray Sosa,,,,,,,,,,,,,,0,14
Total,34,30,30,27,27,26,21,19,19,23,17,10,10,1,14
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,15
,David Rodriguez,Jaime Bouldin,Sharon Vaughn,Humberto Perez,Barbara Carroll,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,John Fetterman,Kathi Cozzone,Mike Stack,Nina Ahmad,Ray Sosa,15
David Rodriguez,3,40,35,38,36,33,31,31,27,10,15,14,13,1,15
Jaime Bouldin,,1,37,37,38,34,31,32,27,12,18,12,13,0,15
Sharon Vaughn,,,2,35,44,34,35,31,27,12,9,12,16,1,15
Humberto Perez,,,,2,36,33,30,30,25,10,10,13,12,1,15
Barbara Carroll,,,,,0,35,36,32,27,12,9,10,15,1,15
Dustin Morris,,,,,,0,31,33,27,8,5,10,14,0,15
Latrice Y Bryant,,,,,,,0,30,27,9,7,9,10,0,15
Jonathan M Gary,,,,,,,,0,27,8,5,9,11,0,15
Robert Taylor,,,,,,,,,0,6,5,7,9,0,15
John Fetterman,,,,,,,,,,14,0,0,0,0,15
Kathi Cozzone,,,,,,,,,,,6,0,0,0,15
Mike Stack,,,,,,,,,,,,7,0,0,15
Nina Ahmad,,,,,,,,,,,,,4,0,15
Ray Sosa,,,,,,,,,,,,,,0,15
Total,56,56,53,49,48,38,36,33,27,33,31,29,25,1,15
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,16
,Sharon Vaughn,Barbara Carroll,Jaime Bouldin,Latrice Y Bryant,David Rodriguez,Humberto Perez,Dustin Morris,Jonathan M Gary,Robert Taylor,John Fetterman,Nina Ahmad,Mike Stack,Kathi Cozzone,Ray Sosa,16
Sharon Vaughn,0,83,77,81,76,75,69,64,65,24,33,19,12,0,16
Barbara Carroll,,0,75,80,75,73,67,65,64,25,30,20,10,0,16
Jaime Bouldin,,,0,75,71,69,66,64,63,20,31,21,12,0,16
Latrice Y Bryant,,,,1,74,73,65,63,63,24,33,16,10,1,16
David Rodriguez,,,,,0,74,66,63,63,22,28,19,10,0,16
Humberto Perez,,,,,,1,66,62,63,22,28,18,9,1,16
Dustin Morris,,,,,,,0,62,62,17,28,14,9,0,16
Jonathan M Gary,,,,,,,,1,62,15,25,16,8,0,16
Robert Taylor,,,,,,,,,0,16,24,16,8,0,16
John Fetterman,,,,,,,,,,17,0,0,0,0,16
Nina Ahmad,,,,,,,,,,,8,0,0,0,16
Mike Stack,,,,,,,,,,,,7,0,0,16
Kathi Cozzone,,,,,,,,,,,,,1,0,16
Ray Sosa,,,,,,,,,,,,,,0,16
Total,90,86,86,86,80,80,70,66,65,45,42,34,15,1,16
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,17
,Sharon Vaughn,Jaime Bouldin,Latrice Y Bryant,David Rodriguez,Humberto Perez,Barbara Carroll,Dustin Morris,Jonathan M Gary,Robert Taylor,John Fetterman,Mike Stack,Nina Ahmad,Kathi Cozzone,Ray Sosa,17
Sharon Vaughn,0,26,26,27,25,25,25,22,22,8,10,14,1,0,17
Jaime Bouldin,,1,22,24,24,22,23,20,21,8,8,13,2,0,17
Latrice Y Bryant,,,0,24,24,24,24,23,22,8,9,12,2,0,17
David Rodriguez,,,,0,23,24,23,21,20,6,9,13,2,0,17
Humberto Perez,,,,,0,26,24,22,22,7,8,12,3,0,17
Barbara Carroll,,,,,,0,24,22,21,6,6,15,2,0,17
Dustin Morris,,,,,,,0,23,22,5,6,12,2,0,17
Jonathan M Gary,,,,,,,,0,22,3,5,12,2,0,17
Robert Taylor,,,,,,,,,0,2,6,12,2,0,17
John Fetterman,,,,,,,,,,10,0,0,0,0,17
Mike Stack,,,,,,,,,,,5,0,0,0,17
Nina Ahmad,,,,,,,,,,,,2,0,0,17
Kathi Cozzone,,,,,,,,,,,,,2,0,17
Ray Sosa,,,,,,,,,,,,,,0,17
Total,34,33,32,31,31,30,26,23,23,24,22,19,7,0,17
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,18
,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Barbara Carroll,Sharon Vaughn,Dustin Morris,Robert Taylor,Jonathan M Gary,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,18
Jaime Bouldin,1,25,26,21,25,22,22,22,22,15,10,4,8,0,18
David Rodriguez,,1,28,23,27,24,24,24,24,15,9,5,4,0,18
Humberto Perez,,,1,22,27,24,25,24,24,15,9,4,3,0,18
Latrice Y Bryant,,,,0,24,22,22,23,22,15,13,3,2,0,18
Barbara Carroll,,,,,0,25,24,24,24,14,12,3,1,0,18
