col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,Rhea Powell,Marylouise Isaacson,Tom Young,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,All
Rhea Powell,0,44,38,39,34,26,36,41,34,28,25,12,17,24,16,16,9,0,All
Marylouise Isaacson,,0,36,41,36,32,38,38,26,25,20,19,20,23,13,17,7,0,All
Tom Young,,,1,37,37,32,31,25,31,19,29,23,18,22,12,16,9,0,All
Andi Perez,,,,0,35,33,38,29,22,25,22,24,19,29,12,13,3,0,All
Micah Mahjoubian,,,,,1,25,27,27,25,19,20,20,14,16,16,12,8,0,All
Darrell L Clarke,,,,,,0,30,26,14,23,13,25,12,26,9,12,4,0,All
Mariel J K Martin,,,,,,,0,30,20,22,14,21,12,23,13,11,2,0,All
Amanda Mcillmurray,,,,,,,,0,24,26,13,13,14,22,16,5,5,0,All
Noam Kugelmass,,,,,,,,,0,17,19,8,13,13,12,9,6,0,All
Judi Golding Baker,,,,,,,,,,0,12,14,7,17,12,6,3,0,All
Joe Celentano,,,,,,,,,,,0,9,10,8,7,10,6,0,All
Matthew D Myers,,,,,,,,,,,,0,7,11,6,8,3,0,All
Jon Geeting,,,,,,,,,,,,,0,9,7,6,3,0,All
Nina Ahmad,,,,,,,,,,,,,,6,0,0,0,0,All
John Fetterman,,,,,,,,,,,,,,,6,0,0,0,All
Mike Stack,,,,,,,,,,,,,,,,5,0,0,All
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,All
Ray Sosa,,,,,,,,,,,,,,,,,,0,All
Total,67,62,61,60,56,55,51,49,41,39,32,30,26,49,31,30,14,0,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Lieutenant Governor - Democrat,,,,,10
,Rhea Powell,Marylouise Isaacson,Tom Young,Andi Perez,Micah Mahjoubian,Darrell L Clarke,Mariel J K Martin,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Joe Celentano,Matthew D Myers,Jon Geeting,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,10
Rhea Powell,0,44,38,39,34,26,36,41,34,28,25,12,17,24,16,16,9,0,10
Marylouise Isaacson,,0,36,41,36,32,38,38,26,25,20,19,20,23,13,17,7,0,10
Tom Young,,,1,37,37,32,31,25,31,19,29,23,18,22,12,16,9,0,10
Andi Perez,,,,0,35,33,38,29,22,25,22,24,19,29,12,13,3,0,10
Micah Mahjoubian,,,,,1,25,27,27,25,19,20,20,14,16,16,12,8,0,10
Darrell L Clarke,,,,,,0,30,26,14,23,13,25,12,26,9,12,4,0,10
Mariel J K Martin,,,,,,,0,30,20,22,14,21,12,23,13,11,2,0,10
Amanda Mcillmurray,,,,,,,,0,24,26,13,13,14,22,16,5,5,0,10
Noam Kugelmass,,,,,,,,,0,17,19,8,13,13,12,9,6,0,10
Judi Golding Baker,,,,,,,,,,0,12,14,7,17,12,6,3,0,10
Joe Celentano,,,,,,,,,,,0,9,10,8,7,10,6,0,10
Matthew D Myers,,,,,,,,,,,,0,7,11,6,8,3,0,10
Jon Geeting,,,,,,,,,,,,,0,9,7,6,3,0,10
Nina Ahmad,,,,,,,,,,,,,,6,0,0,0,0,10
John Fetterman,,,,,,,,,,,,,,,6,0,0,0,10
Mike Stack,,,,,,,,,,,,,,,,5,0,0,10
Kathi Cozzone,,,,,,,,,,,,,,,,,0,0,10
Ray Sosa,,,,,,,,,,,,,,,,,,0,10
Total,67,62,61,60,56,55,51,49,41,39,32,30,26,49,31,30,14,0,10
