col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,3
David Rodriguez,5,53,51,46,44,45,42,41,41,3
Humberto Perez,,2,52,48,44,45,41,41,41,3
Jaime Bouldin,,,5,42,41,43,40,40,40,3
Barbara Carroll,,,,3,47,49,42,41,43,3
Latrice Y Bryant,,,,,2,46,42,41,42,3
Sharon Vaughn,,,,,,0,41,41,42,3
Dustin Morris,,,,,,,0,41,42,3
Jonathan M Gary,,,,,,,,0,40,3
Robert Taylor,,,,,,,,,0,3
Total,61,60,58,57,50,50,43,43,43,3
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,23
,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Humberto Perez,David Rodriguez,Dustin Morris,Robert Taylor,Jonathan M Gary,23
Jaime Bouldin,10,70,71,67,73,71,62,62,64,23
Sharon Vaughn,,6,80,74,68,67,64,66,65,23
Barbara Carroll,,,2,74,68,68,62,63,65,23
Latrice Y Bryant,,,,2,65,66,61,61,63,23
Humberto Perez,,,,,2,71,61,61,64,23
David Rodriguez,,,,,,0,62,62,62,23
Dustin Morris,,,,,,,5,60,59,23
Robert Taylor,,,,,,,,2,61,23
Jonathan M Gary,,,,,,,,,0,23
Total,89,89,84,78,77,76,71,68,65,23
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,24
,Sharon Vaughn,Barbara Carroll,David Rodriguez,Jaime Bouldin,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,24
Sharon Vaughn,4,177,158,152,155,164,142,142,138,24
Barbara Carroll,,2,156,151,156,165,143,140,140,24
David Rodriguez,,,6,156,163,150,139,139,137,24
Jaime Bouldin,,,,10,155,146,138,139,136,24
Humberto Perez,,,,,4,149,138,138,137,24
Latrice Y Bryant,,,,,,3,137,140,136,24
Dustin Morris,,,,,,,5,132,133,24
Jonathan M Gary,,,,,,,,0,132,24
Robert Taylor,,,,,,,,,1,24
Total,186,185,176,175,173,170,149,142,142,24
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,25
,Barbara Carroll,Jaime Bouldin,Sharon Vaughn,David Rodriguez,Dustin Morris,Humberto Perez,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,25
Barbara Carroll,1,47,56,44,45,46,50,42,39,25
Jaime Bouldin,,9,47,45,41,46,43,41,38,25
Sharon Vaughn,,,2,44,45,46,49,41,38,25
David Rodriguez,,,,4,42,47,41,41,38,25
Dustin Morris,,,,,4,43,43,40,39,25
Humberto Perez,,,,,,0,41,41,39,25
Latrice Y Bryant,,,,,,,0,41,39,25
Jonathan M Gary,,,,,,,,0,39,25
Robert Taylor,,,,,,,,,0,25
Total,58,58,58,51,50,50,50,42,40,25
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,26
,Jaime Bouldin,Humberto Perez,Barbara Carroll,David Rodriguez,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,26
Jaime Bouldin,7,46,43,45,43,43,39,37,37,26
Humberto Perez,,1,46,49,47,46,38,37,39,26
Barbara Carroll,,,2,44,49,46,39,38,37,26
David Rodriguez,,,,3,44,45,39,37,38,26
Sharon Vaughn,,,,,1,46,40,37,39,26
Latrice Y Bryant,,,,,,0,39,38,39,26
Dustin Morris,,,,,,,4,36,35,26
Jonathan M Gary,,,,,,,,0,37,26
Robert Taylor,,,,,,,,,0,26
Total,56,54,53,53,53,48,45,40,40,26
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,27
,Sharon Vaughn,Barbara Carroll,David Rodriguez,Humberto Perez,Jaime Bouldin,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,27
Sharon Vaughn,1,37,33,34,32,32,35,26,27,27
Barbara Carroll,,4,29,32,31,28,33,25,25,27
David Rodriguez,,,3,36,35,30,28,23,27,27
Humberto Perez,,,,1,36,31,33,25,26,27
Jaime Bouldin,,,,,2,29,29,26,25,27
Dustin Morris,,,,,,4,29,25,26,27
Latrice Y Bryant,,,,,,,1,26,26,27
Jonathan M Gary,,,,,,,,0,22,27
Robert Taylor,,,,,,,,,0,27
Total,43,42,42,42,41,38,37,27,27,27
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,28
,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,David Rodriguez,Humberto Perez,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,28
Jaime Bouldin,9,48,47,49,46,43,43,41,40,28
Sharon Vaughn,,1,56,49,45,42,49,43,42,28
Barbara Carroll,,,2,46,44,41,47,41,41,28
David Rodriguez,,,,4,47,44,45,44,41,28
Humberto Perez,,,,,3,41,42,41,40,28
Dustin Morris,,,,,,9,39,41,37,28
Latrice Y Bryant,,,,,,,1,42,39,28
Jonathan M Gary,,,,,,,,0,40,28
Robert Taylor,,,,,,,,,1,28
Total,64,60,58,58,55,53,50,44,44,28
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,30
,Jaime Bouldin,David Rodriguez,Dustin Morris,Humberto Perez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,30
Jaime Bouldin,7,65,56,65,62,59,55,54,52,30
David Rodriguez,,4,57,69,61,58,55,55,52,30
Dustin Morris,,,9,57,62,57,55,54,53,30
Humberto Perez,,,,3,61,58,55,55,52,30
Sharon Vaughn,,,,,0,64,57,57,54,30
Barbara Carroll,,,,,,5,56,56,51,30
Jonathan M Gary,,,,,,,0,52,52,30
Latrice Y Bryant,,,,,,,,0,51,30
Robert Taylor,,,,,,,,,0,30
Total,76,73,72,72,72,70,58,58,54,30
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,31
,Jaime Bouldin,Dustin Morris,David Rodriguez,Barbara Carroll,Sharon Vaughn,Humberto Perez,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,31
Jaime Bouldin,5,42,45,45,44,43,42,36,37,31
Dustin Morris,,7,40,42,42,38,40,38,36,31
David Rodriguez,,,3,42,41,43,41,36,36,31
Barbara Carroll,,,,1,44,40,43,37,37,31
Sharon Vaughn,,,,,0,40,40,39,37,31
Humberto Perez,,,,,,1,39,37,36,31
Robert Taylor,,,,,,,1,36,37,31
Latrice Y Bryant,,,,,,,,0,35,31
Jonathan M Gary,,,,,,,,,0,31
