col_1,col_2,col_3,col_4,division
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,1
,Bob Casey Jr,Dwight Evans,Kevin Johnson,1
Bob Casey Jr,5,30,10,1
Dwight Evans,,3,0,1
Kevin Johnson,,,3,1
Total,45,33,13,1
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,2
,Bob Casey Jr,Dwight Evans,Kevin Johnson,2
Bob Casey Jr,9,59,8,2
Dwight Evans,,8,0,2
Kevin Johnson,,,1,2
Total,76,67,9,2
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,3
,Bob Casey Jr,Dwight Evans,Kevin Johnson,3
Bob Casey Jr,5,59,9,3
Dwight Evans,,7,0,3
Kevin Johnson,,,1,3
Total,73,66,10,3
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,4
,Bob Casey Jr,Dwight Evans,Kevin Johnson,4
Bob Casey Jr,8,39,9,4
Dwight Evans,,3,0,4
Kevin Johnson,,,2,4
Total,56,42,11,4
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,5
,Bob Casey Jr,Dwight Evans,Kevin Johnson,5
Bob Casey Jr,6,44,7,5
Dwight Evans,,5,0,5
Kevin Johnson,,,1,5
Total,57,49,8,5
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,6
,Bob Casey Jr,Dwight Evans,Kevin Johnson,6
Bob Casey Jr,6,65,19,6
Dwight Evans,,10,0,6
Kevin Johnson,,,1,6
Total,90,75,20,6
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,7
,Bob Casey Jr,Dwight Evans,Kevin Johnson,7
Bob Casey Jr,1,91,11,7
Dwight Evans,,8,0,7
Kevin Johnson,,,2,7
Total,103,99,13,7
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,8
,Bob Casey Jr,Dwight Evans,Kevin Johnson,8
Bob Casey Jr,3,99,20,8
Dwight Evans,,6,0,8
Kevin Johnson,,,1,8
Total,122,105,21,8
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,9
,Bob Casey Jr,Dwight Evans,Kevin Johnson,9
Bob Casey Jr,1,50,9,9
Dwight Evans,,5,0,9
Kevin Johnson,,,0,9
Total,60,55,9,9
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,10
,Bob Casey Jr,Dwight Evans,Kevin Johnson,10
Bob Casey Jr,5,88,17,10
Dwight Evans,,12,0,10
Kevin Johnson,,,0,10
Total,110,100,17,10
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,11
,Bob Casey Jr,Dwight Evans,Kevin Johnson,11
Bob Casey Jr,6,80,10,11
Dwight Evans,,8,0,11
Kevin Johnson,,,1,11
Total,96,88,11,11
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,12
,Bob Casey Jr,Dwight Evans,Kevin Johnson,12
Bob Casey Jr,12,127,23,12
Dwight Evans,,6,0,12
Kevin Johnson,,,0,12
Total,162,133,23,12
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,13
,Bob Casey Jr,Dwight Evans,Kevin Johnson,13
Bob Casey Jr,4,82,25,13
Dwight Evans,,6,0,13
Kevin Johnson,,,4,13
Total,111,88,29,13
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,14
,Bob Casey Jr,Dwight Evans,Kevin Johnson,14
Bob Casey Jr,1,77,33,14
Dwight Evans,,10,0,14
Kevin Johnson,,,5,14
Total,111,87,38,14
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,15
,Bob Casey Jr,Dwight Evans,Kevin Johnson,15
Bob Casey Jr,5,53,13,15
Dwight Evans,,10,0,15
Kevin Johnson,,,1,15
Total,71,63,14,15
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,16
,Bob Casey Jr,Dwight Evans,Kevin Johnson,16
Bob Casey Jr,3,33,6,16
Dwight Evans,,8,0,16
Kevin Johnson,,,1,16
Total,42,41,7,16
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,17
,Bob Casey Jr,Dwight Evans,Kevin Johnson,17
Bob Casey Jr,10,53,13,17
Dwight Evans,,6,0,17
Kevin Johnson,,,0,17
Total,76,59,13,17
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,18
,Bob Casey Jr,Dwight Evans,Kevin Johnson,18
Bob Casey Jr,4,63,19,18
Dwight Evans,,10,0,18
Kevin Johnson,,,4,18
Total,86,73,23,18
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,19
,Bob Casey Jr,Dwight Evans,Kevin Johnson,19
Bob Casey Jr,5,90,37,19
Dwight Evans,,10,0,19
Kevin Johnson,,,4,19
Total,132,100,41,19
,United States Senator - Democrat,Representative In Congress 3rd District - Democrat,,20
,Bob Casey Jr,Dwight Evans,Kevin Johnson,20
Bob Casey Jr,9,59,20,20
