col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 194th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Pamela Delissio,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,David Rodriguez,Humberto Perez,Dustin Morris,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,All
Pamela Delissio,300,"1,085","1,030","1,034","1,031","1,000",910,903,799,791,All
Jaime Bouldin,,4,871,871,913,900,802,803,764,773,All
Barbara Carroll,,,6,988,863,860,818,886,782,785,All
Sharon Vaughn,,,,0,873,864,826,889,783,786,All
David Rodriguez,,,,,7,933,800,815,768,767,All
Humberto Perez,,,,,,5,786,810,756,762,All
Dustin Morris,,,,,,,17,772,749,755,All
Latrice Y Bryant,,,,,,,,2,761,768,All
Robert Taylor,,,,,,,,,2,749,All
Jonathan M Gary,,,,,,,,,,0,All
Total,"1,804","1,105","1,061","1,058","1,051","1,020",942,922,814,805,All
,Representative In The General Assembly 194th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,Pamela Delissio,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,3
Pamela Delissio,7,57,57,57,54,46,47,40,40,41,3
David Rodriguez,,1,53,51,46,44,45,42,41,41,3
Humberto Perez,,,0,52,48,44,45,41,41,41,3
Jaime Bouldin,,,,0,42,41,43,40,40,40,3
Barbara Carroll,,,,,0,47,49,42,41,43,3
Latrice Y Bryant,,,,,,1,46,42,41,42,3
Sharon Vaughn,,,,,,,0,41,41,42,3
Dustin Morris,,,,,,,,0,41,42,3
Jonathan M Gary,,,,,,,,,0,40,3
Robert Taylor,,,,,,,,,,0,3
Total,84,61,60,58,57,50,50,43,43,43,3
,Representative In The General Assembly 194th District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,23
