col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 188th District - Democrat,,,All
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Monica Maria Djerassi,Lisa Rhodes,Linda Norris,Liam G Boyle,Kevin Bundy,Rebecca Poyourow,Joe Khan,Nat Lownes,Jacque Whaumbush,John Brady,James R Roebuck,Diane Settles,Jeff Curry,All
Kathryn S Huggins,0,129,119,101,97,97,93,82,81,46,36,33,29,110,85,19,All
Dewayne Drummond,,0,102,71,75,68,75,73,56,31,32,21,19,83,50,16,All
Ken Washington,,,0,69,69,61,81,62,51,32,31,19,21,82,52,11,All
Monica Maria Djerassi,,,,0,82,82,54,34,64,38,20,31,19,64,41,14,All
Lisa Rhodes,,,,,0,86,48,36,51,31,21,31,21,66,34,13,All
Linda Norris,,,,,,0,49,32,48,34,18,30,18,61,33,18,All
Liam G Boyle,,,,,,,0,45,34,19,14,13,14,62,33,10,All
Kevin Bundy,,,,,,,,0,38,31,28,12,21,48,40,10,All
Rebecca Poyourow,,,,,,,,,0,30,19,25,19,41,40,12,All
Joe Khan,,,,,,,,,,0,21,17,17,34,19,12,All
Nat Lownes,,,,,,,,,,,0,13,11,25,18,3,All
Jacque Whaumbush,,,,,,,,,,,,0,9,19,18,7,All
John Brady,,,,,,,,,,,,,0,21,16,6,All
James R Roebuck,,,,,,,,,,,,,,45,0,0,All
Diane Settles,,,,,,,,,,,,,,,11,0,All
Jeff Curry,,,,,,,,,,,,,,,,9,All
Total,215,149,146,119,114,113,105,98,93,66,47,44,44,186,115,42,All
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 188th District - Democrat,,,1
,Kathryn S Huggins,Ken Washington,Linda Norris,Dewayne Drummond,Liam G Boyle,Monica Maria Djerassi,Lisa Rhodes,Rebecca Poyourow,Kevin Bundy,Joe Khan,Jacque Whaumbush,John Brady,Nat Lownes,James R Roebuck,Diane Settles,Jeff Curry,1
Kathryn S Huggins,0,38,40,38,36,34,32,18,15,13,8,4,6,39,17,7,1
Ken Washington,,0,27,32,30,25,25,10,11,8,4,4,4,32,8,4,1
Linda Norris,,,0,30,29,33,32,13,7,9,7,6,3,28,7,7,1
Dewayne Drummond,,,,0,31,25,26,10,14,6,3,2,4,31,6,4,1
Liam G Boyle,,,,,0,27,23,7,8,6,4,2,1,28,7,3,1
Monica Maria Djerassi,,,,,,0,25,11,6,8,6,4,1,26,4,6,1
Lisa Rhodes,,,,,,,0,10,4,4,5,3,2,27,3,3,1
Rebecca Poyourow,,,,,,,,0,9,9,6,3,4,9,6,5,1
Kevin Bundy,,,,,,,,,0,7,3,2,3,9,6,2,1
Joe Khan,,,,,,,,,,0,5,4,5,8,3,4,1
Jacque Whaumbush,,,,,,,,,,,0,3,2,5,4,1,1
John Brady,,,,,,,,,,,,0,1,3,2,2,1
Nat Lownes,,,,,,,,,,,,,0,3,2,1,1
James R Roebuck,,,,,,,,,,,,,,4,0,0,1
Diane Settles,,,,,,,,,,,,,,,3,0,1
Jeff Curry,,,,,,,,,,,,,,,,2,1
Total,63,44,42,41,38,36,33,20,17,15,10,7,6,48,24,11,1
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 188th District - Democrat,,,2
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Monica Maria Djerassi,Rebecca Poyourow,Lisa Rhodes,Linda Norris,Kevin Bundy,Joe Khan,Liam G Boyle,Jacque Whaumbush,Nat Lownes,John Brady,James R Roebuck,Diane Settles,Jeff Curry,2
Kathryn S Huggins,0,32,33,31,32,29,26,21,16,21,18,14,13,30,31,3,2
Ken Washington,,0,27,18,20,19,17,18,12,17,10,14,7,20,21,1,2
Dewayne Drummond,,,0,17,19,19,14,19,13,14,12,15,5,20,19,1,2
Monica Maria Djerassi,,,,0,28,28,24,11,14,11,17,11,10,15,21,3,2
Rebecca Poyourow,,,,,0,21,20,11,12,13,13,8,9,16,18,2,2
Lisa Rhodes,,,,,,0,24,10,10,8,16,9,8,16,17,2,2
Linda Norris,,,,,,,0,7,9,10,16,7,6,16,13,3,2
Kevin Bundy,,,,,,,,0,11,12,4,14,7,12,14,1,2
Joe Khan,,,,,,,,,0,4,6,9,5,13,8,4,2
Liam G Boyle,,,,,,,,,,0,4,6,8,10,13,2,2
Jacque Whaumbush,,,,,,,,,,,0,7,3,9,10,3,2
Nat Lownes,,,,,,,,,,,,0,5,10,10,1,2
John Brady,,,,,,,,,,,,,0,10,7,2,2
James R Roebuck,,,,,,,,,,,,,,12,0,0,2
Diane Settles,,,,,,,,,,,,,,,6,0,2
Jeff Curry,,,,,,,,,,,,,,,,4,2
Total,64,42,40,39,36,35,32,27,25,25,22,21,19,53,46,12,2
,Representative In The General Assembly 188th District - Democrat,,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,3
