col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,All
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,All
David Rodriguez,0,63,59,51,51,49,47,47,47,31,25,26,All
Humberto Perez,,0,56,53,51,49,45,46,46,32,20,27,All
Jaime Bouldin,,,2,46,47,45,44,46,43,33,20,21,All
Barbara Carroll,,,,1,51,49,45,47,45,20,22,21,All
Sharon Vaughn,,,,,0,50,46,48,47,18,16,19,All
Latrice Y Bryant,,,,,,0,47,46,47,16,16,19,All
Robert Taylor,,,,,,,0,45,45,16,15,18,All
Dustin Morris,,,,,,,,0,44,16,14,18,All
Jonathan M Gary,,,,,,,,,0,17,11,19,All
Frederick Ramirez,,,,,,,,,,31,0,0,All
Danilo Burgos,,,,,,,,,,,26,0,All
Emilio Vazquez,,,,,,,,,,,,5,All
Total,82,79,76,64,53,52,50,48,48,80,68,39,All
,Representative In The General Assembly 197th District - Democrat,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,15
,Danilo Burgos,Frederick Ramirez,Emilio Vazquez,Barbara Carroll,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Dustin Morris,Latrice Y Bryant,Jonathan M Gary,Robert Taylor,15
Danilo Burgos,9,0,0,4,4,2,2,3,2,2,1,1,15
Frederick Ramirez,,6,0,3,6,6,6,2,2,2,2,2,15
Emilio Vazquez,,,2,3,1,1,1,1,1,1,1,1,15
Barbara Carroll,,,,1,6,4,6,5,4,4,3,3,15
David Rodriguez,,,,,0,6,8,5,4,5,4,4,15
Jaime Bouldin,,,,,,1,5,5,5,4,4,4,15
Humberto Perez,,,,,,,0,4,3,4,3,3,15
Sharon Vaughn,,,,,,,,0,5,5,4,4,15
Dustin Morris,,,,,,,,,0,4,4,4,15
Latrice Y Bryant,,,,,,,,,,0,4,4,15
Jonathan M Gary,,,,,,,,,,,0,4,15
Robert Taylor,,,,,,,,,,,,0,15
Total,15,15,5,11,11,10,9,6,5,5,4,4,15
,Representative In The General Assembly 197th District - Democrat,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,16
,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,Jaime Bouldin,Barbara Carroll,David Rodriguez,Humberto Perez,Robert Taylor,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Sharon Vaughn,16
Frederick Ramirez,5,0,0,5,5,3,5,3,3,3,3,3,16
Danilo Burgos,,6,0,3,0,1,0,1,0,0,0,0,16
Emilio Vazquez,,,1,1,1,2,1,1,1,1,1,1,16
Jaime Bouldin,,,,1,4,4,4,4,4,4,4,4,16
Barbara Carroll,,,,,0,4,4,4,4,4,4,4,16
David Rodriguez,,,,,,0,4,4,4,4,4,4,16
Humberto Perez,,,,,,,0,4,4,4,4,4,16
Robert Taylor,,,,,,,,0,4,4,4,4,16
Dustin Morris,,,,,,,,,0,4,4,4,16
Jonathan M Gary,,,,,,,,,,0,4,4,16
Latrice Y Bryant,,,,,,,,,,,0,4,16
Sharon Vaughn,,,,,,,,,,,,0,16
Total,14,11,3,10,6,6,6,5,4,4,4,4,16
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 197th District - Democrat,,,18
,Humberto Perez,David Rodriguez,Barbara Carroll,Jaime Bouldin,Latrice Y Bryant,Sharon Vaughn,Dustin Morris,Jonathan M Gary,Robert Taylor,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,18
Humberto Perez,0,28,27,25,26,26,24,24,24,10,15,8,18
David Rodriguez,,0,25,26,25,25,24,24,24,8,15,8,18
Barbara Carroll,,,0,22,26,26,24,24,24,12,13,5,18
Jaime Bouldin,,,,0,22,22,22,21,21,7,14,6,18
Latrice Y Bryant,,,,,0,26,24,24,24,9,13,5,18
Sharon Vaughn,,,,,,0,24,24,24,8,13,5,18
Dustin Morris,,,,,,,0,23,23,7,13,4,18
Jonathan M Gary,,,,,,,,0,23,6,13,5,18
Robert Taylor,,,,,,,,,0,7,13,4,18
Danilo Burgos,,,,,,,,,,3,0,0,18
Emilio Vazquez,,,,,,,,,,,0,0,18
Frederick Ramirez,,,,,,,,,,,,0,18
Total,33,31,30,27,27,26,24,24,24,18,16,10,18
,Representative In The General Assembly 197th District - Democrat,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,19
,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,19
Frederick Ramirez,8,0,0,7,8,8,5,4,4,3,3,4,19
Danilo Burgos,,2,0,5,5,3,3,3,2,3,4,3,19
Emilio Vazquez,,,1,5,4,4,4,4,4,4,3,3,19
David Rodriguez,,,,0,14,14,12,11,10,10,10,10,19
Jaime Bouldin,,,,,0,13,11,11,9,10,10,10,19
Humberto Perez,,,,,,0,12,11,10,10,9,10,19
Sharon Vaughn,,,,,,,0,11,10,10,9,10,19
Barbara Carroll,,,,,,,,0,9,10,9,10,19
Jonathan M Gary,,,,,,,,,0,10,9,8,19
Latrice Y Bryant,,,,,,,,,,0,10,9,19
Robert Taylor,,,,,,,,,,,0,9,19
Dustin Morris,,,,,,,,,,,,0,19
Total,18,8,6,17,17,15,12,11,11,11,11,10,19
,Representative In The General Assembly 197th District - Democrat,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,20
,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Robert Taylor,Dustin Morris,Jonathan M Gary,Latrice Y Bryant,Sharon Vaughn,20
Frederick Ramirez,12,0,0,7,5,8,3,4,3,3,3,3,20
Danilo Burgos,,6,0,7,5,3,3,2,2,2,2,2,20
Emilio Vazquez,,,1,3,6,1,0,0,0,0,0,0,20
David Rodriguez,,,,0,9,9,5,5,5,5,5,5,20
Humberto Perez,,,,,0,9,5,5,5,5,5,5,20
Jaime Bouldin,,,,,,0,5,5,5,5,5,5,20
Barbara Carroll,,,,,,,0,5,5,5,5,5,20
Robert Taylor,,,,,,,,0,5,5,5,5,20
Dustin Morris,,,,,,,,,0,5,5,5,20
Jonathan M Gary,,,,,,,,,,0,5,5,20
Latrice Y Bryant,,,,,,,,,,,0,5,20
Sharon Vaughn,,,,,,,,,,,,0,20
Total,23,16,9,17,16,12,6,6,5,5,5,5,20
