col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Senator In The General Assembly 2nd District - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Christine M Tartaglione,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,All
Christine M Tartaglione,3,45,32,32,20,20,17,15,12,11,All
Mona Getzes Cohen,,1,22,27,17,17,15,11,10,9,All
James Harrity,,,0,23,17,16,13,12,10,10,All
Meagan Ingerson,,,,0,17,16,14,11,10,9,All
Erica Vanstone,,,,,0,18,17,13,11,11,All
Richard Lombardo,,,,,,0,14,13,11,10,All
Catherine Bartch,,,,,,,0,10,10,9,All
Frank T Brzozowski,,,,,,,,0,6,9,All
Marnie Aument Loughrey,,,,,,,,,0,5,All
Billy Cortes,,,,,,,,,,0,All
Total,61,46,33,32,21,21,18,16,13,12,All
,Senator In The General Assembly 2nd District - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,1
,Christine M Tartaglione,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Billy Cortes,Marnie Aument Loughrey,1
Christine M Tartaglione,2,27,18,19,13,13,12,10,8,7,1
Mona Getzes Cohen,,1,14,17,11,11,9,9,7,6,1
James Harrity,,,0,14,11,11,10,7,8,5,1
Meagan Ingerson,,,,0,11,11,9,8,7,6,1
Erica Vanstone,,,,,0,12,10,10,8,6,1
Richard Lombardo,,,,,,0,10,8,8,7,1
Frank T Brzozowski,,,,,,,0,7,7,5,1
Catherine Bartch,,,,,,,,0,6,5,1
Billy Cortes,,,,,,,,,0,3,1
Marnie Aument Loughrey,,,,,,,,,,0,1
Total,34,28,19,19,14,14,13,11,9,8,1
,Senator In The General Assembly 2nd District - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,2
,Christine M Tartaglione,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Catherine Bartch,Erica Vanstone,Richard Lombardo,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,2
Christine M Tartaglione,1,18,14,13,7,7,7,5,3,3,2
Mona Getzes Cohen,,0,8,10,6,6,6,4,2,2,2
James Harrity,,,0,9,6,6,5,5,2,2,2
Meagan Ingerson,,,,0,6,6,5,4,2,2,2
Catherine Bartch,,,,,0,7,6,5,3,3,2
Erica Vanstone,,,,,,0,6,5,3,3,2
Richard Lombardo,,,,,,,0,4,2,3,2
Marnie Aument Loughrey,,,,,,,,0,2,1,2
Billy Cortes,,,,,,,,,0,2,2
Frank T Brzozowski,,,,,,,,,,0,2
Total,27,18,14,13,7,7,7,5,3,3,2
