col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Representative In The General Assembly 184th District - Democrat,,,,Lieutenant Governor - Democrat,,,,,All
,Elizabeth Fiedler,Jonathan Rowan,Tom Wyatt,Nicholas Didonato Jr,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,All
Elizabeth Fiedler,323,0,0,0,710,"1,604","1,430",598,17,All
Jonathan Rowan,,"1,414",0,0,"1,318",173,258,206,20,All
Tom Wyatt,,,105,0,188,203,111,48,21,All
Nicholas Didonato Jr,,,,113,140,43,49,67,14,All
Mike Stack,,,,,63,0,0,0,0,All
Nina Ahmad,,,,,,23,0,0,0,All
John Fetterman,,,,,,,28,0,0,All
Kathi Cozzone,,,,,,,,28,0,All
Ray Sosa,,,,,,,,,2,All
Total,"4,682","3,389",676,426,"2,419","2,046","1,876",947,74,All
