col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 203rd District - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Isabella Fitzgerald,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,All
Isabella Fitzgerald,230,"1,242",900,866,781,756,701,586,576,563,All
Jaime Bouldin,,30,802,779,691,669,636,577,565,562,All
David Rodriguez,,,16,768,645,634,603,560,562,544,All
Humberto Perez,,,,10,628,617,598,560,553,533,All
Sharon Vaughn,,,,,1,715,678,586,575,563,All
Barbara Carroll,,,,,,6,652,571,572,547,All
Latrice Y Bryant,,,,,,,1,567,546,550,All
Robert Taylor,,,,,,,,0,532,527,All
Dustin Morris,,,,,,,,,1,512,All
Jonathan M Gary,,,,,,,,,,0,All
Total,"1,816","1,318",955,910,825,799,732,610,599,585,All
