col_1,col_2,col_3,col_4,col_5,division
,Representative In The General Assembly 181st District - Republican,Member Of The Republican State Committee 2nd Congressional District,,,All
,Milton Street,Calvin R Tucker,Denise Furey,Walt Vogler,All
Milton Street,1,6,5,5,All
Calvin R Tucker,,0,5,5,All
Denise Furey,,,0,5,All
Walt Vogler,,,,0,All
Total,8,7,6,6,All
,Representative In The General Assembly 181st District - Republican,Member Of The Republican State Committee 2nd Congressional District,,,2
,Milton Street,Calvin R Tucker,Denise Furey,Walt Vogler,2
Milton Street,0,1,1,1,2
Calvin R Tucker,,0,0,0,2
Denise Furey,,,0,1,2
Walt Vogler,,,,0,2
Total,2,1,1,1,2
,Representative In The General Assembly 181st District - Republican,Member Of The Republican State Committee 2nd Congressional District,,,4
,Milton Street,Calvin R Tucker,Denise Furey,Walt Vogler,4
Milton Street,1,3,3,2,4
Calvin R Tucker,,0,3,2,4
Denise Furey,,,0,2,4
Walt Vogler,,,,0,4
Total,4,3,3,2,4
,Member Of The Republican State Committee 2nd Congressional District,,,Representative In The General Assembly 181st District - Republican,8
,Calvin R Tucker,Walt Vogler,Denise Furey,Milton Street,8
Calvin R Tucker,0,2,1,1,8
Walt Vogler,,0,1,1,8
Denise Furey,,,0,0,8
Milton Street,,,,0,8
Total,2,2,1,1,8
,Member Of The Republican State Committee 2nd Congressional District,,,Representative In The General Assembly 181st District - Republican,21
,Calvin R Tucker,Denise Furey,Walt Vogler,Milton Street,21
Calvin R Tucker,0,1,1,1,21
Denise Furey,,0,1,1,21
Walt Vogler,,,0,1,21
Milton Street,,,,0,21
Total,1,1,1,1,21
