col_1,col_2,col_3,division
,Representative In The General Assembly 200th District - Democrat,,All
,Melissa Scott,Chris Rabb,All
Melissa Scott,"4,381",0,All
Chris Rabb,,"1,409",All
Total,"4,381","1,409",All
,Representative In The General Assembly 200th District - Democrat,,1
,Melissa Scott,Chris Rabb,1
Melissa Scott,110,0,1
Chris Rabb,,50,1
Total,110,50,1
,Representative In The General Assembly 200th District - Democrat,,2
,Melissa Scott,Chris Rabb,2
Melissa Scott,158,0,2
Chris Rabb,,59,2
Total,158,59,2
,Representative In The General Assembly 200th District - Democrat,,3
,Melissa Scott,Chris Rabb,3
Melissa Scott,183,0,3
Chris Rabb,,46,3
Total,183,46,3
,Representative In The General Assembly 200th District - Democrat,,4
,Melissa Scott,Chris Rabb,4
Melissa Scott,141,0,4
Chris Rabb,,45,4
Total,141,45,4
,Representative In The General Assembly 200th District - Democrat,,5
,Melissa Scott,Chris Rabb,5
Melissa Scott,146,0,5
Chris Rabb,,73,5
Total,146,73,5
,Representative In The General Assembly 200th District - Democrat,,6
,Melissa Scott,Chris Rabb,6
Melissa Scott,124,0,6
Chris Rabb,,47,6
Total,124,47,6
,Representative In The General Assembly 200th District - Democrat,,7
,Melissa Scott,Chris Rabb,7
Melissa Scott,174,0,7
Chris Rabb,,51,7
Total,174,51,7
,Representative In The General Assembly 200th District - Democrat,,8
,Melissa Scott,Chris Rabb,8
Melissa Scott,171,0,8
Chris Rabb,,49,8
Total,171,49,8
,Representative In The General Assembly 200th District - Democrat,,9
,Melissa Scott,Chris Rabb,9
Melissa Scott,172,0,9
Chris Rabb,,56,9
Total,172,56,9
,Representative In The General Assembly 200th District - Democrat,,10
,Melissa Scott,Chris Rabb,10
Melissa Scott,127,0,10
Chris Rabb,,46,10
Total,127,46,10
,Representative In The General Assembly 200th District - Democrat,,11
,Melissa Scott,Chris Rabb,11
Melissa Scott,105,0,11
Chris Rabb,,42,11
Total,105,42,11
,Representative In The General Assembly 200th District - Democrat,,12
,Melissa Scott,Chris Rabb,12
Melissa Scott,139,0,12
Chris Rabb,,60,12
Total,139,60,12
,Representative In The General Assembly 200th District - Democrat,,13
,Melissa Scott,Chris Rabb,13
Melissa Scott,132,0,13
Chris Rabb,,28,13
Total,132,28,13
,Representative In The General Assembly 200th District - Democrat,,14
,Melissa Scott,Chris Rabb,14
Melissa Scott,136,0,14
Chris Rabb,,38,14
Total,136,38,14
,Representative In The General Assembly 200th District - Democrat,,15
,Melissa Scott,Chris Rabb,15
Melissa Scott,163,0,15
Chris Rabb,,41,15
Total,163,41,15
,Representative In The General Assembly 200th District - Democrat,,16
,Melissa Scott,Chris Rabb,16
Melissa Scott,181,0,16
Chris Rabb,,32,16
Total,181,32,16
,Representative In The General Assembly 200th District - Democrat,,17
,Melissa Scott,Chris Rabb,17
Melissa Scott,129,0,17
Chris Rabb,,43,17
Total,129,43,17
,Representative In The General Assembly 200th District - Democrat,,18
,Melissa Scott,Chris Rabb,18
Melissa Scott,136,0,18
Chris Rabb,,52,18
Total,136,52,18
,Representative In The General Assembly 200th District - Democrat,,19
,Melissa Scott,Chris Rabb,19
Melissa Scott,179,0,19
Chris Rabb,,68,19
Total,179,68,19
,Representative In The General Assembly 200th District - Democrat,,20
,Melissa Scott,Chris Rabb,20
Melissa Scott,125,0,20
Chris Rabb,,37,20
Total,125,37,20
,Representative In The General Assembly 200th District - Democrat,,21
,Melissa Scott,Chris Rabb,21
Melissa Scott,186,0,21
Chris Rabb,,85,21
Total,186,85,21
,Representative In The General Assembly 200th District - Democrat,,22
,Melissa Scott,Chris Rabb,22
Melissa Scott,152,0,22
Chris Rabb,,52,22
Total,152,52,22
,Representative In The General Assembly 200th District - Democrat,,23
,Melissa Scott,Chris Rabb,23
Melissa Scott,106,0,23
Chris Rabb,,39,23
Total,106,39,23
,Representative In The General Assembly 200th District - Democrat,,24
,Melissa Scott,Chris Rabb,24
Melissa Scott,132,0,24
Chris Rabb,,50,24
Total,132,50,24
,Representative In The General Assembly 200th District - Democrat,,25
,Melissa Scott,Chris Rabb,25
Melissa Scott,118,0,25
Chris Rabb,,10,25
Total,118,10,25
,Representative In The General Assembly 200th District - Democrat,,26
,Melissa Scott,Chris Rabb,26
Melissa Scott,152,0,26
Chris Rabb,,24,26
Total,152,24,26
,Representative In The General Assembly 200th District - Democrat,,27
,Melissa Scott,Chris Rabb,27
Melissa Scott,170,0,27
Chris Rabb,,69,27
Total,170,69,27
,Representative In The General Assembly 200th District - Democrat,,28
,Melissa Scott,Chris Rabb,28
Melissa Scott,137,0,28
Chris Rabb,,36,28
Total,137,36,28
,Representative In The General Assembly 200th District - Democrat,,29
,Melissa Scott,Chris Rabb,29
Melissa Scott,181,0,29
Chris Rabb,,41,29
Total,181,41,29
,Representative In The General Assembly 200th District - Democrat,,30
,Melissa Scott,Chris Rabb,30
Melissa Scott,116,0,30
Chris Rabb,,40,30
Total,116,40,30
