col_1,col_2,division
,Representative In Congress 2nd District - Republican,2
,David Torres,2
David Torres,1,2
Total,1,2
,Representative In Congress 2nd District - Republican,3
,David Torres,3
David Torres,2,3
Total,2,3
,Representative In Congress 2nd District - Republican,6
,David Torres,6
David Torres,1,6
Total,1,6
,Representative In Congress 2nd District - Republican,7
,David Torres,7
David Torres,2,7
Total,2,7
,Representative In Congress 2nd District - Republican,8
,David Torres,8
David Torres,4,8
Total,4,8
,Representative In Congress 2nd District - Republican,11
,David Torres,11
David Torres,2,11
Total,2,11
,Representative In Congress 2nd District - Republican,15
,David Torres,15
David Torres,1,15
Total,1,15
,Representative In Congress 2nd District - Republican,16
,David Torres,16
David Torres,1,16
Total,1,16
,Representative In Congress 2nd District - Republican,18
,David Torres,18
David Torres,3,18
Total,3,18
,Representative In Congress 2nd District - Republican,20
,David Torres,20
David Torres,1,20
Total,1,20
,Representative In Congress 2nd District - Republican,21
,David Torres,21
David Torres,6,21
Total,6,21
,Representative In Congress 2nd District - Republican,All
,David Torres,All
David Torres,24,All
Total,24,All
