col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,division
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Meagan Ingerson,Erica Vanstone,Mona Getzes Cohen,James Harrity,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,Richard Lombardo,Billy Cortes,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,1
Meagan Ingerson,7,73,67,51,49,47,31,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Erica Vanstone,,2,65,53,51,47,31,31,30,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mona Getzes Cohen,,,4,49,42,44,27,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1
James Harrity,,,,3,32,29,27,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Catherine Bartch,,,,,0,41,21,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Marnie Aument Loughrey,,,,,,0,19,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Frank T Brzozowski,,,,,,,0,20,13,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Richard Lombardo,,,,,,,,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Billy Cortes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Amanda Mcillmurray,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Andi Perez,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1
Darrell L Clarke,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,1
Joe Celentano,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,1
Jon Geeting,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,1
Judi Golding Baker,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,1
Mariel J K Martin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,1
Marylouise Isaacson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1
Matthew D Myers,,,,,,,,,,,,,,,,,,0,0,0,0,0,1
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,0,0,0,0,1
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,0,0,0,1
Rhea Powell,,,,,,,,,,,,,,,,,,,,,0,0,1
Tom Young,,,,,,,,,,,,,,,,,,,,,,0,1
Total,89,81,77,62,54,50,35,34,33,0,0,0,0,0,0,0,0,0,0,0,0,0,1
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,James Harrity,Erica Vanstone,Marnie Aument Loughrey,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Richard Lombardo,Meagan Ingerson,Mona Getzes Cohen,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,2
James Harrity,2,11,10,10,10,9,9,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Erica Vanstone,,0,12,12,12,11,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Marnie Aument Loughrey,,,0,11,11,10,11,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Catherine Bartch,,,,0,11,11,10,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Frank T Brzozowski,,,,,0,10,11,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Billy Cortes,,,,,,0,9,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Richard Lombardo,,,,,,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Meagan Ingerson,,,,,,,,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Mona Getzes Cohen,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Amanda Mcillmurray,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Andi Perez,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,2
Darrell L Clarke,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,2
Joe Celentano,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,2
Jon Geeting,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,2
Judi Golding Baker,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,2
Mariel J K Martin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,2
Marylouise Isaacson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,2
Matthew D Myers,,,,,,,,,,,,,,,,,,0,0,0,0,0,2
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,0,0,0,0,2
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,0,0,0,2
Rhea Powell,,,,,,,,,,,,,,,,,,,,,0,0,2
Tom Young,,,,,,,,,,,,,,,,,,,,,,0,2
Total,15,13,13,12,12,11,11,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
,Erica Vanstone,Meagan Ingerson,Mona Getzes Cohen,Marnie Aument Loughrey,James Harrity,Frank T Brzozowski,Catherine Bartch,Billy Cortes,Richard Lombardo,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,3
Erica Vanstone,8,44,36,34,29,33,26,25,27,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Meagan Ingerson,,4,39,29,25,27,22,19,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Mona Getzes Cohen,,,2,27,24,22,18,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Marnie Aument Loughrey,,,,0,22,23,26,20,18,0,0,0,0,0,0,0,0,0,0,0,0,0,3
James Harrity,,,,,4,24,16,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Frank T Brzozowski,,,,,,0,13,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Catherine Bartch,,,,,,,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Billy Cortes,,,,,,,,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Richard Lombardo,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Amanda Mcillmurray,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Andi Perez,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3
Darrell L Clarke,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,3
Joe Celentano,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,3
Jon Geeting,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,3
Judi Golding Baker,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,3
Mariel J K Martin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,3
Marylouise Isaacson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,3
Matthew D Myers,,,,,,,,,,,,,,,,,,0,0,0,0,0,3
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,0,0,0,0,3
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,0,0,0,3
Rhea Powell,,,,,,,,,,,,,,,,,,,,,0,0,3
Tom Young,,,,,,,,,,,,,,,,,,,,,,0,3
Total,62,53,44,37,36,34,30,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,4
,Erica Vanstone,Meagan Ingerson,James Harrity,Mona Getzes Cohen,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Richard Lombardo,Billy Cortes,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,4
Erica Vanstone,1,66,51,52,55,46,52,35,33,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Meagan Ingerson,,3,45,53,47,40,45,28,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
James Harrity,,,4,42,44,43,42,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Mona Getzes Cohen,,,,4,40,33,40,23,21,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Catherine Bartch,,,,,0,38,50,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Frank T Brzozowski,,,,,,5,39,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Marnie Aument Loughrey,,,,,,,0,31,29,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Richard Lombardo,,,,,,,,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Billy Cortes,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Amanda Mcillmurray,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Andi Perez,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,4
Darrell L Clarke,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,4
Joe Celentano,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
Jon Geeting,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,4
Judi Golding Baker,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,4
Mariel J K Martin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,4
Marylouise Isaacson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,4
Matthew D Myers,,,,,,,,,,,,,,,,,,0,0,0,0,0,4
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,0,0,0,0,4
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,0,0,0,4
Rhea Powell,,,,,,,,,,,,,,,,,,,,,0,0,4
Tom Young,,,,,,,,,,,,,,,,,,,,,,0,4
Total,81,76,65,63,61,61,58,39,38,0,0,0,0,0,0,0,0,0,0,0,0,0,4
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,5
,Erica Vanstone,Meagan Ingerson,Catherine Bartch,Marnie Aument Loughrey,James Harrity,Mona Getzes Cohen,Billy Cortes,Frank T Brzozowski,Richard Lombardo,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,5
Erica Vanstone,1,47,54,50,40,43,35,32,29,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Meagan Ingerson,,9,37,34,25,41,20,17,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Catherine Bartch,,,0,45,34,35,32,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Marnie Aument Loughrey,,,,0,35,35,31,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,5
James Harrity,,,,,6,26,26,22,24,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Mona Getzes Cohen,,,,,,4,21,19,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Billy Cortes,,,,,,,0,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Frank T Brzozowski,,,,,,,,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Richard Lombardo,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Amanda Mcillmurray,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Andi Perez,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,5
Darrell L Clarke,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,5
Joe Celentano,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,5
Jon Geeting,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,5
Judi Golding Baker,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,5
Mariel J K Martin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,5
Marylouise Isaacson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,5
Matthew D Myers,,,,,,,,,,,,,,,,,,0,0,0,0,0,5
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,0,0,0,0,5
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,0,0,0,5
Rhea Powell,,,,,,,,,,,,,,,,,,,,,0,0,5
Tom Young,,,,,,,,,,,,,,,,,,,,,,0,5
Total,67,58,55,52,50,49,35,34,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,6
,Meagan Ingerson,Mona Getzes Cohen,Erica Vanstone,Marnie Aument Loughrey,James Harrity,Catherine Bartch,Frank T Brzozowski,Richard Lombardo,Billy Cortes,Amanda Mcillmurray,Andi Perez,Darrell L Clarke,Joe Celentano,Jon Geeting,Judi Golding Baker,Mariel J K Martin,Marylouise Isaacson,Matthew D Myers,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Tom Young,6
Meagan Ingerson,5,41,42,35,34,31,27,25,23,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Mona Getzes Cohen,,7,34,30,30,27,22,25,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Erica Vanstone,,,2,32,31,29,24,21,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Marnie Aument Loughrey,,,,0,23,26,16,15,17,0,0,0,0,0,0,0,0,0,0,0,0,0,6
James Harrity,,,,,1,20,26,22,19,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Catherine Bartch,,,,,,0,10,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Frank T Brzozowski,,,,,,,0,18,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Richard Lombardo,,,,,,,,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Billy Cortes,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Amanda Mcillmurray,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Andi Perez,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,6
Darrell L Clarke,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,6
Joe Celentano,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,6
Jon Geeting,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,6
Judi Golding Baker,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,6
Mariel J K Martin,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,6
Marylouise Isaacson,,,,,,,,,,,,,,,,,0,0,0,0,0,0,6
Matthew D Myers,,,,,,,,,,,,,,,,,,0,0,0,0,0,6
Micah Mahjoubian,,,,,,,,,,,,,,,,,,,0,0,0,0,6
Noam Kugelmass,,,,,,,,,,,,,,,,,,,,0,0,0,6
Rhea Powell,,,,,,,,,,,,,,,,,,,,,0,0,6
Tom Young,,,,,,,,,,,,,,,,,,,,,,0,6
Total,57,50,48,39,38,35,30,29,25,0,0,0,0,0,0,0,0,0,0,0,0,0,6
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,7
,Micah Mahjoubian,Marylouise Isaacson,Mariel J K Martin,Tom Young,Andi Perez,Darrell L Clarke,Matthew D Myers,Rhea Powell,Amanda Mcillmurray,Joe Celentano,Judi Golding Baker,Jon Geeting,Noam Kugelmass,Billy Cortes,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,James Harrity,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,Richard Lombardo,7
