col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,All
,Morgan Cephas,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,All
Morgan Cephas,163,"1,257","1,044",993,841,620,608,560,492,283,258,191,187,181,All
Kathryn S Huggins,,15,907,896,781,551,548,516,428,267,211,166,147,151,All
Ken Washington,,,11,864,749,476,482,439,418,178,182,157,126,104,All
Dewayne Drummond,,,,6,732,467,468,432,400,176,170,151,119,98,All
Liam G Boyle,,,,,2,381,377,384,312,142,112,108,87,69,All
Lisa Rhodes,,,,,,3,517,443,152,152,122,61,90,128,All
Linda Norris,,,,,,,0,442,144,144,120,61,80,111,All
Monica Maria Djerassi,,,,,,,,0,122,153,83,61,80,93,All
Kevin Bundy,,,,,,,,,3,136,155,125,96,78,All
Rebecca Poyourow,,,,,,,,,,1,78,80,63,79,All
John Brady,,,,,,,,,,,1,63,79,47,All
Nat Lownes,,,,,,,,,,,,0,63,40,All
Joe Khan,,,,,,,,,,,,,0,46,All
Jacque Whaumbush,,,,,,,,,,,,,,0,All
Total,"1,710","1,328","1,100","1,043",878,651,634,588,522,300,277,201,199,187,All
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,5
,Morgan Cephas,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Kevin Bundy,Joe Khan,Rebecca Poyourow,John Brady,Jacque Whaumbush,Nat Lownes,5
Morgan Cephas,7,111,99,97,80,65,63,58,32,20,18,18,13,10,5
Kathryn S Huggins,,1,88,87,76,59,56,55,23,18,19,16,9,9,5
Dewayne Drummond,,,0,82,72,51,51,50,29,13,10,13,7,7,5
Ken Washington,,,,0,70,54,52,50,24,15,12,12,7,7,5
Liam G Boyle,,,,,0,43,46,45,18,13,12,10,7,7,5
Linda Norris,,,,,,0,56,47,14,8,9,9,8,5,5
Lisa Rhodes,,,,,,,0,48,12,9,11,10,9,3,5
Monica Maria Djerassi,,,,,,,,0,9,9,9,4,7,4,5
Kevin Bundy,,,,,,,,,0,7,4,10,5,6,5
Joe Khan,,,,,,,,,,0,7,7,7,5,5
Rebecca Poyourow,,,,,,,,,,,0,5,5,2,5
John Brady,,,,,,,,,,,,0,2,1,5
Jacque Whaumbush,,,,,,,,,,,,,0,2,5
Nat Lownes,,,,,,,,,,,,,,0,5
Total,135,114,99,98,81,65,64,60,32,22,19,18,13,10,5
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,14
,Morgan Cephas,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Linda Norris,Monica Maria Djerassi,Lisa Rhodes,Kevin Bundy,Jacque Whaumbush,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,14
Morgan Cephas,9,103,89,87,67,66,62,54,33,26,25,21,18,15,14
Kathryn S Huggins,,0,73,73,58,52,50,43,26,20,18,20,13,11,14
Ken Washington,,,0,75,56,49,45,43,27,15,16,13,13,8,14
Dewayne Drummond,,,,1,60,50,45,43,30,19,17,14,15,9,14
Liam G Boyle,,,,,0,33,34,29,18,7,7,7,12,5,14
Linda Norris,,,,,,0,47,43,13,21,14,14,8,5,14
Monica Maria Djerassi,,,,,,,0,41,8,12,8,17,8,11,14
Lisa Rhodes,,,,,,,,0,11,11,12,11,5,10,14
Kevin Bundy,,,,,,,,,0,12,11,7,9,6,14
Jacque Whaumbush,,,,,,,,,,0,7,8,8,6,14
John Brady,,,,,,,,,,,0,4,7,5,14
Rebecca Poyourow,,,,,,,,,,,,0,5,3,14
Nat Lownes,,,,,,,,,,,,,0,4,14
Joe Khan,,,,,,,,,,,,,,0,14
Total,144,103,90,89,67,66,63,55,34,26,25,22,18,16,14
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,15
,Morgan Cephas,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Kevin Bundy,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,15
Morgan Cephas,17,100,76,63,56,56,41,37,33,33,24,19,15,15,15
Kathryn S Huggins,,2,65,55,54,47,33,30,29,30,20,14,13,11,15
Ken Washington,,,0,55,44,48,29,27,25,21,20,12,15,11,15
Dewayne Drummond,,,,0,41,46,24,25,24,17,16,14,14,7,15
Kevin Bundy,,,,,0,35,21,15,17,18,17,10,12,9,15
Liam G Boyle,,,,,,0,22,20,20,15,12,10,11,9,15
Lisa Rhodes,,,,,,,1,25,25,15,8,7,5,9,15
Monica Maria Djerassi,,,,,,,,0,20,15,10,9,5,9,15
Linda Norris,,,,,,,,,0,12,8,9,1,6,15
Rebecca Poyourow,,,,,,,,,,0,8,10,6,6,15
John Brady,,,,,,,,,,,0,9,5,2,15
Joe Khan,,,,,,,,,,,,0,1,2,15
Nat Lownes,,,,,,,,,,,,,0,3,15
Jacque Whaumbush,,,,,,,,,,,,,,0,15
Total,138,105,80,67,58,58,44,39,36,33,25,19,17,15,15
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,16
,Morgan Cephas,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Kevin Bundy,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,16
Morgan Cephas,8,97,96,90,79,61,59,59,37,27,23,18,18,13,16
Kathryn S Huggins,,2,82,80,74,52,51,55,28,22,18,10,13,10,16
Ken Washington,,,1,85,74,51,55,56,32,23,18,11,14,5,16
Dewayne Drummond,,,,0,74,50,50,52,32,22,18,10,13,6,16
Liam G Boyle,,,,,0,43,44,50,24,16,10,8,10,7,16
Lisa Rhodes,,,,,,1,52,46,12,9,10,10,5,10,16
Linda Norris,,,,,,,0,50,12,12,12,7,4,6,16
Monica Maria Djerassi,,,,,,,,0,13,14,9,6,5,4,16
Kevin Bundy,,,,,,,,,0,17,16,9,9,5,16
Rebecca Poyourow,,,,,,,,,,0,11,8,10,5,16
John Brady,,,,,,,,,,,0,8,3,4,16
Joe Khan,,,,,,,,,,,,0,6,5,16
Nat Lownes,,,,,,,,,,,,,0,2,16
Jacque Whaumbush,,,,,,,,,,,,,,0,16
Total,132,103,100,93,83,63,61,61,40,29,25,19,19,13,16
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,17
,Morgan Cephas,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Lisa Rhodes,Monica Maria Djerassi,Linda Norris,Kevin Bundy,Joe Khan,John Brady,Jacque Whaumbush,Nat Lownes,Rebecca Poyourow,17
Morgan Cephas,9,84,73,62,59,40,40,38,36,18,14,13,14,15,17
Kathryn S Huggins,,5,63,56,58,33,36,33,30,13,12,11,12,15,17
Ken Washington,,,3,59,58,33,34,32,34,15,11,9,12,10,17
Dewayne Drummond,,,,0,50,29,30,30,30,9,9,7,9,9,17
Liam G Boyle,,,,,0,29,35,29,25,11,6,6,9,10,17
Lisa Rhodes,,,,,,0,31,35,12,12,9,8,7,7,17
Monica Maria Djerassi,,,,,,,0,29,11,9,6,9,5,7,17
Linda Norris,,,,,,,,0,10,7,7,9,5,8,17
Kevin Bundy,,,,,,,,,0,9,10,8,10,8,17
Joe Khan,,,,,,,,,,0,6,4,9,3,17
John Brady,,,,,,,,,,,0,4,5,3,17
Jacque Whaumbush,,,,,,,,,,,,0,3,5,17
Nat Lownes,,,,,,,,,,,,,0,4,17
Rebecca Poyourow,,,,,,,,,,,,,,0,17
Total,110,95,81,66,65,43,43,41,39,19,16,15,15,15,17
,Representative In The General Assembly 192nd District - Democrat,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,18
