col_1,col_2,col_3,col_4,col_5,col_6,order,division
Scott R Wagner,,,0,0,0,5,29
Laura Ellsworth,,,,0,0,6,29
Paul Mango,,,,,0,7,29
Total,1,0,1,0,0,8,29
,United States Senator - Republican,,Governor - Republican,,,1,30
,Lou Barletta,Jim Christiana,Paul Mango,Laura Ellsworth,Scott R Wagner,2,30
Lou Barletta,0,0,1,0,0,3,30
Jim Christiana,,0,0,0,0,4,30
Paul Mango,,,0,0,0,5,30
Laura Ellsworth,,,,0,0,6,30
Scott R Wagner,,,,,0,7,30
Total,1,0,1,0,0,8,30
,Governor - Republican,,,United States Senator - Republican,,1,31
,Scott R Wagner,Paul Mango,Laura Ellsworth,Jim Christiana,Lou Barletta,2,31
Scott R Wagner,0,0,0,4,1,3,31
Paul Mango,,0,0,0,1,4,31
Laura Ellsworth,,,0,0,0,5,31
Jim Christiana,,,,0,0,6,31
Lou Barletta,,,,,0,7,31
Total,5,1,0,4,2,8,31
,United States Senator - Republican,,Governor - Republican,,,1,32
,Jim Christiana,Lou Barletta,Paul Mango,Laura Ellsworth,Scott R Wagner,2,32
Jim Christiana,0,0,1,0,0,3,32
Lou Barletta,,0,0,0,0,4,32
Paul Mango,,,0,0,0,5,32
Laura Ellsworth,,,,0,0,6,32
Scott R Wagner,,,,,0,7,32
Total,1,0,1,0,0,8,32
,United States Senator - Republican,,Governor - Republican,,,1,33
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,33
Jim Christiana,0,0,0,1,0,3,33
Lou Barletta,,0,0,0,0,4,33
Paul Mango,,,1,0,0,5,33
Scott R Wagner,,,,0,0,6,33
Laura Ellsworth,,,,,0,7,33
Total,1,0,1,1,0,8,33
,United States Senator - Republican,,Governor - Republican,,,1,34
,Lou Barletta,Jim Christiana,Paul Mango,Laura Ellsworth,Scott R Wagner,2,34
Lou Barletta,0,0,5,3,1,3,34
Jim Christiana,,0,2,2,1,4,34
Paul Mango,,,1,0,0,5,34
Laura Ellsworth,,,,0,0,6,34
Scott R Wagner,,,,,1,7,34
Total,9,5,8,5,3,8,34
,United States Senator - Republican,,Governor - Republican,,,1,35
,Lou Barletta,Jim Christiana,Laura Ellsworth,Paul Mango,Scott R Wagner,2,35
Lou Barletta,1,0,0,0,0,3,35
Jim Christiana,,0,0,0,0,4,35
Laura Ellsworth,,,0,0,0,5,35
Paul Mango,,,,0,0,6,35
Scott R Wagner,,,,,0,7,35
Total,1,0,0,0,0,8,35
,United States Senator - Republican,,Governor - Republican,,,1,37
,Jim Christiana,Lou Barletta,Laura Ellsworth,Scott R Wagner,Paul Mango,2,37
Jim Christiana,0,0,1,0,0,3,37
Lou Barletta,,0,0,1,0,4,37
Laura Ellsworth,,,0,0,0,5,37
Scott R Wagner,,,,0,0,6,37
Paul Mango,,,,,0,7,37
Total,1,1,1,1,0,8,37
,Governor - Republican,,,United States Senator - Republican,,1,38
,Paul Mango,Laura Ellsworth,Scott R Wagner,Jim Christiana,Lou Barletta,2,38
Paul Mango,1,0,0,0,0,3,38
Laura Ellsworth,,0,0,0,0,4,38
Scott R Wagner,,,0,0,0,5,38
Jim Christiana,,,,0,0,6,38
Lou Barletta,,,,,0,7,38
Total,1,0,0,0,0,8,38
,United States Senator - Republican,,Governor - Republican,,,1,39
,Lou Barletta,Jim Christiana,Paul Mango,Scott R Wagner,Laura Ellsworth,2,39
Lou Barletta,0,0,2,1,0,3,39
Jim Christiana,,0,1,0,0,4,39
Paul Mango,,,0,0,0,5,39
Scott R Wagner,,,,0,0,6,39
Laura Ellsworth,,,,,0,7,39
Total,3,1,3,1,0,8,39
,United States Senator - Republican,,Governor - Republican,,,1,41
,Jim Christiana,Lou Barletta,Paul Mango,Scott R Wagner,Laura Ellsworth,2,41
Jim Christiana,0,0,1,1,1,3,41
Lou Barletta,,0,1,1,0,4,41
Paul Mango,,,0,0,0,5,41
Scott R Wagner,,,,0,0,6,41
Laura Ellsworth,,,,,0,7,41
Total,3,2,2,2,1,8,41
