col_1,col_2,col_3,col_4,division
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,All
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,All
Tom Wolf,11,154,38,All
Jason T Dawkins,,9,0,All
Abu Vicente Edwards,,,0,All
Total,203,163,38,All
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,15
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,15
Tom Wolf,1,22,8,15
Jason T Dawkins,,0,0,15
Abu Vicente Edwards,,,0,15
Total,31,22,8,15
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,23
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,23
Tom Wolf,4,48,4,23
Jason T Dawkins,,4,0,23
Abu Vicente Edwards,,,0,23
Total,56,52,4,23
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,24
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,24
Tom Wolf,2,32,5,24
Jason T Dawkins,,3,0,24
Abu Vicente Edwards,,,0,24
Total,39,35,5,24
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,26
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,26
Tom Wolf,1,17,8,26
Jason T Dawkins,,0,0,26
Abu Vicente Edwards,,,0,26
Total,26,17,8,26
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,29
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,29
Tom Wolf,2,19,7,29
Jason T Dawkins,,2,0,29
Abu Vicente Edwards,,,0,29
Total,28,21,7,29
,Governor - Democrat,Representative In The General Assembly 179th District - Democrat,,30
,Tom Wolf,Jason T Dawkins,Abu Vicente Edwards,30
Tom Wolf,1,16,6,30
Jason T Dawkins,,0,0,30
Abu Vicente Edwards,,,0,30
Total,23,16,6,30
