col_1,col_2,col_3,division
,Representative In The General Assembly 173rd District - Democrat,Governor - Democrat,All
,Mike Driscoll,Tom Wolf,All
Mike Driscoll,32,221,All
Tom Wolf,,18,All
Total,253,239,All
,Representative In The General Assembly 173rd District - Democrat,Governor - Democrat,4
,Mike Driscoll,Tom Wolf,4
Mike Driscoll,5,35,4
Tom Wolf,,1,4
Total,40,36,4
,Representative In The General Assembly 173rd District - Democrat,Governor - Democrat,5
,Mike Driscoll,Tom Wolf,5
Mike Driscoll,5,40,5
Tom Wolf,,3,5
Total,45,43,5
,Representative In The General Assembly 173rd District - Democrat,Governor - Democrat,7
,Mike Driscoll,Tom Wolf,7
Mike Driscoll,6,58,7
Tom Wolf,,6,7
Total,64,64,7
,Representative In The General Assembly 173rd District - Democrat,Governor - Democrat,26
,Mike Driscoll,Tom Wolf,26
Mike Driscoll,8,51,26
Tom Wolf,,4,26
Total,59,55,26
,Representative In The General Assembly 173rd District - Democrat,Governor - Democrat,28
,Mike Driscoll,Tom Wolf,28
Mike Driscoll,8,37,28
Tom Wolf,,4,28
Total,45,41,28
