col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In The General Assembly 186th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,All
,Jordan A Harris,Theresa M Wright,Ashley Lunkenheimer,Rich Lazer,Molly Sheehan,Thaddeus Kirkland,Lindy Li,Margo Davidson,Greg Vitali,Mary Gay Scanlon,Dan Muroff,Shelly Chauncey,All
Jordan A Harris,33,55,43,48,47,37,22,22,13,13,2,1,All
Theresa M Wright,,4,0,0,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,15,0,0,0,0,0,0,0,0,0,All
Rich Lazer,,,,6,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,5,0,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,9,0,0,0,0,0,0,All
Lindy Li,,,,,,,13,0,0,0,0,0,All
Margo Davidson,,,,,,,,8,0,0,0,0,All
Greg Vitali,,,,,,,,,3,0,0,0,All
Mary Gay Scanlon,,,,,,,,,,2,0,0,All
Dan Muroff,,,,,,,,,,,0,0,All
Shelly Chauncey,,,,,,,,,,,,0,All
Total,336,59,58,54,52,46,35,30,16,15,2,1,All
,Representative In The General Assembly 186th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,3
,Jordan A Harris,Rich Lazer,Theresa M Wright,Molly Sheehan,Thaddeus Kirkland,Lindy Li,Margo Davidson,Ashley Lunkenheimer,Greg Vitali,Mary Gay Scanlon,Dan Muroff,Shelly Chauncey,3
Jordan A Harris,7,14,10,8,6,4,4,2,3,2,1,1,3
Rich Lazer,,2,0,0,0,0,0,0,0,0,0,0,3
Theresa M Wright,,,1,0,0,0,0,0,0,0,0,0,3
Molly Sheehan,,,,0,0,0,0,0,0,0,0,0,3
Thaddeus Kirkland,,,,,2,0,0,0,0,0,0,0,3
Lindy Li,,,,,,1,0,0,0,0,0,0,3
Margo Davidson,,,,,,,1,0,0,0,0,0,3
