col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Rhea Powell,Andi Perez,Judi Golding Baker,Mariel J K Martin,Tom Young,Amanda Mcillmurray,Darrell L Clarke,Noam Kugelmass,Joe Celentano,Matthew D Myers,Jon Geeting,All
Brian Sims,188,705,649,637,610,562,563,516,496,448,393,357,341,258,All
Marylouise Isaacson,,1,505,440,495,460,474,403,411,342,271,239,270,159,All
Micah Mahjoubian,,,3,383,436,379,400,384,292,326,291,244,250,145,All
Rhea Powell,,,,3,374,323,333,300,386,201,314,274,143,179,All
Andi Perez,,,,,0,401,430,352,330,323,243,208,256,167,All
Judi Golding Baker,,,,,,2,405,298,303,314,188,146,280,116,All
Mariel J K Martin,,,,,,,0,328,323,302,210,171,253,127,All
Tom Young,,,,,,,,0,230,251,220,237,230,137,All
Amanda Mcillmurray,,,,,,,,,0,176,242,208,136,137,All
Darrell L Clarke,,,,,,,,,,1,123,114,241,101,All
Noam Kugelmass,,,,,,,,,,,2,200,99,134,All
Joe Celentano,,,,,,,,,,,,0,91,111,All
Matthew D Myers,,,,,,,,,,,,,0,73,All
Jon Geeting,,,,,,,,,,,,,,1,All
Total,"1,267",729,675,655,628,578,578,529,509,462,410,368,348,268,All
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,6
,Brian Sims,Marylouise Isaacson,Andi Perez,Judi Golding Baker,Rhea Powell,Micah Mahjoubian,Mariel J K Martin,Amanda Mcillmurray,Tom Young,Darrell L Clarke,Matthew D Myers,Noam Kugelmass,Joe Celentano,Jon Geeting,6
Brian Sims,33,115,106,103,102,96,95,86,79,75,57,56,48,46,6
Marylouise Isaacson,,0,83,80,72,75,73,67,61,52,43,34,32,21,6
Andi Perez,,,0,79,65,72,82,61,59,56,48,40,28,31,6
Judi Golding Baker,,,,0,61,62,74,57,53,54,50,31,26,22,6
Rhea Powell,,,,,1,55,54,69,47,30,20,43,39,28,6
Micah Mahjoubian,,,,,,0,63,43,56,51,39,38,34,19,6
Mariel J K Martin,,,,,,,0,53,49,50,41,28,23,23,6
Amanda Mcillmurray,,,,,,,,0,35,29,22,37,31,27,6
Tom Young,,,,,,,,,0,40,42,30,32,23,6
Darrell L Clarke,,,,,,,,,,0,41,23,18,16,6
Matthew D Myers,,,,,,,,,,,0,16,12,12,6
Noam Kugelmass,,,,,,,,,,,,0,27,22,6
Joe Celentano,,,,,,,,,,,,,0,15,6
Jon Geeting,,,,,,,,,,,,,,0,6
Total,208,116,108,105,104,97,96,86,81,75,58,57,48,48,6
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,7
,Brian Sims,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Mariel J K Martin,Tom Young,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Joe Celentano,Matthew D Myers,Jon Geeting,7
Brian Sims,23,78,77,72,65,64,62,57,53,49,38,39,37,30,7
Marylouise Isaacson,,1,57,56,52,56,51,46,41,36,31,29,29,17,7
Rhea Powell,,,0,48,47,51,44,41,41,37,21,30,24,20,7
Micah Mahjoubian,,,,0,48,40,42,43,33,36,31,27,22,20,7
Andi Perez,,,,,0,43,47,35,36,31,28,26,24,23,7
Amanda Mcillmurray,,,,,,0,42,36,35,35,16,24,21,15,7
Mariel J K Martin,,,,,,,0,33,37,28,24,19,26,15,7
Tom Young,,,,,,,,0,23,28,17,32,19,17,7
Judi Golding Baker,,,,,,,,,0,25,21,11,26,14,7
Noam Kugelmass,,,,,,,,,,0,14,18,15,12,7
Darrell L Clarke,,,,,,,,,,,0,10,22,14,7
Joe Celentano,,,,,,,,,,,,0,11,11,7
Matthew D Myers,,,,,,,,,,,,,0,10,7
Jon Geeting,,,,,,,,,,,,,,0,7
Total,136,80,78,73,66,64,63,58,53,49,39,39,38,31,7
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,8
,Brian Sims,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Mariel J K Martin,Judi Golding Baker,Tom Young,Amanda Mcillmurray,Noam Kugelmass,Joe Celentano,Darrell L Clarke,Matthew D Myers,Jon Geeting,8
Brian Sims,38,119,116,107,102,99,86,79,76,71,65,67,51,42,8
Marylouise Isaacson,,0,81,86,85,88,72,65,65,54,51,50,38,27,8
Rhea Powell,,,1,73,69,63,52,47,59,62,55,33,23,34,8
Micah Mahjoubian,,,,0,78,71,60,65,49,56,49,48,37,24,8
Andi Perez,,,,,0,70,60,57,54,46,41,45,39,25,8
Mariel J K Martin,,,,,,0,65,53,54,46,42,43,37,21,8
Judi Golding Baker,,,,,,,1,42,41,34,22,48,41,19,8
Tom Young,,,,,,,,0,34,39,40,37,33,21,8
Amanda Mcillmurray,,,,,,,,,0,45,39,21,20,23,8
Noam Kugelmass,,,,,,,,,,0,42,17,15,24,8
Joe Celentano,,,,,,,,,,,0,18,14,23,8
Darrell L Clarke,,,,,,,,,,,,0,37,15,8
Matthew D Myers,,,,,,,,,,,,,0,12,8
Jon Geeting,,,,,,,,,,,,,,0,8
Total,217,123,120,114,109,103,91,82,80,77,69,68,52,43,8
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,9
,Brian Sims,Marylouise Isaacson,Rhea Powell,Micah Mahjoubian,Andi Perez,Amanda Mcillmurray,Judi Golding Baker,Mariel J K Martin,Darrell L Clarke,Tom Young,Noam Kugelmass,Joe Celentano,Matthew D Myers,Jon Geeting,9
Brian Sims,30,87,85,81,70,67,67,64,58,58,54,44,32,27,9
Marylouise Isaacson,,0,57,57,60,56,56,57,47,39,33,27,28,19,9
Rhea Powell,,,0,56,50,49,44,43,35,38,43,32,20,19,9
Micah Mahjoubian,,,,0,48,42,44,44,41,41,41,31,28,17,9
Andi Perez,,,,,0,45,41,45,41,35,32,27,24,17,9
Amanda Mcillmurray,,,,,,0,42,44,32,27,30,26,18,14,9
Judi Golding Baker,,,,,,,0,47,36,31,26,19,25,9,9
Mariel J K Martin,,,,,,,,0,34,28,24,19,22,14,9
Darrell L Clarke,,,,,,,,,0,26,20,18,24,8,9
Tom Young,,,,,,,,,,0,25,28,19,12,9
Noam Kugelmass,,,,,,,,,,,0,24,12,14,9
Joe Celentano,,,,,,,,,,,,0,8,10,9
Matthew D Myers,,,,,,,,,,,,,0,7,9
Jon Geeting,,,,,,,,,,,,,,0,9
Total,168,91,87,84,72,69,68,67,62,58,54,46,35,28,9
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,11
,Brian Sims,Marylouise Isaacson,Micah Mahjoubian,Judi Golding Baker,Rhea Powell,Andi Perez,Tom Young,Mariel J K Martin,Amanda Mcillmurray,Darrell L Clarke,Matthew D Myers,Noam Kugelmass,Joe Celentano,Jon Geeting,11
Brian Sims,20,94,88,88,80,73,73,72,63,62,56,46,41,35,11
Marylouise Isaacson,,0,65,71,56,58,58,60,53,47,47,34,23,24,11
Micah Mahjoubian,,,2,60,38,50,48,53,35,49,42,26,27,21,11
Judi Golding Baker,,,,1,47,54,52,57,47,46,48,22,20,19,11
Rhea Powell,,,,,1,38,36,40,51,28,21,37,23,26,11
Andi Perez,,,,,,0,42,51,32,39,35,19,21,17,11
Tom Young,,,,,,,0,47,30,40,41,28,24,21,11
Mariel J K Martin,,,,,,,,0,38,44,39,22,13,20,11
Amanda Mcillmurray,,,,,,,,,0,24,21,29,19,22,11
Darrell L Clarke,,,,,,,,,,0,36,15,14,16,11
Matthew D Myers,,,,,,,,,,,0,18,14,12,11
Noam Kugelmass,,,,,,,,,,,,0,18,19,11
Joe Celentano,,,,,,,,,,,,,0,14,11
Jon Geeting,,,,,,,,,,,,,,1,11
Total,172,96,92,90,82,73,73,72,65,62,57,48,43,37,11
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,14
,Brian Sims,Marylouise Isaacson,Andi Perez,Micah Mahjoubian,Mariel J K Martin,Judi Golding Baker,Darrell L Clarke,Tom Young,Rhea Powell,Amanda Mcillmurray,Matthew D Myers,Jon Geeting,Noam Kugelmass,Joe Celentano,14
Brian Sims,13,85,84,74,73,72,64,63,62,52,51,35,34,34,14
Marylouise Isaacson,,0,67,67,62,61,52,57,42,45,41,19,27,25,14
Andi Perez,,,0,57,65,62,54,56,40,38,44,26,24,22,14
Micah Mahjoubian,,,,1,55,50,46,48,33,26,39,19,22,19,14
Mariel J K Martin,,,,,0,58,49,54,33,33,45,18,25,19,14
Judi Golding Baker,,,,,,0,52,42,29,29,44,16,17,15,14
Darrell L Clarke,,,,,,,0,42,20,20,41,17,12,11,14
