col_1,col_2,col_3,col_4,col_5,col_6,col_7,order,division
Nina Ahmad,,,,0,0,0,6,12
John Fetterman,,,,,0,0,7,12
Ray Sosa,,,,,,0,8,12
Total,90,50,15,13,6,1,9,12
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,13
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,13
Bob Casey Jr,16,22,14,11,3,1,3,13
Mike Stack,,1,0,0,0,0,4,13
Kathi Cozzone,,,1,0,0,0,5,13
Nina Ahmad,,,,0,0,0,6,13
John Fetterman,,,,,2,0,7,13
Ray Sosa,,,,,,0,8,13
Total,67,23,15,11,5,1,9,13
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,14
,Bob Casey Jr,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,2,14
Bob Casey Jr,16,32,30,22,19,1,3,14
Nina Ahmad,,2,0,0,0,0,4,14
John Fetterman,,,2,0,0,0,5,14
Mike Stack,,,,7,0,0,6,14
Kathi Cozzone,,,,,1,0,7,14
Ray Sosa,,,,,,0,8,14
Total,120,34,32,29,20,1,9,14
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,15
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,15
Bob Casey Jr,6,28,26,18,10,0,3,15
Mike Stack,,2,0,0,0,0,4,15
Kathi Cozzone,,,1,0,0,0,5,15
Nina Ahmad,,,,1,0,0,6,15
John Fetterman,,,,,3,0,7,15
Ray Sosa,,,,,,0,8,15
Total,88,30,27,19,13,0,9,15
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,16
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,16
Bob Casey Jr,8,26,15,14,6,2,3,16
Mike Stack,,5,0,0,0,0,4,16
Kathi Cozzone,,,0,0,0,0,5,16
Nina Ahmad,,,,0,0,0,6,16
John Fetterman,,,,,0,0,7,16
Ray Sosa,,,,,,0,8,16
Total,71,31,15,14,6,2,9,16
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,17
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,17
Bob Casey Jr,11,30,18,5,6,0,3,17
Mike Stack,,3,0,0,0,0,4,17
Kathi Cozzone,,,1,0,0,0,5,17
Nina Ahmad,,,,2,0,0,6,17
John Fetterman,,,,,0,0,7,17
Ray Sosa,,,,,,1,8,17
Total,70,33,19,7,6,1,9,17
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,18
,Bob Casey Jr,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,2,18
Bob Casey Jr,13,30,7,10,9,1,3,18
Mike Stack,,2,0,0,0,0,4,18
John Fetterman,,,3,0,0,0,5,18
Kathi Cozzone,,,,0,0,0,6,18
Nina Ahmad,,,,,0,0,7,18
Ray Sosa,,,,,,0,8,18
Total,70,32,10,10,9,1,9,18
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,19
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,19
Bob Casey Jr,5,17,15,8,3,0,3,19
Mike Stack,,4,0,0,0,0,4,19
Kathi Cozzone,,,0,0,0,0,5,19
Nina Ahmad,,,,0,0,0,6,19
John Fetterman,,,,,0,0,7,19
Ray Sosa,,,,,,0,8,19
Total,48,21,15,8,3,0,9,19
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,20
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,20
Bob Casey Jr,10,26,19,7,2,1,3,20
Mike Stack,,3,0,0,0,0,4,20
Nina Ahmad,,,4,0,0,0,5,20
Kathi Cozzone,,,,0,0,0,6,20
John Fetterman,,,,,0,0,7,20
Ray Sosa,,,,,,0,8,20
Total,65,29,23,7,2,1,9,20
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,21
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,21
Bob Casey Jr,9,16,15,12,5,1,3,21
Mike Stack,,3,0,0,0,0,4,21
Nina Ahmad,,,0,0,0,0,5,21
Kathi Cozzone,,,,1,0,0,6,21
John Fetterman,,,,,0,0,7,21
Ray Sosa,,,,,,0,8,21
Total,58,19,15,13,5,1,9,21
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,22
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,22
Bob Casey Jr,4,34,13,14,1,0,3,22
Mike Stack,,0,0,0,0,0,4,22
Nina Ahmad,,,2,0,0,0,5,22
Kathi Cozzone,,,,0,0,0,6,22
John Fetterman,,,,,2,0,7,22
Ray Sosa,,,,,,0,8,22
Total,66,34,15,14,3,0,9,22
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,23
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,23
Bob Casey Jr,5,32,17,8,4,1,3,23
Mike Stack,,1,0,0,0,0,4,23
Nina Ahmad,,,0,0,0,0,5,23
Kathi Cozzone,,,,0,0,0,6,23
John Fetterman,,,,,0,0,7,23
Ray Sosa,,,,,,0,8,23
Total,67,33,17,8,4,1,9,23
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,24
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,24
Bob Casey Jr,5,46,10,8,3,1,3,24
Mike Stack,,1,0,0,0,0,4,24
Kathi Cozzone,,,0,0,0,0,5,24
Nina Ahmad,,,,2,0,0,6,24
John Fetterman,,,,,1,0,7,24
Ray Sosa,,,,,,0,8,24
Total,73,47,10,10,4,1,9,24
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,25
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,25
Bob Casey Jr,9,34,24,14,3,0,3,25
Mike Stack,,3,0,0,0,0,4,25
Kathi Cozzone,,,2,0,0,0,5,25
Nina Ahmad,,,,3,0,0,6,25
John Fetterman,,,,,1,0,7,25
Ray Sosa,,,,,,0,8,25
Total,84,37,26,17,4,0,9,25
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,26
,Bob Casey Jr,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2,26
Bob Casey Jr,9,27,19,12,1,0,3,26
Mike Stack,,4,0,0,0,0,4,26
Nina Ahmad,,,2,0,0,0,5,26
Kathi Cozzone,,,,0,0,0,6,26
John Fetterman,,,,,0,0,7,26
Ray Sosa,,,,,,0,8,26
Total,68,31,21,12,1,0,9,26
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,27
,Bob Casey Jr,Nina Ahmad,Mike Stack,Kathi Cozzone,John Fetterman,Ray Sosa,2,27
Bob Casey Jr,6,21,16,8,1,1,3,27
Nina Ahmad,,0,0,0,0,0,4,27
Mike Stack,,,3,0,0,0,5,27
Kathi Cozzone,,,,0,0,0,6,27
John Fetterman,,,,,0,0,7,27
Ray Sosa,,,,,,0,8,27
Total,53,21,19,8,1,1,9,27
,United States Senator - Democrat,Lieutenant Governor - Democrat,,,,,1,28
,Bob Casey Jr,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,2,28
Bob Casey Jr,9,22,18,13,9,0,3,28
Mike Stack,,1,0,0,0,0,4,28
Kathi Cozzone,,,2,0,0,0,5,28
Nina Ahmad,,,,4,0,0,6,28
John Fetterman,,,,,2,0,7,28
Ray Sosa,,,,,,0,8,28
Total,71,23,20,17,11,0,9,28
