col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,All
,Malcolm Kenyatta,Gilberto Gonzalez,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,All
Malcolm Kenyatta,16,0,0,0,0,97,66,71,16,3,All
Gilberto Gonzalez,,23,0,0,0,47,39,23,10,6,All
Lewis Nash Sr,,,8,0,0,17,22,12,31,0,All
Lewis Thomas Iii,,,,13,0,15,28,10,12,4,All
Alex Deering,,,,,5,24,15,24,6,0,All
Nina Ahmad,,,,,,12,0,0,0,0,All
Mike Stack,,,,,,,6,0,0,0,All
John Fetterman,,,,,,,,14,0,0,All
Kathi Cozzone,,,,,,,,,3,0,All
Ray Sosa,,,,,,,,,,0,All
Total,269,148,90,82,74,212,176,154,78,13,All
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,1
,Malcolm Kenyatta,Alex Deering,Lewis Thomas Iii,Lewis Nash Sr,Gilberto Gonzalez,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,1
Malcolm Kenyatta,1,0,0,0,0,32,20,20,7,1,1
Alex Deering,,0,0,0,0,6,11,4,4,0,1
Lewis Thomas Iii,,,1,0,0,4,4,10,4,0,1
Lewis Nash Sr,,,,1,0,5,5,3,8,0,1
Gilberto Gonzalez,,,,,1,8,7,2,1,1,1
Nina Ahmad,,,,,,1,0,0,0,0,1
John Fetterman,,,,,,,7,0,0,0,1
Mike Stack,,,,,,,,3,0,0,1
Kathi Cozzone,,,,,,,,,0,0,1
Ray Sosa,,,,,,,,,,0,1
Total,81,25,23,22,20,56,54,42,24,2,1
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,3
,Gilberto Gonzalez,Lewis Thomas Iii,Malcolm Kenyatta,Alex Deering,Lewis Nash Sr,Mike Stack,Nina Ahmad,Ray Sosa,John Fetterman,Kathi Cozzone,3
Gilberto Gonzalez,0,0,0,0,0,13,4,0,1,0,3
Lewis Thomas Iii,,2,0,0,0,0,0,2,0,0,3
Malcolm Kenyatta,,,1,0,0,2,1,0,0,0,3
Alex Deering,,,,0,0,0,0,0,0,0,3
Lewis Nash Sr,,,,,0,0,0,0,0,0,3
Mike Stack,,,,,,0,0,0,0,0,3
Nina Ahmad,,,,,,,0,0,0,0,3
Ray Sosa,,,,,,,,0,0,0,3
John Fetterman,,,,,,,,,0,0,3
Kathi Cozzone,,,,,,,,,,0,3
Total,18,4,4,0,0,15,5,2,1,0,3
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,8
,Lewis Nash Sr,Lewis Thomas Iii,Gilberto Gonzalez,Malcolm Kenyatta,Alex Deering,Mike Stack,John Fetterman,Kathi Cozzone,Nina Ahmad,Ray Sosa,8
Lewis Nash Sr,4,0,0,0,0,2,2,1,0,0,8
Lewis Thomas Iii,,3,0,0,0,4,0,1,0,0,8
Gilberto Gonzalez,,,0,0,0,2,0,0,1,0,8
Malcolm Kenyatta,,,,0,0,1,1,0,1,0,8
Alex Deering,,,,,0,0,0,0,0,0,8
Mike Stack,,,,,,0,0,0,0,0,8
John Fetterman,,,,,,,1,0,0,0,8
Kathi Cozzone,,,,,,,,2,0,0,8
Nina Ahmad,,,,,,,,,0,0,8
Ray Sosa,,,,,,,,,,0,8
Total,9,8,3,3,0,9,4,4,2,0,8
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,9
,Malcolm Kenyatta,Gilberto Gonzalez,Alex Deering,Lewis Nash Sr,Lewis Thomas Iii,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,9
Malcolm Kenyatta,5,0,0,0,0,25,14,19,6,1,9
Gilberto Gonzalez,,15,0,0,0,6,8,3,1,2,9
Alex Deering,,,1,0,0,11,5,4,1,0,9
Lewis Nash Sr,,,,2,0,5,6,2,6,0,9
Lewis Thomas Iii,,,,,0,4,2,2,1,0,9
Nina Ahmad,,,,,,4,0,0,0,0,9
Mike Stack,,,,,,,0,0,0,0,9
John Fetterman,,,,,,,,4,0,0,9
Kathi Cozzone,,,,,,,,,0,0,9
Ray Sosa,,,,,,,,,,0,9
Total,70,35,22,21,9,55,35,34,15,3,9
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,13
,Lewis Nash Sr,Gilberto Gonzalez,Lewis Thomas Iii,Malcolm Kenyatta,Alex Deering,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,13
Lewis Nash Sr,0,0,0,0,0,5,5,0,0,0,13
Gilberto Gonzalez,,1,0,0,0,2,0,2,2,2,13
Lewis Thomas Iii,,,1,0,0,2,3,1,0,0,13
Malcolm Kenyatta,,,,0,0,0,1,2,2,0,13
Alex Deering,,,,,1,0,0,0,0,0,13
Kathi Cozzone,,,,,,0,0,0,0,0,13
Mike Stack,,,,,,,0,0,0,0,13
Nina Ahmad,,,,,,,,0,0,0,13
John Fetterman,,,,,,,,,0,0,13
Ray Sosa,,,,,,,,,,0,13
Total,10,9,7,5,1,9,9,5,4,2,13
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,14
,Malcolm Kenyatta,Gilberto Gonzalez,Lewis Thomas Iii,Lewis Nash Sr,Alex Deering,Nina Ahmad,Mike Stack,John Fetterman,Kathi Cozzone,Ray Sosa,14
Malcolm Kenyatta,2,0,0,0,0,17,11,15,1,0,14
Gilberto Gonzalez,,1,0,0,0,5,3,3,2,0,14
Lewis Thomas Iii,,,2,0,0,2,4,1,2,2,14
Lewis Nash Sr,,,,0,0,0,4,1,6,0,14
Alex Deering,,,,,1,0,0,0,0,0,14
Nina Ahmad,,,,,,0,0,0,0,0,14
Mike Stack,,,,,,,1,0,0,0,14
John Fetterman,,,,,,,,0,0,0,14
Kathi Cozzone,,,,,,,,,0,0,14
Ray Sosa,,,,,,,,,,0,14
Total,46,14,13,11,1,24,23,20,11,2,14
,Representative In The General Assembly 181st District - Democrat,,,,,Lieutenant Governor - Democrat,,,,,15
,Malcolm Kenyatta,Gilberto Gonzalez,Lewis Nash Sr,Alex Deering,Lewis Thomas Iii,Mike Stack,Nina Ahmad,John Fetterman,Kathi Cozzone,Ray Sosa,15
Malcolm Kenyatta,5,0,0,0,0,15,7,4,1,1,15
Gilberto Gonzalez,,2,0,0,0,4,5,4,1,1,15
Lewis Nash Sr,,,0,0,0,1,4,2,4,0,15
Alex Deering,,,,1,0,0,2,1,1,0,15
Lewis Thomas Iii,,,,,0,0,2,1,1,0,15
Mike Stack,,,,,,1,0,0,0,0,15
Nina Ahmad,,,,,,,0,0,0,0,15
John Fetterman,,,,,,,,0,0,0,15
Kathi Cozzone,,,,,,,,,0,0,15
Ray Sosa,,,,,,,,,,0,15
Total,33,17,11,5,4,21,20,12,8,2,15
,Lieutenant Governor - Democrat,,,,,Representative In The General Assembly 181st District - Democrat,,,,,16
,Nina Ahmad,John Fetterman,Mike Stack,Kathi Cozzone,Ray Sosa,Gilberto Gonzalez,Malcolm Kenyatta,Alex Deering,Lewis Thomas Iii,Lewis Nash Sr,16
Nina Ahmad,7,0,0,0,0,16,12,5,2,3,16
John Fetterman,,2,0,0,0,3,10,8,2,0,16
Mike Stack,,,1,0,0,7,2,6,5,1,16
Kathi Cozzone,,,,1,0,3,1,0,1,1,16
Ray Sosa,,,,,0,0,0,0,0,0,16
Gilberto Gonzalez,,,,,,3,0,0,0,0,16
Malcolm Kenyatta,,,,,,,2,0,0,0,16
Alex Deering,,,,,,,,1,0,0,16
Lewis Thomas Iii,,,,,,,,,4,0,16
Lewis Nash Sr,,,,,,,,,,1,16
Total,45,25,22,7,0,32,27,20,14,6,16
