col_1,col_2,col_3,division
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,All
,Bob Casey Jr,Art Haywood,All
Bob Casey Jr,196,"3,631",All
Art Haywood,,101,All
Total,"3,827","3,732",All
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,1
,Bob Casey Jr,Art Haywood,1
Bob Casey Jr,14,228,1
Art Haywood,,13,1
Total,242,241,1
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,2
,Bob Casey Jr,Art Haywood,2
Bob Casey Jr,13,254,2
Art Haywood,,8,2
Total,267,262,2
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,3
,Bob Casey Jr,Art Haywood,3
Bob Casey Jr,18,277,3
Art Haywood,,8,3
Total,295,285,3
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,4
,Bob Casey Jr,Art Haywood,4
Bob Casey Jr,11,182,4
Art Haywood,,7,4
Total,193,189,4
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,5
,Bob Casey Jr,Art Haywood,5
Bob Casey Jr,9,199,5
Art Haywood,,6,5
Total,208,205,5
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,6
,Bob Casey Jr,Art Haywood,6
Bob Casey Jr,9,198,6
Art Haywood,,2,6
Total,207,200,6
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,7
,Bob Casey Jr,Art Haywood,7
Bob Casey Jr,12,156,7
Art Haywood,,4,7
Total,168,160,7
,Senator In The General Assembly 4th District - Democrat,United States Senator - Democrat,8
,Art Haywood,Bob Casey Jr,8
Art Haywood,2,107,8
Bob Casey Jr,,2,8
Total,109,109,8
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,9
,Bob Casey Jr,Art Haywood,9
Bob Casey Jr,25,273,9
Art Haywood,,13,9
Total,298,286,9
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,10
,Bob Casey Jr,Art Haywood,10
Bob Casey Jr,16,218,10
Art Haywood,,0,10
Total,234,218,10
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,11
,Bob Casey Jr,Art Haywood,11
Bob Casey Jr,21,241,11
Art Haywood,,8,11
Total,262,249,11
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,12
,Bob Casey Jr,Art Haywood,12
Bob Casey Jr,9,262,12
Art Haywood,,8,12
Total,271,270,12
,Senator In The General Assembly 4th District - Democrat,United States Senator - Democrat,13
,Art Haywood,Bob Casey Jr,13
Art Haywood,7,283,13
Bob Casey Jr,,2,13
Total,290,285,13
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,14
,Bob Casey Jr,Art Haywood,14
Bob Casey Jr,7,223,14
Art Haywood,,5,14
Total,230,228,14
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,15
,Bob Casey Jr,Art Haywood,15
Bob Casey Jr,10,261,15
Art Haywood,,4,15
Total,271,265,15
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,16
,Bob Casey Jr,Art Haywood,16
Bob Casey Jr,11,124,16
Art Haywood,,2,16
Total,135,126,16
,United States Senator - Democrat,Senator In The General Assembly 4th District - Democrat,17
,Bob Casey Jr,Art Haywood,17
Bob Casey Jr,7,145,17
Art Haywood,,4,17
Total,152,149,17
