col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Richard Lombardo,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,All
James Harrity,894,"3,454","3,542","3,710","3,140","3,525","3,174","2,728","2,779",All
Mona Getzes Cohen,,"1,254","3,871","3,023","2,431","2,430","2,051","1,920","1,829",All
Meagan Ingerson,,,765,"3,220","2,543","2,496","2,187","2,055","1,834",All
Erica Vanstone,,,,90,"3,534","3,554","3,212","3,037","2,883",All
Catherine Bartch,,,,,167,"2,960","2,595","2,919","2,528",All
Richard Lombardo,,,,,,131,"3,104","2,564","2,707",All
Frank T Brzozowski,,,,,,,69,"2,307","2,395",All
Marnie Aument Loughrey,,,,,,,,26,"2,255",All
Billy Cortes,,,,,,,,,67,All
Total,"6,230","5,788","5,481","4,964","4,425","4,384","3,921","3,651","3,466",All
