col_1,col_2,division
,Senator In The General Assembly 8th District - Democrat,All
,Anthony Hardy Williams,All
Anthony Hardy Williams,"1,975",All
Total,"1,975",All
,Senator In The General Assembly 8th District - Democrat,1
,Anthony Hardy Williams,1
Anthony Hardy Williams,28,1
Total,28,1
,Senator In The General Assembly 8th District - Democrat,2
,Anthony Hardy Williams,2
Anthony Hardy Williams,73,2
Total,73,2
,Senator In The General Assembly 8th District - Democrat,3
,Anthony Hardy Williams,3
Anthony Hardy Williams,67,3
Total,67,3
,Senator In The General Assembly 8th District - Democrat,4
,Anthony Hardy Williams,4
Anthony Hardy Williams,78,4
Total,78,4
,Senator In The General Assembly 8th District - Democrat,5
,Anthony Hardy Williams,5
Anthony Hardy Williams,85,5
Total,85,5
,Senator In The General Assembly 8th District - Democrat,6
,Anthony Hardy Williams,6
Anthony Hardy Williams,143,6
Total,143,6
,Senator In The General Assembly 8th District - Democrat,7
,Anthony Hardy Williams,7
Anthony Hardy Williams,56,7
Total,56,7
,Senator In The General Assembly 8th District - Democrat,8
,Anthony Hardy Williams,8
Anthony Hardy Williams,63,8
Total,63,8
,Senator In The General Assembly 8th District - Democrat,9
,Anthony Hardy Williams,9
Anthony Hardy Williams,62,9
Total,62,9
,Senator In The General Assembly 8th District - Democrat,10
,Anthony Hardy Williams,10
Anthony Hardy Williams,47,10
Total,47,10
,Senator In The General Assembly 8th District - Democrat,11
,Anthony Hardy Williams,11
Anthony Hardy Williams,67,11
Total,67,11
,Senator In The General Assembly 8th District - Democrat,12
,Anthony Hardy Williams,12
Anthony Hardy Williams,88,12
Total,88,12
,Senator In The General Assembly 8th District - Democrat,13
,Anthony Hardy Williams,13
Anthony Hardy Williams,66,13
Total,66,13
,Senator In The General Assembly 8th District - Democrat,14
,Anthony Hardy Williams,14
Anthony Hardy Williams,114,14
Total,114,14
,Senator In The General Assembly 8th District - Democrat,15
,Anthony Hardy Williams,15
Anthony Hardy Williams,88,15
Total,88,15
,Senator In The General Assembly 8th District - Democrat,16
,Anthony Hardy Williams,16
Anthony Hardy Williams,65,16
Total,65,16
,Senator In The General Assembly 8th District - Democrat,17
,Anthony Hardy Williams,17
Anthony Hardy Williams,64,17
Total,64,17
,Senator In The General Assembly 8th District - Democrat,18
,Anthony Hardy Williams,18
Anthony Hardy Williams,72,18
Total,72,18
,Senator In The General Assembly 8th District - Democrat,19
,Anthony Hardy Williams,19
Anthony Hardy Williams,55,19
Total,55,19
,Senator In The General Assembly 8th District - Democrat,20
,Anthony Hardy Williams,20
Anthony Hardy Williams,66,20
Total,66,20
,Senator In The General Assembly 8th District - Democrat,21
,Anthony Hardy Williams,21
Anthony Hardy Williams,47,21
Total,47,21
,Senator In The General Assembly 8th District - Democrat,22
,Anthony Hardy Williams,22
Anthony Hardy Williams,64,22
Total,64,22
,Senator In The General Assembly 8th District - Democrat,23
,Anthony Hardy Williams,23
Anthony Hardy Williams,63,23
Total,63,23
,Senator In The General Assembly 8th District - Democrat,24
,Anthony Hardy Williams,24
Anthony Hardy Williams,72,24
Total,72,24
,Senator In The General Assembly 8th District - Democrat,25
,Anthony Hardy Williams,25
Anthony Hardy Williams,83,25
Total,83,25
,Senator In The General Assembly 8th District - Democrat,26
,Anthony Hardy Williams,26
Anthony Hardy Williams,66,26
Total,66,26
,Senator In The General Assembly 8th District - Democrat,27
,Anthony Hardy Williams,27
Anthony Hardy Williams,56,27
Total,56,27
,Senator In The General Assembly 8th District - Democrat,28
,Anthony Hardy Williams,28
Anthony Hardy Williams,77,28
Total,77,28
