col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 181st District - Democrat,,,,,All
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,All
Malcolm Kenyatta,279,0,0,0,0,All
Lewis Nash Sr,,278,0,0,0,All
Lewis Thomas Iii,,,71,0,0,All
Alex Deering,,,,33,0,All
Gilberto Gonzalez,,,,,18,All
Total,279,278,71,33,18,All
,Representative In The General Assembly 181st District - Democrat,,,,,1
,Malcolm Kenyatta,Lewis Nash Sr,Alex Deering,Lewis Thomas Iii,Gilberto Gonzalez,1
Malcolm Kenyatta,36,0,0,0,0,1
Lewis Nash Sr,,15,0,0,0,1
Alex Deering,,,5,0,0,1
Lewis Thomas Iii,,,,4,0,1
Gilberto Gonzalez,,,,,1,1
Total,36,15,5,4,1,1
,Representative In The General Assembly 181st District - Democrat,,,,,2
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,2
Malcolm Kenyatta,31,0,0,0,0,2
Lewis Nash Sr,,29,0,0,0,2
Lewis Thomas Iii,,,10,0,0,2
Alex Deering,,,,1,0,2
Gilberto Gonzalez,,,,,0,2
Total,31,29,10,1,0,2
,Representative In The General Assembly 181st District - Democrat,,,,,3
,Malcolm Kenyatta,Lewis Nash Sr,Alex Deering,Gilberto Gonzalez,Lewis Thomas Iii,3
Malcolm Kenyatta,25,0,0,0,0,3
Lewis Nash Sr,,20,0,0,0,3
Alex Deering,,,6,0,0,3
Gilberto Gonzalez,,,,5,0,3
Lewis Thomas Iii,,,,,2,3
Total,25,20,6,5,2,3
,Representative In The General Assembly 181st District - Democrat,,,,,4
,Lewis Nash Sr,Malcolm Kenyatta,Alex Deering,Gilberto Gonzalez,Lewis Thomas Iii,4
Lewis Nash Sr,20,0,0,0,0,4
Malcolm Kenyatta,,13,0,0,0,4
Alex Deering,,,3,0,0,4
Gilberto Gonzalez,,,,1,0,4
Lewis Thomas Iii,,,,,1,4
Total,20,13,3,1,1,4
,Representative In The General Assembly 181st District - Democrat,,,,,5
,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,5
Lewis Nash Sr,24,0,0,0,0,5
Malcolm Kenyatta,,19,0,0,0,5
Lewis Thomas Iii,,,9,0,0,5
Alex Deering,,,,2,0,5
Gilberto Gonzalez,,,,,2,5
Total,24,19,9,2,2,5
,Representative In The General Assembly 181st District - Democrat,,,,,6
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,6
Malcolm Kenyatta,18,0,0,0,0,6
Lewis Nash Sr,,15,0,0,0,6
Lewis Thomas Iii,,,7,0,0,6
Alex Deering,,,,2,0,6
Gilberto Gonzalez,,,,,1,6
Total,18,15,7,2,1,6
,Representative In The General Assembly 181st District - Democrat,,,,,7
,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,7
Lewis Nash Sr,49,0,0,0,0,7
Malcolm Kenyatta,,10,0,0,0,7
Lewis Thomas Iii,,,6,0,0,7
Alex Deering,,,,1,0,7
Gilberto Gonzalez,,,,,1,7
Total,49,10,6,1,1,7
,Representative In The General Assembly 181st District - Democrat,,,,,8
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,8
Malcolm Kenyatta,35,0,0,0,0,8
Lewis Nash Sr,,23,0,0,0,8
Lewis Thomas Iii,,,3,0,0,8
Alex Deering,,,,1,0,8
Gilberto Gonzalez,,,,,0,8
Total,35,23,3,1,0,8
,Representative In The General Assembly 181st District - Democrat,,,,,9
,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,9
Lewis Nash Sr,11,0,0,0,0,9
Malcolm Kenyatta,,7,0,0,0,9
Lewis Thomas Iii,,,2,0,0,9
Alex Deering,,,,1,0,9
Gilberto Gonzalez,,,,,0,9
Total,11,7,2,1,0,9
,Representative In The General Assembly 181st District - Democrat,,,,,10
,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,10
Lewis Nash Sr,10,0,0,0,0,10
Malcolm Kenyatta,,9,0,0,0,10
Lewis Thomas Iii,,,3,0,0,10
Alex Deering,,,,0,0,10
Gilberto Gonzalez,,,,,0,10
Total,10,9,3,0,0,10
,Representative In The General Assembly 181st District - Democrat,,,,,11
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Gilberto Gonzalez,Alex Deering,11
Malcolm Kenyatta,27,0,0,0,0,11
Lewis Nash Sr,,19,0,0,0,11
Lewis Thomas Iii,,,9,0,0,11
Gilberto Gonzalez,,,,3,0,11
Alex Deering,,,,,1,11
Total,27,19,9,3,1,11
,Representative In The General Assembly 181st District - Democrat,,,,,12
,Lewis Nash Sr,Malcolm Kenyatta,Alex Deering,Gilberto Gonzalez,Lewis Thomas Iii,12
Lewis Nash Sr,7,0,0,0,0,12
Malcolm Kenyatta,,5,0,0,0,12
Alex Deering,,,3,0,0,12
Gilberto Gonzalez,,,,1,0,12
Lewis Thomas Iii,,,,,1,12
Total,7,5,3,1,1,12
,Representative In The General Assembly 181st District - Democrat,,,,,13
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,13
Malcolm Kenyatta,30,0,0,0,0,13
Lewis Nash Sr,,27,0,0,0,13
Lewis Thomas Iii,,,9,0,0,13
Alex Deering,,,,5,0,13
Gilberto Gonzalez,,,,,2,13
Total,30,27,9,5,2,13
,Representative In The General Assembly 181st District - Democrat,,,,,14
,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,14
Malcolm Kenyatta,14,0,0,0,0,14
Lewis Nash Sr,,9,0,0,0,14
Lewis Thomas Iii,,,5,0,0,14
Alex Deering,,,,2,0,14
Gilberto Gonzalez,,,,,1,14
Total,14,9,5,2,1,14
