col_1,col_2,col_3,col_4,division
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,All
,Art Haywood,Dwight Evans,Kevin Johnson,All
Art Haywood,106,"2,037",274,All
Dwight Evans,,232,0,All
Kevin Johnson,,,47,All
Total,"2,417","2,269",321,All
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,1
,Art Haywood,Dwight Evans,Kevin Johnson,1
Art Haywood,2,63,11,1
Dwight Evans,,10,0,1
Kevin Johnson,,,1,1
Total,76,73,12,1
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,2
,Art Haywood,Dwight Evans,Kevin Johnson,2
Art Haywood,2,69,8,2
Dwight Evans,,9,0,2
Kevin Johnson,,,2,2
Total,79,78,10,2
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,3
,Art Haywood,Dwight Evans,Kevin Johnson,3
Art Haywood,3,92,9,3
Dwight Evans,,6,0,3
Kevin Johnson,,,3,3
Total,104,98,12,3
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 4th District - Democrat,4
,Dwight Evans,Kevin Johnson,Art Haywood,4
Dwight Evans,26,0,146,4
Kevin Johnson,,7,7,4
Art Haywood,,,8,4
Total,172,14,161,4
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,5
,Art Haywood,Dwight Evans,Kevin Johnson,5
Art Haywood,2,66,9,5
Dwight Evans,,7,0,5
Kevin Johnson,,,2,5
Total,77,73,11,5
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,6
,Art Haywood,Dwight Evans,Kevin Johnson,6
Art Haywood,6,73,5,6
Dwight Evans,,5,0,6
Kevin Johnson,,,1,6
Total,84,78,6,6
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,7
,Art Haywood,Dwight Evans,Kevin Johnson,7
Art Haywood,6,54,14,7
Dwight Evans,,3,0,7
Kevin Johnson,,,1,7
Total,74,57,15,7
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 4th District - Democrat,8
,Dwight Evans,Kevin Johnson,Art Haywood,8
Dwight Evans,11,0,82,8
Kevin Johnson,,2,7,8
Art Haywood,,,2,8
Total,93,9,91,8
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,9
,Art Haywood,Dwight Evans,Kevin Johnson,9
Art Haywood,4,67,14,9
Dwight Evans,,10,0,9
Kevin Johnson,,,3,9
Total,85,77,17,9
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,10
,Art Haywood,Dwight Evans,Kevin Johnson,10
Art Haywood,3,86,9,10
Dwight Evans,,12,0,10
Kevin Johnson,,,0,10
Total,98,98,9,10
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,11
,Art Haywood,Dwight Evans,Kevin Johnson,11
Art Haywood,4,72,5,11
Dwight Evans,,6,0,11
Kevin Johnson,,,0,11
Total,81,78,5,11
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,12
,Art Haywood,Dwight Evans,Kevin Johnson,12
Art Haywood,1,96,9,12
Dwight Evans,,8,0,12
Kevin Johnson,,,2,12
Total,106,104,11,12
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,13
,Art Haywood,Dwight Evans,Kevin Johnson,13
Art Haywood,2,69,8,13
Dwight Evans,,4,0,13
Kevin Johnson,,,3,13
Total,79,73,11,13
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,14
,Art Haywood,Dwight Evans,Kevin Johnson,14
Art Haywood,2,95,14,14
Dwight Evans,,8,0,14
Kevin Johnson,,,1,14
Total,111,103,15,14
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,15
,Art Haywood,Dwight Evans,Kevin Johnson,15
Art Haywood,1,85,5,15
Dwight Evans,,6,0,15
Kevin Johnson,,,1,15
Total,91,91,6,15
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,16
,Art Haywood,Dwight Evans,Kevin Johnson,16
Art Haywood,3,47,3,16
Dwight Evans,,5,0,16
Kevin Johnson,,,0,16
Total,53,52,3,16
,Representative In Congress 3rd District - Democrat,,Senator In The General Assembly 4th District - Democrat,17
,Dwight Evans,Kevin Johnson,Art Haywood,17
Dwight Evans,12,0,50,17
Kevin Johnson,,1,8,17
Art Haywood,,,3,17
Total,62,9,61,17
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,18
,Art Haywood,Dwight Evans,Kevin Johnson,18
Art Haywood,10,63,6,18
Dwight Evans,,8,0,18
Kevin Johnson,,,0,18
Total,79,71,6,18
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,19
,Art Haywood,Dwight Evans,Kevin Johnson,19
Art Haywood,2,56,23,19
Dwight Evans,,4,0,19
Kevin Johnson,,,1,19
Total,81,60,24,19
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,20
,Art Haywood,Dwight Evans,Kevin Johnson,20
Art Haywood,6,91,9,20
Dwight Evans,,15,0,20
Kevin Johnson,,,5,20
Total,106,106,14,20
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,21
,Art Haywood,Dwight Evans,Kevin Johnson,21
Art Haywood,3,82,15,21
Dwight Evans,,5,0,21
Kevin Johnson,,,3,21
Total,100,87,18,21
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,22
,Art Haywood,Dwight Evans,Kevin Johnson,22
Art Haywood,3,74,15,22
Dwight Evans,,9,0,22
Kevin Johnson,,,2,22
Total,92,83,17,22
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,23
,Art Haywood,Dwight Evans,Kevin Johnson,23
Art Haywood,1,39,10,23
Dwight Evans,,4,0,23
Kevin Johnson,,,0,23
Total,50,43,10,23
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,24
,Art Haywood,Dwight Evans,Kevin Johnson,24
Art Haywood,16,49,16,24
Dwight Evans,,7,0,24
Kevin Johnson,,,3,24
Total,81,56,19,24
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,25
,Art Haywood,Dwight Evans,Kevin Johnson,25
Art Haywood,1,51,8,25
Dwight Evans,,5,0,25
Kevin Johnson,,,0,25
Total,60,56,8,25
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,26
,Art Haywood,Dwight Evans,Kevin Johnson,26
Art Haywood,3,30,3,26
Dwight Evans,,5,0,26
Kevin Johnson,,,0,26
Total,36,35,3,26
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,27
,Art Haywood,Dwight Evans,Kevin Johnson,27
Art Haywood,2,64,8,27
Dwight Evans,,8,0,27
Kevin Johnson,,,0,27
Total,74,72,8,27
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,28
,Art Haywood,Dwight Evans,Kevin Johnson,28
Art Haywood,3,60,8,28
Dwight Evans,,5,0,28
Kevin Johnson,,,3,28
Total,71,65,11,28
,Senator In The General Assembly 4th District - Democrat,Representative In Congress 3rd District - Democrat,,29
,Art Haywood,Dwight Evans,Kevin Johnson,29
Art Haywood,2,66,8,29
Dwight Evans,,9,0,29
Kevin Johnson,,,0,29
Total,76,75,8,29
