col_1,col_2,col_3,division
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,All
,Bob Casey Jr,Morgan Cephas,All
Bob Casey Jr,148,"1,587",All
Morgan Cephas,,123,All
Total,"1,735","1,710",All
,Representative In The General Assembly 192nd District - Democrat,United States Senator - Democrat,5
,Morgan Cephas,Bob Casey Jr,5
Morgan Cephas,9,126,5
Bob Casey Jr,,3,5
Total,135,129,5
,Representative In The General Assembly 192nd District - Democrat,United States Senator - Democrat,14
,Morgan Cephas,Bob Casey Jr,14
Morgan Cephas,11,133,14
Bob Casey Jr,,4,14
Total,144,137,14
,Representative In The General Assembly 192nd District - Democrat,United States Senator - Democrat,15
,Morgan Cephas,Bob Casey Jr,15
Morgan Cephas,10,128,15
Bob Casey Jr,,9,15
Total,138,137,15
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,16
,Bob Casey Jr,Morgan Cephas,16
Bob Casey Jr,15,128,16
Morgan Cephas,,4,16
Total,143,132,16
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,17
,Bob Casey Jr,Morgan Cephas,17
Bob Casey Jr,14,104,17
Morgan Cephas,,6,17
Total,118,110,17
,Representative In The General Assembly 192nd District - Democrat,United States Senator - Democrat,18
,Morgan Cephas,Bob Casey Jr,18
Morgan Cephas,13,119,18
Bob Casey Jr,,11,18
Total,132,130,18
,Representative In The General Assembly 192nd District - Democrat,United States Senator - Democrat,19
,Morgan Cephas,Bob Casey Jr,19
Morgan Cephas,10,109,19
Bob Casey Jr,,7,19
Total,119,116,19
,Representative In The General Assembly 192nd District - Democrat,United States Senator - Democrat,20
,Morgan Cephas,Bob Casey Jr,20
Morgan Cephas,12,117,20
Bob Casey Jr,,11,20
Total,129,128,20
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,22
,Bob Casey Jr,Morgan Cephas,22
Bob Casey Jr,12,86,22
Morgan Cephas,,10,22
Total,98,96,22
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,23
,Bob Casey Jr,Morgan Cephas,23
Bob Casey Jr,13,78,23
Morgan Cephas,,9,23
Total,91,87,23
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,24
,Bob Casey Jr,Morgan Cephas,24
Bob Casey Jr,14,86,24
Morgan Cephas,,8,24
Total,100,94,24
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,25
,Bob Casey Jr,Morgan Cephas,25
Bob Casey Jr,13,135,25
Morgan Cephas,,7,25
Total,148,142,25
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,26
,Bob Casey Jr,Morgan Cephas,26
Bob Casey Jr,11,117,26
Morgan Cephas,,6,26
Total,128,123,26
,United States Senator - Democrat,Representative In The General Assembly 192nd District - Democrat,27
,Bob Casey Jr,Morgan Cephas,27
Bob Casey Jr,11,121,27
Morgan Cephas,,8,27
Total,132,129,27
