col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,All
,Meagan Ingerson,James Harrity,Mona Getzes Cohen,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Sean Kilkenny,Joe Hohenstein,Maggie Borski,Dan Martino,All
Meagan Ingerson,3,257,258,212,232,205,195,154,150,127,144,81,41,All
James Harrity,,2,240,233,217,199,214,155,161,150,128,66,40,All
Mona Getzes Cohen,,,1,197,209,191,176,141,142,130,132,73,47,All
Richard Lombardo,,,,1,213,188,194,134,148,125,86,67,21,All
Erica Vanstone,,,,,0,199,177,150,149,110,92,69,24,All
Catherine Bartch,,,,,,0,162,150,143,99,90,72,11,All
Frank T Brzozowski,,,,,,,0,120,130,111,83,57,20,All
Marnie Aument Loughrey,,,,,,,,0,101,82,67,46,13,All
Billy Cortes,,,,,,,,,0,80,62,44,19,All
Sean Kilkenny,,,,,,,,,,144,0,0,0,All
Joe Hohenstein,,,,,,,,,,,66,0,0,All
Maggie Borski,,,,,,,,,,,,41,0,All
Dan Martino,,,,,,,,,,,,,9,All
Total,396,386,383,301,295,272,271,208,206,390,287,169,80,All
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,1
,Mona Getzes Cohen,James Harrity,Richard Lombardo,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Sean Kilkenny,Joe Hohenstein,Dan Martino,Maggie Borski,1
Mona Getzes Cohen,1,11,8,10,9,8,8,7,6,6,6,7,1,1
James Harrity,,1,8,9,8,9,7,7,5,4,5,3,2,1
Richard Lombardo,,,1,6,6,7,7,7,5,5,5,1,2,1
Meagan Ingerson,,,,0,6,6,6,5,4,4,4,3,1,1
Erica Vanstone,,,,,0,6,5,4,3,3,5,1,2,1
Catherine Bartch,,,,,,0,6,7,5,2,5,1,2,1
Frank T Brzozowski,,,,,,,0,7,4,4,4,2,0,1
Billy Cortes,,,,,,,,0,4,3,4,1,0,1
Marnie Aument Loughrey,,,,,,,,,0,3,1,1,1,1
Sean Kilkenny,,,,,,,,,,7,0,0,0,1
Joe Hohenstein,,,,,,,,,,,3,0,0,1
Dan Martino,,,,,,,,,,,,1,0,1
Maggie Borski,,,,,,,,,,,,,1,1
Total,21,15,14,12,11,10,10,8,6,16,12,9,4,1
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,2
,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Erica Vanstone,Billy Cortes,Marnie Aument Loughrey,Sean Kilkenny,Maggie Borski,Joe Hohenstein,Dan Martino,2
Mona Getzes Cohen,0,20,19,18,15,14,15,9,6,9,9,5,7,2
James Harrity,,0,20,19,16,14,15,8,5,8,7,7,4,2
Meagan Ingerson,,,0,18,16,14,15,8,5,6,8,6,5,2
Richard Lombardo,,,,0,16,14,16,9,6,6,6,6,3,2
Frank T Brzozowski,,,,,0,11,12,5,5,4,8,6,2,2
Catherine Bartch,,,,,,0,13,8,5,7,5,4,1,2
Erica Vanstone,,,,,,,0,8,5,7,5,3,2,2
Billy Cortes,,,,,,,,0,1,4,1,3,2,2
Marnie Aument Loughrey,,,,,,,,,0,3,2,1,1,2
Sean Kilkenny,,,,,,,,,,8,0,0,0,2
Maggie Borski,,,,,,,,,,,4,0,0,2
Joe Hohenstein,,,,,,,,,,,,5,0,2
Dan Martino,,,,,,,,,,,,,0,2
Total,30,26,25,21,20,17,17,10,7,20,15,14,8,2
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,3
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,Sean Kilkenny,Joe Hohenstein,Dan Martino,Maggie Borski,3
James Harrity,1,18,15,17,15,14,12,13,10,6,9,6,3,3
Mona Getzes Cohen,,0,16,17,15,13,11,12,8,6,11,5,2,3
Meagan Ingerson,,,1,15,16,14,8,11,6,5,10,3,4,3
Richard Lombardo,,,,0,17,14,13,13,8,6,10,3,3,3
Erica Vanstone,,,,,0,15,10,11,9,6,9,3,4,3
Catherine Bartch,,,,,,0,9,11,9,6,8,1,3,3
Billy Cortes,,,,,,,0,9,8,6,4,3,1,3
Frank T Brzozowski,,,,,,,,0,5,6,5,2,2,3
Marnie Aument Loughrey,,,,,,,,,0,3,4,3,1,3
Sean Kilkenny,,,,,,,,,,11,0,0,0,3
Joe Hohenstein,,,,,,,,,,,3,0,0,3
Dan Martino,,,,,,,,,,,,2,0,3
Maggie Borski,,,,,,,,,,,,,1,3
Total,25,24,23,23,22,18,15,15,11,23,17,10,5,3
,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,6
