col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,All
James Harrity,17,361,368,422,402,346,353,342,321,396,126,113,65,9,All
Mona Getzes Cohen,,16,387,282,233,206,182,178,167,228,165,112,53,3,All
Meagan Ingerson,,,9,292,244,214,195,180,183,233,126,118,58,4,All
Erica Vanstone,,,,1,416,383,368,351,342,276,62,127,46,6,All
Richard Lombardo,,,,,0,333,363,329,300,281,54,91,40,6,All
Catherine Bartch,,,,,,1,288,299,316,235,43,94,41,3,All
Frank T Brzozowski,,,,,,,0,283,281,255,53,66,36,4,All
Billy Cortes,,,,,,,,2,279,235,38,82,25,7,All
Marnie Aument Loughrey,,,,,,,,,0,231,40,76,40,2,All
Mike Stack,,,,,,,,,,84,0,0,0,0,All
Kathi Cozzone,,,,,,,,,,,23,0,0,0,All
Nina Ahmad,,,,,,,,,,,,26,0,0,All
John Fetterman,,,,,,,,,,,,,28,0,All
Ray Sosa,,,,,,,,,,,,,,1,All
Total,742,585,558,534,488,432,428,404,401,657,255,205,126,14,All
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Erica Vanstone,Billy Cortes,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Frank T Brzozowski,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,1
James Harrity,2,8,7,9,8,6,6,6,3,7,5,2,1,0,1
Mona Getzes Cohen,,0,7,5,4,3,2,2,0,5,7,3,1,0,1
Meagan Ingerson,,,1,5,4,4,2,2,1,3,3,2,1,0,1
Erica Vanstone,,,,0,7,7,6,5,4,4,2,2,0,0,1
Billy Cortes,,,,,0,6,5,6,3,2,2,2,0,0,1
Richard Lombardo,,,,,,0,5,4,4,2,2,1,0,0,1
Catherine Bartch,,,,,,,0,3,3,3,1,1,0,0,1
Marnie Aument Loughrey,,,,,,,,0,3,2,1,1,0,0,1
Frank T Brzozowski,,,,,,,,,0,2,0,0,0,0,1
Mike Stack,,,,,,,,,,3,0,0,0,0,1
Kathi Cozzone,,,,,,,,,,,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,0,0,0,1
John Fetterman,,,,,,,,,,,,,1,0,1
Ray Sosa,,,,,,,,,,,,,,0,1
Total,19,16,11,10,8,7,6,6,4,15,9,3,2,0,1
,Lieutenant Governor - Democrat,,,,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,2
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Erica Vanstone,Richard Lombardo,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,Frank T Brzozowski,2
Mike Stack,5,0,0,0,0,10,10,10,5,4,2,5,4,2,2
Kathi Cozzone,,1,0,0,0,5,1,2,2,1,1,0,1,1,2
John Fetterman,,,1,0,0,1,2,0,0,0,0,0,0,0,2
Nina Ahmad,,,,0,0,3,3,2,3,3,3,1,1,2,2
Ray Sosa,,,,,0,1,1,1,1,1,1,1,0,0,2
Mona Getzes Cohen,,,,,,0,12,12,10,8,7,5,5,4,2
James Harrity,,,,,,,0,11,9,8,7,6,5,3,2
Meagan Ingerson,,,,,,,,0,10,7,6,5,4,3,2
Erica Vanstone,,,,,,,,,0,8,7,5,5,4,2
Richard Lombardo,,,,,,,,,,0,7,5,5,3,2
Catherine Bartch,,,,,,,,,,,0,3,3,2,2
