col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,All
,Donna Bullock,Dwight Evans,Kevin Johnson,All
Donna Bullock,38,584,221,All
Dwight Evans,,36,0,All
Kevin Johnson,,,26,All
Total,843,620,247,All
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,1
,Donna Bullock,Dwight Evans,Kevin Johnson,1
Donna Bullock,2,52,15,1
Dwight Evans,,2,0,1
Kevin Johnson,,,1,1
Total,69,54,16,1
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,2
,Donna Bullock,Dwight Evans,Kevin Johnson,2
Donna Bullock,3,40,15,2
Dwight Evans,,3,0,2
Kevin Johnson,,,4,2
Total,58,43,19,2
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,3
,Donna Bullock,Dwight Evans,Kevin Johnson,3
Donna Bullock,1,58,32,3
Dwight Evans,,3,0,3
Kevin Johnson,,,9,3
Total,91,61,41,3
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,4
,Donna Bullock,Dwight Evans,Kevin Johnson,4
Donna Bullock,2,45,29,4
Dwight Evans,,1,0,4
Kevin Johnson,,,1,4
Total,76,46,30,4
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,5
,Donna Bullock,Dwight Evans,Kevin Johnson,5
Donna Bullock,10,85,27,5
Dwight Evans,,3,0,5
Kevin Johnson,,,1,5
Total,122,88,28,5
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,9
,Donna Bullock,Dwight Evans,Kevin Johnson,9
Donna Bullock,3,35,3,9
Dwight Evans,,0,0,9
Kevin Johnson,,,1,9
Total,41,35,4,9
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,10
,Donna Bullock,Dwight Evans,Kevin Johnson,10
Donna Bullock,1,10,10,10
Dwight Evans,,1,0,10
Kevin Johnson,,,1,10
Total,21,11,11,10
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,11
,Donna Bullock,Dwight Evans,Kevin Johnson,11
Donna Bullock,4,25,12,11
Dwight Evans,,4,0,11
Kevin Johnson,,,1,11
Total,41,29,13,11
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,12
,Donna Bullock,Dwight Evans,Kevin Johnson,12
Donna Bullock,5,57,12,12
Dwight Evans,,2,0,12
Kevin Johnson,,,3,12
Total,74,59,15,12
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,13
,Donna Bullock,Dwight Evans,Kevin Johnson,13
Donna Bullock,2,43,18,13
Dwight Evans,,2,0,13
Kevin Johnson,,,2,13
Total,63,45,20,13
,Representative In Congress 3rd District - Democrat,,Representative In The General Assembly 195th District - Democrat,14
,Dwight Evans,Kevin Johnson,Donna Bullock,14
Dwight Evans,9,0,60,14
Kevin Johnson,,0,3,14
Donna Bullock,,,1,14
Total,69,3,64,14
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,15
,Donna Bullock,Dwight Evans,Kevin Johnson,15
Donna Bullock,3,31,12,15
Dwight Evans,,5,0,15
Kevin Johnson,,,2,15
Total,46,36,14,15
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,18
,Donna Bullock,Dwight Evans,Kevin Johnson,18
Donna Bullock,0,24,19,18
Dwight Evans,,0,0,18
Kevin Johnson,,,0,18
Total,43,24,19,18
,Representative In The General Assembly 195th District - Democrat,Representative In Congress 3rd District - Democrat,,19
,Donna Bullock,Dwight Evans,Kevin Johnson,19
Donna Bullock,1,19,14,19
Dwight Evans,,1,0,19
Kevin Johnson,,,0,19
Total,34,20,14,19
