col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Michele Lawrence,Brendan F Boyle,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,All
Michele Lawrence,105,0,251,265,224,162,151,129,111,106,105,All
Brendan F Boyle,,90,135,111,108,74,71,63,56,58,54,All
David Rodriguez,,,28,261,260,176,173,168,157,153,147,All
Jaime Bouldin,,,,17,244,174,178,164,150,152,153,All
Humberto Perez,,,,,18,161,162,153,147,148,143,All
Sharon Vaughn,,,,,,4,200,179,151,151,152,All
Barbara Carroll,,,,,,,7,178,150,148,156,All
Latrice Y Bryant,,,,,,,,1,157,152,141,All
Robert Taylor,,,,,,,,,3,150,141,All
Jonathan M Gary,,,,,,,,,,1,141,All
Dustin Morris,,,,,,,,,,,0,All
Total,544,314,439,408,367,254,245,206,180,174,167,All
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Michele Lawrence,Brendan F Boyle,Jaime Bouldin,Barbara Carroll,Humberto Perez,Sharon Vaughn,David Rodriguez,Dustin Morris,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,1
Michele Lawrence,1,0,20,12,13,13,11,10,9,8,6,1
Brendan F Boyle,,2,7,9,9,7,7,6,7,7,7,1
Jaime Bouldin,,,0,18,18,18,18,16,16,15,14,1
Barbara Carroll,,,,0,14,19,13,17,16,17,15,1
Humberto Perez,,,,,0,14,16,13,13,12,12,1
Sharon Vaughn,,,,,,0,14,17,17,16,15,1
David Rodriguez,,,,,,,0,12,14,12,12,1
Dustin Morris,,,,,,,,0,15,14,14,1
Robert Taylor,,,,,,,,,0,15,15,1
Latrice Y Bryant,,,,,,,,,,0,15,1
Jonathan M Gary,,,,,,,,,,,0,1
Total,33,13,29,23,23,22,20,18,18,17,15,1
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Michele Lawrence,Brendan F Boyle,David Rodriguez,Sharon Vaughn,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,2
Michele Lawrence,10,0,18,14,10,11,10,7,6,6,5,2
Brendan F Boyle,,4,13,11,10,11,9,7,7,6,7,2
David Rodriguez,,,2,17,19,18,14,13,12,12,12,2
Sharon Vaughn,,,,2,13,13,16,14,13,12,12,2
Humberto Perez,,,,,2,19,13,10,12,12,11,2
Jaime Bouldin,,,,,,0,13,10,12,12,11,2
Barbara Carroll,,,,,,,0,12,13,12,11,2
Latrice Y Bryant,,,,,,,,0,10,10,10,2
Jonathan M Gary,,,,,,,,,0,11,11,2
Dustin Morris,,,,,,,,,,0,11,2
Robert Taylor,,,,,,,,,,,0,2
Total,40,24,37,28,24,24,19,15,13,12,12,2
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In Congress 2nd District - Democrat,,3
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Jonathan M Gary,Robert Taylor,Dustin Morris,Michele Lawrence,Brendan F Boyle,3
David Rodriguez,3,10,6,5,5,5,5,5,3,7,6,3
Humberto Perez,,0,7,4,6,6,5,5,3,9,3,3
Jaime Bouldin,,,1,4,5,5,4,4,3,7,2,3
Barbara Carroll,,,,1,4,4,4,4,3,3,3,3
Latrice Y Bryant,,,,,0,6,5,5,3,5,1,3
Sharon Vaughn,,,,,,0,5,5,3,5,1,3
Jonathan M Gary,,,,,,,0,5,3,4,1,3
Robert Taylor,,,,,,,,0,3,4,1,3
Dustin Morris,,,,,,,,,0,2,1,3
Michele Lawrence,,,,,,,,,,3,0,3
Brendan F Boyle,,,,,,,,,,,3,3
Total,17,13,10,7,6,6,5,5,3,14,10,3
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,4
,Michele Lawrence,Brendan F Boyle,David Rodriguez,Humberto Perez,Barbara Carroll,Jaime Bouldin,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,4
Michele Lawrence,8,0,10,8,5,6,5,5,3,3,3,4
Brendan F Boyle,,4,2,2,1,1,1,1,0,0,0,4
David Rodriguez,,,1,7,4,5,4,4,4,3,3,4
Humberto Perez,,,,1,4,5,4,4,4,3,3,4
Barbara Carroll,,,,,1,3,7,6,3,3,3,4
Jaime Bouldin,,,,,,0,3,3,3,3,3,4
Sharon Vaughn,,,,,,,0,6,3,3,3,4
Latrice Y Bryant,,,,,,,,0,3,3,3,4
Jonathan M Gary,,,,,,,,,0,3,3,4
Dustin Morris,,,,,,,,,,0,3,4
Robert Taylor,,,,,,,,,,,0,4
Total,24,10,15,13,8,8,7,6,4,3,3,4
,Representative In Congress 2nd District - Democrat,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,5
,Michele Lawrence,Brendan F Boyle,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Barbara Carroll,Robert Taylor,Dustin Morris,Jonathan M Gary,5
Michele Lawrence,1,0,16,15,14,3,4,3,2,2,2,5
Brendan F Boyle,,2,4,5,3,1,1,1,1,1,1,5
Jaime Bouldin,,,1,14,14,5,4,4,4,3,3,5
David Rodriguez,,,,0,14,4,2,2,4,3,3,5
Humberto Perez,,,,,1,4,2,2,4,2,3,5
