col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,All
,Dwight Evans,Kevin Johnson,Jaime Bouldin,David Rodriguez,Sharon Vaughn,Barbara Carroll,Humberto Perez,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,All
Dwight Evans,"1,084",0,578,532,510,499,497,489,404,382,380,All
Kevin Johnson,,163,123,123,122,125,122,124,100,100,94,All
Jaime Bouldin,,,4,547,526,519,521,496,480,465,450,All
David Rodriguez,,,,3,526,525,530,507,479,459,447,All
Sharon Vaughn,,,,,1,581,502,544,489,466,457,All
Barbara Carroll,,,,,,5,500,540,486,467,450,All
Humberto Perez,,,,,,,2,471,459,440,427,All
Latrice Y Bryant,,,,,,,,1,465,455,450,All
Dustin Morris,,,,,,,,,1,452,443,All
Jonathan M Gary,,,,,,,,,,1,443,All
Robert Taylor,,,,,,,,,,,0,All
Total,"1,947",354,722,675,649,646,636,628,513,490,479,All
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Dwight Evans,Kevin Johnson,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,1
Dwight Evans,83,0,0,0,0,0,0,0,0,0,0,1
Kevin Johnson,,10,0,0,0,0,0,0,0,0,0,1
Barbara Carroll,,,0,0,0,0,0,0,0,0,0,1
David Rodriguez,,,,0,0,0,0,0,0,0,0,1
Dustin Morris,,,,,0,0,0,0,0,0,0,1
Humberto Perez,,,,,,0,0,0,0,0,0,1
Jaime Bouldin,,,,,,,0,0,0,0,0,1
Jonathan M Gary,,,,,,,,0,0,0,0,1
Latrice Y Bryant,,,,,,,,,0,0,0,1
Robert Taylor,,,,,,,,,,0,0,1
Sharon Vaughn,,,,,,,,,,,0,1
Total,83,10,0,0,0,0,0,0,0,0,0,1
,Representative In Congress 3rd District - Democrat,,Member Of The - Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Dwight Evans,Kevin Johnson,Barbara Carroll,David Rodriguez,Dustin Morris,Humberto Perez,Jaime Bouldin,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Sharon Vaughn,2
Dwight Evans,71,0,0,0,0,0,0,0,0,0,0,2
Kevin Johnson,,8,0,0,0,0,0,0,0,0,0,2
Barbara Carroll,,,0,0,0,0,0,0,0,0,0,2
David Rodriguez,,,,0,0,0,0,0,0,0,0,2
Dustin Morris,,,,,0,0,0,0,0,0,0,2
Humberto Perez,,,,,,0,0,0,0,0,0,2
Jaime Bouldin,,,,,,,0,0,0,0,0,2
Jonathan M Gary,,,,,,,,0,0,0,0,2
Latrice Y Bryant,,,,,,,,,0,0,0,2
Robert Taylor,,,,,,,,,,0,0,2
