col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,order,division
Mariel J K Martin,,,,,,,,,0,13,10,7,5,2,11,19
Judi Golding Baker,,,,,,,,,,0,8,7,4,1,12,19
Darrell L Clarke,,,,,,,,,,,0,4,7,0,13,19
Noam Kugelmass,,,,,,,,,,,,0,1,5,14,19
Matthew D Myers,,,,,,,,,,,,,0,0,15,19
Jon Geeting,,,,,,,,,,,,,,0,16,19
Total,74,34,32,31,29,27,27,27,24,18,17,17,15,7,17,19
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,20
,Tom Wolf,Marylouise Isaacson,Joe Celentano,Mariel J K Martin,Tom Young,Andi Perez,Matthew D Myers,Amanda Mcillmurray,Micah Mahjoubian,Noam Kugelmass,Rhea Powell,Darrell L Clarke,Judi Golding Baker,Jon Geeting,2,20
Tom Wolf,0,8,8,8,8,7,7,6,6,6,6,5,5,3,3,20
Marylouise Isaacson,,1,5,6,4,5,3,3,3,4,5,4,3,2,4,20
Joe Celentano,,,0,6,6,4,4,4,1,4,4,3,3,1,5,20
Mariel J K Martin,,,,0,6,5,3,5,3,5,4,4,4,2,6,20
Tom Young,,,,,0,5,3,3,3,5,3,3,3,3,7,20
Andi Perez,,,,,,0,3,3,4,4,5,4,2,3,8,20
Matthew D Myers,,,,,,,0,3,2,4,3,3,3,1,9,20
Amanda Mcillmurray,,,,,,,,0,2,2,3,2,3,0,10,20
Micah Mahjoubian,,,,,,,,,0,2,3,2,2,2,11,20
Noam Kugelmass,,,,,,,,,,0,3,3,3,3,12,20
Rhea Powell,,,,,,,,,,,0,2,3,2,13,20
Darrell L Clarke,,,,,,,,,,,,0,2,1,14,20
Judi Golding Baker,,,,,,,,,,,,,0,1,15,20
Jon Geeting,,,,,,,,,,,,,,0,16,20
Total,15,9,8,8,8,7,7,6,6,6,6,5,5,3,17,20
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,21
,Tom Wolf,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Joe Celentano,Amanda Mcillmurray,Andi Perez,Matthew D Myers,Tom Young,Darrell L Clarke,Jon Geeting,Noam Kugelmass,Mariel J K Martin,Judi Golding Baker,2,21
Tom Wolf,9,26,20,20,18,17,15,13,14,13,13,13,10,9,3,21
Rhea Powell,,0,16,15,13,14,12,8,10,8,9,11,9,8,4,21
Marylouise Isaacson,,,0,17,11,13,12,8,10,8,7,10,10,7,5,21
Micah Mahjoubian,,,,0,10,11,11,8,9,9,8,11,7,6,6,21
Joe Celentano,,,,,1,10,10,4,10,5,10,7,7,3,7,21
Amanda Mcillmurray,,,,,,0,11,7,8,7,5,6,8,6,8,21
Andi Perez,,,,,,,0,7,8,7,4,6,8,5,9,21
Matthew D Myers,,,,,,,,1,5,7,2,3,5,4,10,21
Tom Young,,,,,,,,,0,6,8,6,4,2,11,21
Darrell L Clarke,,,,,,,,,,0,4,7,4,7,12,21
Jon Geeting,,,,,,,,,,,0,6,3,3,13,21
Noam Kugelmass,,,,,,,,,,,,0,4,5,14,21
Mariel J K Martin,,,,,,,,,,,,,0,3,15,21
Judi Golding Baker,,,,,,,,,,,,,,0,16,21
Total,49,26,21,21,19,17,16,14,14,13,13,13,11,9,17,21
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,22
,Tom Wolf,Marylouise Isaacson,Rhea Powell,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Mariel J K Martin,Tom Young,Joe Celentano,Judi Golding Baker,Darrell L Clarke,Matthew D Myers,Noam Kugelmass,Jon Geeting,2,22
Tom Wolf,16,40,37,34,27,27,26,25,23,24,18,18,18,15,3,22
Marylouise Isaacson,,0,30,26,24,27,24,20,12,21,13,13,14,11,4,22
Rhea Powell,,,0,24,20,20,17,15,13,18,7,10,14,10,5,22
Amanda Mcillmurray,,,,0,17,17,18,14,11,21,11,9,11,11,6,22
Andi Perez,,,,,0,19,14,13,10,14,9,10,9,6,7,22
Micah Mahjoubian,,,,,,0,16,13,9,12,12,10,11,7,8,22
Mariel J K Martin,,,,,,,0,14,4,16,12,9,8,6,9,22
Tom Young,,,,,,,,0,12,11,11,11,9,11,10,22
Joe Celentano,,,,,,,,,1,7,6,6,5,6,11,22
Judi Golding Baker,,,,,,,,,,0,9,9,10,7,12,22
Darrell L Clarke,,,,,,,,,,,0,10,6,3,13,22
Matthew D Myers,,,,,,,,,,,,0,5,6,14,22
Noam Kugelmass,,,,,,,,,,,,,0,8,15,22
Jon Geeting,,,,,,,,,,,,,,0,16,22
Total,82,41,37,34,28,28,27,26,24,24,19,18,18,15,17,22
,Governor - Democrat,Member Of The - Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1,23
,Tom Wolf,Joe Celentano,Marylouise Isaacson,Tom Young,Matthew D Myers,Micah Mahjoubian,Rhea Powell,Mariel J K Martin,Andi Perez,Darrell L Clarke,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Jon Geeting,2,23
Tom Wolf,18,53,50,50,43,46,47,46,45,45,34,29,21,15,3,23
Joe Celentano,,4,21,32,20,26,32,23,20,19,23,25,10,14,4,23
Marylouise Isaacson,,,0,31,23,28,25,35,35,22,27,16,18,7,5,23
Tom Young,,,,1,23,33,25,27,28,24,19,22,11,9,6,23
Matthew D Myers,,,,,4,18,12,26,19,25,12,8,11,4,7,23
Micah Mahjoubian,,,,,,0,26,25,28,20,14,19,10,8,8,23
Rhea Powell,,,,,,,0,23,22,20,25,24,15,11,9,23
Mariel J K Martin,,,,,,,,0,33,28,24,16,14,8,10,23
Andi Perez,,,,,,,,,0,22,18,14,12,10,11,23
Darrell L Clarke,,,,,,,,,,0,16,11,11,7,12,23
Amanda Mcillmurray,,,,,,,,,,,0,17,14,8,13,23
Noam Kugelmass,,,,,,,,,,,,0,7,10,14,23
Judi Golding Baker,,,,,,,,,,,,,1,3,15,23
Jon Geeting,,,,,,,,,,,,,,0,16,23
Total,133,61,53,53,50,49,49,48,47,47,35,30,23,15,17,23
