col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,division
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,All
,Joanna E Mcclinton,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Thaddeus Kirkland,Mary Gay Scanlon,Greg Vitali,Margo Davidson,Dan Muroff,Larry Arata,All
Joanna E Mcclinton,20,21,18,15,11,5,3,3,4,4,0,0,All
Rich Lazer,,1,0,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,2,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,2,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,2,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,3,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,,2,0,0,0,0,All
Greg Vitali,,,,,,,,,0,0,0,0,All
Margo Davidson,,,,,,,,,,0,0,0,All
Dan Muroff,,,,,,,,,,,0,0,All
Larry Arata,,,,,,,,,,,,0,All
Total,104,22,20,15,13,7,6,5,4,4,0,0,All
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,21
,Joanna E Mcclinton,Rich Lazer,Theresa M Wright,Lindy Li,Ashley Lunkenheimer,Margo Davidson,Thaddeus Kirkland,Molly Sheehan,Mary Gay Scanlon,Dan Muroff,Greg Vitali,Larry Arata,21
Joanna E Mcclinton,8,8,7,7,2,3,1,1,1,0,0,0,21
Rich Lazer,,0,0,0,0,0,0,0,0,0,0,0,21
Theresa M Wright,,,1,0,0,0,0,0,0,0,0,0,21
Lindy Li,,,,0,0,0,0,0,0,0,0,0,21
Ashley Lunkenheimer,,,,,2,0,0,0,0,0,0,0,21
Margo Davidson,,,,,,0,0,0,0,0,0,0,21
Thaddeus Kirkland,,,,,,,2,0,0,0,0,0,21
Molly Sheehan,,,,,,,,1,0,0,0,0,21
Mary Gay Scanlon,,,,,,,,,0,0,0,0,21
Dan Muroff,,,,,,,,,,0,0,0,21
Greg Vitali,,,,,,,,,,,0,0,21
Larry Arata,,,,,,,,,,,,0,21
Total,38,8,8,7,4,3,3,2,1,0,0,0,21
,Representative In The General Assembly 191st District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,22
,Joanna E Mcclinton,Rich Lazer,Theresa M Wright,Molly Sheehan,Lindy Li,Greg Vitali,Mary Gay Scanlon,Ashley Lunkenheimer,Thaddeus Kirkland,Margo Davidson,Dan Muroff,Larry Arata,22
Joanna E Mcclinton,12,13,11,10,8,4,2,3,2,1,0,0,22
Rich Lazer,,1,0,0,0,0,0,0,0,0,0,0,22
Theresa M Wright,,,1,0,0,0,0,0,0,0,0,0,22
Molly Sheehan,,,,1,0,0,0,0,0,0,0,0,22
Lindy Li,,,,,0,0,0,0,0,0,0,0,22
Greg Vitali,,,,,,0,0,0,0,0,0,0,22
Mary Gay Scanlon,,,,,,,2,0,0,0,0,0,22
Ashley Lunkenheimer,,,,,,,,0,0,0,0,0,22
Thaddeus Kirkland,,,,,,,,,1,0,0,0,22
Margo Davidson,,,,,,,,,,0,0,0,22
Dan Muroff,,,,,,,,,,,0,0,22
Larry Arata,,,,,,,,,,,,0,22
Total,66,14,12,11,8,4,4,3,3,1,0,0,22
