col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 197th District - Democrat,,,All
,Emilio Vazquez,Danilo Burgos,Frederick Ramirez,All
Emilio Vazquez,407,0,0,All
Danilo Burgos,,386,0,All
Frederick Ramirez,,,332,All
Total,407,386,332,All
,Representative In The General Assembly 197th District - Democrat,,,1
,Emilio Vazquez,Frederick Ramirez,Danilo Burgos,1
Emilio Vazquez,18,0,0,1
Frederick Ramirez,,17,0,1
Danilo Burgos,,,12,1
Total,18,17,12,1
,Representative In The General Assembly 197th District - Democrat,,,2
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,2
Danilo Burgos,45,0,0,2
Emilio Vazquez,,20,0,2
Frederick Ramirez,,,9,2
Total,45,20,9,2
,Representative In The General Assembly 197th District - Democrat,,,3
,Emilio Vazquez,Danilo Burgos,Frederick Ramirez,3
Emilio Vazquez,24,0,0,3
Danilo Burgos,,9,0,3
Frederick Ramirez,,,3,3
Total,24,9,3,3
,Representative In The General Assembly 197th District - Democrat,,,4
,Emilio Vazquez,Danilo Burgos,Frederick Ramirez,4
Emilio Vazquez,16,0,0,4
Danilo Burgos,,13,0,4
Frederick Ramirez,,,11,4
Total,16,13,11,4
,Representative In The General Assembly 197th District - Democrat,,,5
,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,5
Frederick Ramirez,20,0,0,5
Danilo Burgos,,11,0,5
Emilio Vazquez,,,8,5
Total,20,11,8,5
,Representative In The General Assembly 197th District - Democrat,,,6
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,6
Danilo Burgos,17,0,0,6
Emilio Vazquez,,13,0,6
Frederick Ramirez,,,8,6
Total,17,13,8,6
,Representative In The General Assembly 197th District - Democrat,,,7
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,7
Danilo Burgos,28,0,0,7
Emilio Vazquez,,17,0,7
Frederick Ramirez,,,6,7
Total,28,17,6,7
,Representative In The General Assembly 197th District - Democrat,,,8
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,8
Danilo Burgos,17,0,0,8
Emilio Vazquez,,10,0,8
Frederick Ramirez,,,2,8
Total,17,10,2,8
,Representative In The General Assembly 197th District - Democrat,,,9
,Frederick Ramirez,Emilio Vazquez,Danilo Burgos,9
Frederick Ramirez,28,0,0,9
Emilio Vazquez,,16,0,9
Danilo Burgos,,,7,9
Total,28,16,7,9
,Representative In The General Assembly 197th District - Democrat,,,10
,Frederick Ramirez,Danilo Burgos,Emilio Vazquez,10
Frederick Ramirez,27,0,0,10
Danilo Burgos,,7,0,10
Emilio Vazquez,,,6,10
Total,27,7,6,10
,Representative In The General Assembly 197th District - Democrat,,,11
,Emilio Vazquez,Danilo Burgos,Frederick Ramirez,11
Emilio Vazquez,14,0,0,11
Danilo Burgos,,5,0,11
Frederick Ramirez,,,3,11
Total,14,5,3,11
,Representative In The General Assembly 197th District - Democrat,,,12
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,12
Danilo Burgos,16,0,0,12
Emilio Vazquez,,16,0,12
Frederick Ramirez,,,10,12
Total,16,16,10,12
,Representative In The General Assembly 197th District - Democrat,,,13
,Frederick Ramirez,Emilio Vazquez,Danilo Burgos,13
Frederick Ramirez,21,0,0,13
Emilio Vazquez,,13,0,13
Danilo Burgos,,,10,13
Total,21,13,10,13
,Representative In The General Assembly 197th District - Democrat,,,14
,Emilio Vazquez,Frederick Ramirez,Danilo Burgos,14
Emilio Vazquez,19,0,0,14
Frederick Ramirez,,19,0,14
Danilo Burgos,,,8,14
Total,19,19,8,14
,Representative In The General Assembly 197th District - Democrat,,,15
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,15
Danilo Burgos,18,0,0,15
Emilio Vazquez,,11,0,15
Frederick Ramirez,,,8,15
Total,18,11,8,15
,Representative In The General Assembly 197th District - Democrat,,,16
,Danilo Burgos,Emilio Vazquez,Frederick Ramirez,16
Danilo Burgos,22,0,0,16
Emilio Vazquez,,18,0,16
Frederick Ramirez,,,9,16
Total,22,18,9,16
,Representative In The General Assembly 197th District - Democrat,,,17
,Emilio Vazquez,Danilo Burgos,Frederick Ramirez,17
Emilio Vazquez,13,0,0,17
Danilo Burgos,,7,0,17
Frederick Ramirez,,,3,17
Total,13,7,3,17
,Representative In The General Assembly 197th District - Democrat,,,18
,Emilio Vazquez,Danilo Burgos,Frederick Ramirez,18
Emilio Vazquez,33,0,0,18
Danilo Burgos,,11,0,18
Frederick Ramirez,,,4,18
Total,33,11,4,18
