col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,Governor - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Tom Wolf,James Harrity,Meagan Ingerson,Mona Getzes Cohen,Erica Vanstone,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Marnie Aument Loughrey,Billy Cortes,All
Tom Wolf,267,608,602,584,469,454,414,417,323,318,All
James Harrity,,14,422,391,382,387,363,327,259,269,All
Meagan Ingerson,,,11,423,376,333,308,314,235,223,All
Mona Getzes Cohen,,,,11,339,310,281,285,214,218,All
Erica Vanstone,,,,,1,370,324,339,270,262,All
Richard Lombardo,,,,,,6,336,312,233,252,All
Frank T Brzozowski,,,,,,,5,275,213,223,All
Catherine Bartch,,,,,,,,2,257,233,All
Marnie Aument Loughrey,,,,,,,,,0,181,All
Billy Cortes,,,,,,,,,,0,All
Total,"1,280",661,647,617,501,496,453,442,346,336,All
,Governor - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,1
,Tom Wolf,Mona Getzes Cohen,James Harrity,Richard Lombardo,Meagan Ingerson,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,1
Tom Wolf,12,20,14,13,12,11,10,10,8,6,1
Mona Getzes Cohen,,1,11,8,10,9,8,8,7,6,1
James Harrity,,,1,8,9,8,9,7,7,5,1
Richard Lombardo,,,,1,6,6,7,7,7,5,1
Meagan Ingerson,,,,,0,6,6,6,5,4,1
Erica Vanstone,,,,,,0,6,5,4,3,1
Catherine Bartch,,,,,,,0,6,7,5,1
Frank T Brzozowski,,,,,,,,0,7,4,1
Billy Cortes,,,,,,,,,0,4,1
Marnie Aument Loughrey,,,,,,,,,,0,1
Total,41,21,15,14,12,11,10,10,8,6,1
,Governor - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,2
,Tom Wolf,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Frank T Brzozowski,Catherine Bartch,Erica Vanstone,Billy Cortes,Marnie Aument Loughrey,2
Tom Wolf,13,28,26,25,20,19,16,16,9,6,2
Mona Getzes Cohen,,1,20,19,18,15,14,15,9,6,2
James Harrity,,,0,20,19,16,14,15,8,5,2
Meagan Ingerson,,,,0,18,16,14,15,8,5,2
Richard Lombardo,,,,,0,16,14,16,9,6,2
Frank T Brzozowski,,,,,,0,11,12,5,5,2
Catherine Bartch,,,,,,,0,13,8,5,2
Erica Vanstone,,,,,,,,0,8,5,2
Billy Cortes,,,,,,,,,0,1,2
Marnie Aument Loughrey,,,,,,,,,,0,2
Total,51,30,26,25,21,20,17,17,10,7,2
,Governor - Democrat,Member Of The Democratic State Committee 2nd Senatorial District,,,,,,,,,3
,Tom Wolf,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Billy Cortes,Frank T Brzozowski,Marnie Aument Loughrey,3
Tom Wolf,12,25,24,22,22,21,18,14,15,11,3
James Harrity,,0,18,15,17,15,14,12,13,10,3
Mona Getzes Cohen,,,0,16,17,15,13,11,12,8,3
Meagan Ingerson,,,,0,15,16,14,8,11,6,3
Richard Lombardo,,,,,0,17,14,13,13,8,3
Erica Vanstone,,,,,,0,15,10,11,9,3
Catherine Bartch,,,,,,,0,9,11,9,3
Billy Cortes,,,,,,,,0,9,8,3
