col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,division
,United States Senator - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,1
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Sharon Vaughn,Dustin Morris,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,1
Bob Casey Jr,5,34,28,24,23,23,23,20,21,19,1
Jaime Bouldin,,1,24,23,20,24,21,20,20,19,1
David Rodriguez,,,0,21,21,22,20,18,19,18,1
Barbara Carroll,,,,0,19,22,19,18,19,18,1
Humberto Perez,,,,,0,19,20,18,18,17,1
Sharon Vaughn,,,,,,0,20,19,20,18,1
Dustin Morris,,,,,,,0,19,19,18,1
Robert Taylor,,,,,,,,1,16,16,1
Latrice Y Bryant,,,,,,,,,0,18,1
Jonathan M Gary,,,,,,,,,,0,1
Total,49,36,29,24,24,24,23,22,21,19,1
,United States Senator - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,2
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Robert Taylor,Jonathan M Gary,2
Bob Casey Jr,13,58,39,37,33,31,30,29,28,23,2
Jaime Bouldin,,2,35,33,30,29,29,28,28,23,2
David Rodriguez,,,2,34,28,28,28,28,27,23,2
Humberto Perez,,,,0,28,28,28,27,27,23,2
Sharon Vaughn,,,,,0,30,30,27,27,23,2
Barbara Carroll,,,,,,1,30,27,27,23,2
Latrice Y Bryant,,,,,,,0,27,27,23,2
Dustin Morris,,,,,,,,0,26,22,2
Robert Taylor,,,,,,,,,0,23,2
Jonathan M Gary,,,,,,,,,,0,2
Total,82,60,41,37,33,32,30,29,28,23,2
,United States Senator - Democrat,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,3
,Bob Casey Jr,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,3
Bob Casey Jr,6,41,29,25,22,21,18,18,17,16,3
Jaime Bouldin,,0,22,22,18,17,17,17,17,15,3
David Rodriguez,,,0,21,19,19,17,17,17,15,3
Humberto Perez,,,,0,17,17,17,17,17,15,3
Sharon Vaughn,,,,,0,22,16,16,16,16,3
Barbara Carroll,,,,,,0,16,16,16,16,3
Robert Taylor,,,,,,,1,16,17,14,3
Latrice Y Bryant,,,,,,,,0,16,13,3
