col_1,col_2,division
,Senator In The General Assembly 4th District - Republican,All
,James Williams,All
James Williams,13,All
Total,13,All
,Senator In The General Assembly 4th District - Republican,1
,James Williams,1
James Williams,2,1
Total,2,1
,Senator In The General Assembly 4th District - Republican,5
,James Williams,5
James Williams,5,5
Total,5,5
,Senator In The General Assembly 4th District - Republican,6
,James Williams,6
James Williams,4,6
Total,4,6
,Senator In The General Assembly 4th District - Republican,7
,James Williams,7
James Williams,2,7
Total,2,7
