col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,division
,Representative In The General Assembly 185th District - Democrat,,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Maria P Donatucci,Evette Thompson,Rhea Powell,Marylouise Isaacson,Micah Mahjoubian,Tom Young,Joe Celentano,Darrell L Clarke,Andi Perez,Mariel J K Martin,Matthew D Myers,Amanda Mcillmurray,Noam Kugelmass,Judi Golding Baker,Jon Geeting,All
Maria P Donatucci,500,0,864,817,798,794,711,688,699,682,622,578,447,433,301,All
Evette Thompson,,3,13,5,9,6,7,3,7,6,2,6,5,4,1,All
Rhea Powell,,,9,502,453,417,421,308,398,386,209,446,374,357,224,All
Marylouise Isaacson,,,,4,538,487,327,438,556,542,375,459,266,335,192,All
Micah Mahjoubian,,,,,1,543,356,417,493,440,332,300,320,223,174,All
Tom Young,,,,,,2,385,393,459,416,361,275,296,185,186,All
Joe Celentano,,,,,,,8,210,284,247,210,280,283,187,204,All
Darrell L Clarke,,,,,,,,20,406,416,397,239,158,203,124,All
Andi Perez,,,,,,,,,2,486,337,324,220,241,181,All
Mariel J K Martin,,,,,,,,,,1,364,367,200,268,135,All
Matthew D Myers,,,,,,,,,,,10,194,107,170,107,All
Amanda Mcillmurray,,,,,,,,,,,,1,239,330,156,All
Noam Kugelmass,,,,,,,,,,,,,2,171,137,All
Judi Golding Baker,,,,,,,,,,,,,,1,112,All
Jon Geeting,,,,,,,,,,,,,,,7,All
Total,"2,316",18,914,848,834,826,747,736,728,709,654,608,473,452,321,All
