col_1,col_2,col_3,col_4,col_5,col_6,division
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,All
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,All
Jordan A Harris,147,332,267,266,250,All
Torri Douglas,,16,228,223,227,All
Kyle J Sampson,,,7,215,224,All
Marisa Piccarreto,,,,2,213,All
Kyle Shenandoah,,,,,2,All
Total,601,362,288,281,266,All
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,3
,Jordan A Harris,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,Kyle J Sampson,3
Jordan A Harris,15,33,20,15,14,3
Torri Douglas,,1,11,15,11,3
Marisa Piccarreto,,,0,10,9,3
Kyle Shenandoah,,,,1,11,3
Kyle J Sampson,,,,,1,3
Total,62,35,20,17,16,3
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,7
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,7
Jordan A Harris,19,28,23,24,20,7
Torri Douglas,,0,16,19,17,7
Kyle J Sampson,,,0,18,18,7
Marisa Piccarreto,,,,0,16,7
Kyle Shenandoah,,,,,0,7
Total,57,28,24,24,21,7
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,8
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,8
Jordan A Harris,22,26,16,16,12,8
Torri Douglas,,2,11,11,11,8
Kyle J Sampson,,,1,11,10,8
Kyle Shenandoah,,,,0,10,8
Marisa Piccarreto,,,,,0,8
Total,60,29,17,16,13,8
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,9
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,9
Jordan A Harris,34,23,19,19,19,9
Torri Douglas,,0,17,17,16,9
Kyle J Sampson,,,0,17,16,9
Kyle Shenandoah,,,,0,15,9
Marisa Piccarreto,,,,,0,9
Total,63,23,19,19,19,9
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,10
,Jordan A Harris,Kyle J Sampson,Torri Douglas,Marisa Piccarreto,Kyle Shenandoah,10
Jordan A Harris,8,20,19,20,16,10
Kyle J Sampson,,2,15,14,15,10
Torri Douglas,,,2,15,16,10
Marisa Piccarreto,,,,0,14,10
Kyle Shenandoah,,,,,0,10
Total,40,23,22,21,17,10
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,11
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,11
Jordan A Harris,16,39,37,28,28,11
Torri Douglas,,1,32,30,29,11
Kyle J Sampson,,,0,30,30,11
Kyle Shenandoah,,,,0,29,11
Marisa Piccarreto,,,,,0,11
Total,64,43,40,31,31,11
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,12
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Marisa Piccarreto,Kyle Shenandoah,12
Jordan A Harris,15,57,47,46,43,12
Torri Douglas,,2,40,40,39,12
Kyle J Sampson,,,1,40,39,12
Marisa Piccarreto,,,,1,39,12
Kyle Shenandoah,,,,,0,12
Total,84,59,48,47,43,12
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,21
,Jordan A Harris,Marisa Piccarreto,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,21
Jordan A Harris,5,29,28,25,26,21
Marisa Piccarreto,,0,23,22,22,21
Torri Douglas,,,2,24,22,21
Kyle J Sampson,,,,2,22,21
Kyle Shenandoah,,,,,0,21
Total,46,31,31,28,27,21
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,22
,Jordan A Harris,Marisa Piccarreto,Torri Douglas,Kyle Shenandoah,Kyle J Sampson,22
Jordan A Harris,5,43,40,34,33,22
Marisa Piccarreto,,1,31,30,30,22
Torri Douglas,,,1,30,29,22
Kyle Shenandoah,,,,1,30,22
Kyle J Sampson,,,,,0,22
Total,63,44,41,36,34,22
,Representative In The General Assembly 186th District - Democrat,Member Of The Democratic State Committee 8th Senatorial District,,,,24
,Jordan A Harris,Torri Douglas,Kyle J Sampson,Kyle Shenandoah,Marisa Piccarreto,24
Jordan A Harris,8,39,33,33,25,24
Torri Douglas,,5,33,30,28,24
Kyle J Sampson,,,0,31,26,24
Kyle Shenandoah,,,,0,28,24
Marisa Piccarreto,,,,,0,24
Total,62,51,39,39,31,24
