col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Brian Sims,Judi Golding Baker,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Noam Kugelmass,Mariel J K Martin,Darrell L Clarke,Tom Young,Joe Celentano,Matthew D Myers,Jon Geeting,All
Brian Sims,775,"2,331","2,311","2,064","1,851","1,644","1,552","1,534","1,482","1,427","1,429","1,180",889,839,All
Judi Golding Baker,,42,"1,355","1,414","1,300","1,036",852,877,987,913,706,557,648,484,All
Rhea Powell,,,21,"1,533","1,436","1,214","1,162","1,079","1,142",810,"1,050",909,537,560,All
Marylouise Isaacson,,,,3,"1,489","1,254","1,061",998,"1,184",869,907,721,613,534,All
Amanda Mcillmurray,,,,,5,"1,099",887,884,"1,108",735,804,682,526,501,All
Andi Perez,,,,,,2,903,832,952,739,745,632,513,531,All
Micah Mahjoubian,,,,,,,5,845,758,594,809,717,397,383,All
Noam Kugelmass,,,,,,,,10,671,555,803,648,442,436,All
Mariel J K Martin,,,,,,,,,1,632,679,529,455,361,All
Darrell L Clarke,,,,,,,,,,17,539,376,522,360,All
Tom Young,,,,,,,,,,,8,779,435,434,All
Joe Celentano,,,,,,,,,,,,2,299,386,All
Matthew D Myers,,,,,,,,,,,,,2,289,All
Jon Geeting,,,,,,,,,,,,,,2,All
Total,"4,886","2,436","2,413","2,147","1,915","1,696","1,607","1,601","1,527","1,489","1,489","1,222",920,873,All
,Representative In The General Assembly 182nd District - Democrat,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Brian Sims,Judi Golding Baker,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Micah Mahjoubian,Noam Kugelmass,Tom Young,Joe Celentano,Darrell L Clarke,Jon Geeting,Matthew D Myers,1
Brian Sims,27,98,79,67,65,55,45,46,38,37,35,30,23,19,1
Judi Golding Baker,,4,60,58,54,44,37,36,28,26,21,27,16,15,1
Rhea Powell,,,2,60,57,47,44,40,31,32,32,25,17,16,1
Marylouise Isaacson,,,,0,54,43,35,33,24,24,19,21,10,11,1
Amanda Mcillmurray,,,,,0,44,38,30,24,24,22,17,11,12,1
Andi Perez,,,,,,0,32,29,20,21,16,18,10,12,1
Mariel J K Martin,,,,,,,0,25,17,16,22,14,9,10,1
Micah Mahjoubian,,,,,,,,0,22,22,22,15,9,13,1
Noam Kugelmass,,,,,,,,,0,18,16,11,8,10,1
Tom Young,,,,,,,,,,0,18,14,10,9,1
Joe Celentano,,,,,,,,,,,0,7,10,8,1
Darrell L Clarke,,,,,,,,,,,,0,5,7,1
Jon Geeting,,,,,,,,,,,,,0,6,1
Matthew D Myers,,,,,,,,,,,,,,0,1
Total,154,104,83,69,68,58,47,46,38,37,35,30,23,19,1
