col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,division
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,All
,Kathy Enggasser,Mary Ann Quartullo,James G Donnelly Sr,John Dellricci,Patrick Parkinson,Maggie Borski,Joe Hohenstein,Sean Kilkenny,Dan Martino,All
Kathy Enggasser,10,396,364,359,344,213,197,85,80,All
Mary Ann Quartullo,,3,355,353,340,167,155,63,67,All
James G Donnelly Sr,,,2,348,349,146,153,79,68,All
John Dellricci,,,,2,338,146,144,66,61,All
Patrick Parkinson,,,,,0,130,138,56,55,All
Maggie Borski,,,,,,77,0,0,0,All
Joe Hohenstein,,,,,,,55,0,0,All
Sean Kilkenny,,,,,,,,37,0,All
Dan Martino,,,,,,,,,21,All
Total,589,457,452,423,381,342,318,155,135,All
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,1
,Kathy Enggasser,Mary Ann Quartullo,John Dellricci,James G Donnelly Sr,Patrick Parkinson,Maggie Borski,Joe Hohenstein,Sean Kilkenny,Dan Martino,1
Kathy Enggasser,0,16,16,16,15,16,7,5,0,1
Mary Ann Quartullo,,1,17,19,18,13,4,7,0,1
John Dellricci,,,0,17,17,11,5,6,0,1
James G Donnelly Sr,,,,0,19,9,4,7,1,1
Patrick Parkinson,,,,,0,9,4,6,1,1
Maggie Borski,,,,,,5,0,0,0,1
Joe Hohenstein,,,,,,,5,0,0,1
Sean Kilkenny,,,,,,,,1,0,1
Dan Martino,,,,,,,,,0,1
Total,28,25,22,21,20,28,16,8,1,1
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,2
,Kathy Enggasser,John Dellricci,Mary Ann Quartullo,James G Donnelly Sr,Patrick Parkinson,Joe Hohenstein,Dan Martino,Maggie Borski,Sean Kilkenny,2
Kathy Enggasser,0,18,21,17,18,16,7,6,1,2
John Dellricci,,1,17,15,16,11,6,3,2,2
Mary Ann Quartullo,,,0,16,17,12,8,2,1,2
James G Donnelly Sr,,,,0,17,9,7,2,2,2
Patrick Parkinson,,,,,0,9,8,2,1,2
Joe Hohenstein,,,,,,1,0,0,0,2
Dan Martino,,,,,,,1,0,0,2
Maggie Borski,,,,,,,,1,0,2
Sean Kilkenny,,,,,,,,,1,2
Total,30,23,23,20,20,23,10,8,4,2
,Member Of The Democratic State Committee 5th Senatorial District,,,,,Representative In The General Assembly 177th District - Democrat,,,,3
,Kathy Enggasser,James G Donnelly Sr,Mary Ann Quartullo,John Dellricci,Patrick Parkinson,Maggie Borski,Joe Hohenstein,Sean Kilkenny,Dan Martino,3
Kathy Enggasser,3,36,38,36,33,18,17,12,10,3
James G Donnelly Sr,,0,38,37,36,15,16,7,8,3
