col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,All
,Judi Golding Baker,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Noam Kugelmass,Mariel J K Martin,Darrell L Clarke,Tom Young,Joe Celentano,Matthew D Myers,Jon Geeting,All
Judi Golding Baker,448,"1,355","1,414","1,300","1,036",852,877,987,913,706,557,648,484,All
Rhea Powell,,204,"1,533","1,436","1,214","1,162","1,079","1,142",810,"1,050",909,537,560,All
Marylouise Isaacson,,,33,"1,489","1,254","1,061",998,"1,184",869,907,721,613,534,All
Amanda Mcillmurray,,,,27,"1,099",887,884,"1,108",735,804,682,526,501,All
Andi Perez,,,,,20,903,832,952,739,745,632,513,531,All
Micah Mahjoubian,,,,,,50,845,758,594,809,717,397,383,All
Noam Kugelmass,,,,,,,74,671,555,803,648,442,436,All
Mariel J K Martin,,,,,,,,1,632,679,529,455,361,All
Darrell L Clarke,,,,,,,,,138,539,376,522,360,All
Tom Young,,,,,,,,,,53,779,435,434,All
Joe Celentano,,,,,,,,,,,40,299,386,All
Matthew D Myers,,,,,,,,,,,,10,289,All
Jon Geeting,,,,,,,,,,,,,32,All
Total,"2,436","2,413","2,147","1,915","1,696","1,607","1,601","1,527","1,489","1,489","1,222",920,873,All
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,1
,Judi Golding Baker,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Mariel J K Martin,Micah Mahjoubian,Noam Kugelmass,Tom Young,Joe Celentano,Darrell L Clarke,Jon Geeting,Matthew D Myers,1
Judi Golding Baker,28,60,58,54,44,37,36,28,26,21,27,16,15,1
Rhea Powell,,4,60,57,47,44,40,31,32,32,25,17,16,1
Marylouise Isaacson,,,1,54,43,35,33,24,24,19,21,10,11,1
Amanda Mcillmurray,,,,0,44,38,30,24,24,22,17,11,12,1
Andi Perez,,,,,0,32,29,20,21,16,18,10,12,1
Mariel J K Martin,,,,,,0,25,17,16,22,14,9,10,1
Micah Mahjoubian,,,,,,,0,22,22,22,15,9,13,1
Noam Kugelmass,,,,,,,,2,18,16,11,8,10,1
Tom Young,,,,,,,,,0,18,14,10,9,1
Joe Celentano,,,,,,,,,,0,7,10,8,1
Darrell L Clarke,,,,,,,,,,,1,5,7,1
Jon Geeting,,,,,,,,,,,,2,6,1
Matthew D Myers,,,,,,,,,,,,,0,1
Total,104,83,69,68,58,47,46,38,37,35,30,23,19,1
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,2
,Judi Golding Baker,Rhea Powell,Marylouise Isaacson,Amanda Mcillmurray,Noam Kugelmass,Andi Perez,Micah Mahjoubian,Mariel J K Martin,Darrell L Clarke,Tom Young,Joe Celentano,Matthew D Myers,Jon Geeting,2
Judi Golding Baker,28,51,43,38,30,31,27,31,21,17,11,20,12,2
Rhea Powell,,1,59,49,41,42,40,38,25,29,27,24,18,2
Marylouise Isaacson,,,2,50,39,40,39,40,24,27,22,25,17,2
Amanda Mcillmurray,,,,0,27,36,30,33,20,22,21,18,12,2
Noam Kugelmass,,,,,4,25,31,25,16,26,14,20,11,2
Andi Perez,,,,,,1,28,25,17,21,17,12,14,2
Micah Mahjoubian,,,,,,,0,23,18,18,16,15,13,2
Mariel J K Martin,,,,,,,,0,12,17,15,17,11,2
Darrell L Clarke,,,,,,,,,5,7,4,12,9,2
Tom Young,,,,,,,,,,0,18,9,12,2
Joe Celentano,,,,,,,,,,,1,7,10,2
Matthew D Myers,,,,,,,,,,,,0,8,2
Jon Geeting,,,,,,,,,,,,,1,2
Total,91,76,69,57,56,48,47,45,36,36,30,29,25,2
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,3
,Rhea Powell,Judi Golding Baker,Marylouise Isaacson,Amanda Mcillmurray,Andi Perez,Micah Mahjoubian,Noam Kugelmass,Mariel J K Martin,Darrell L Clarke,Tom Young,Joe Celentano,Jon Geeting,Matthew D Myers,3
Rhea Powell,5,57,70,68,58,52,46,49,40,39,37,32,15,3
Judi Golding Baker,,13,55,49,40,38,31,39,32,26,22,22,15,3
Marylouise Isaacson,,,1,64,55,46,38,48,34,33,35,26,10,3
