col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,division
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,All
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,Vanessa L Brown,Wanda Logan,Ray Bailey,All
Kathryn S Huggins,4,230,230,193,149,140,126,131,67,71,68,41,33,214,67,78,All
Ken Washington,,2,228,200,142,114,110,113,59,54,50,31,26,190,57,49,All
Dewayne Drummond,,,0,197,145,124,112,114,55,59,53,33,26,178,61,46,All
Liam G Boyle,,,,1,119,95,94,101,44,45,38,18,12,142,37,48,All
Kevin Bundy,,,,,0,44,32,47,57,45,50,25,18,96,46,54,All
Linda Norris,,,,,,0,127,106,37,38,25,24,26,113,31,12,All
Lisa Rhodes,,,,,,,2,101,26,33,24,18,25,107,29,11,All
Monica Maria Djerassi,,,,,,,,0,34,35,29,23,21,102,30,15,All
John Brady,,,,,,,,,1,32,28,21,12,55,25,12,All
Rebecca Poyourow,,,,,,,,,,0,34,18,17,50,23,13,All
Nat Lownes,,,,,,,,,,,0,24,18,43,16,19,All
Joe Khan,,,,,,,,,,,,0,13,34,14,3,All
Jacque Whaumbush,,,,,,,,,,,,,0,31,12,3,All
Vanessa L Brown,,,,,,,,,,,,,,62,0,0,All
Wanda Logan,,,,,,,,,,,,,,,20,0,All
Ray Bailey,,,,,,,,,,,,,,,,14,All
Total,372,307,294,237,199,162,154,154,96,89,80,54,46,364,129,111,All
,Representative In The General Assembly 190th District - Democrat,,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,1
,Vanessa L Brown,Ray Bailey,Wanda Logan,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,John Brady,Joe Khan,Nat Lownes,Rebecca Poyourow,Jacque Whaumbush,1
Vanessa L Brown,8,0,0,29,22,16,15,13,12,14,12,7,8,6,5,6,1
Ray Bailey,,1,0,10,8,7,8,6,4,2,3,4,0,1,1,1,1
Wanda Logan,,,1,7,9,7,6,6,2,2,2,3,2,3,2,0,1
Kathryn S Huggins,,,,0,28,22,22,19,16,15,15,11,7,9,5,5,1
Ken Washington,,,,,1,22,24,19,12,13,11,10,6,5,5,4,1
Dewayne Drummond,,,,,,0,21,16,14,12,10,6,4,5,3,3,1
Liam G Boyle,,,,,,,0,17,12,11,11,9,3,4,5,3,1
Kevin Bundy,,,,,,,,0,6,4,7,13,7,8,6,6,1
Linda Norris,,,,,,,,,0,14,12,5,2,4,3,3,1
Lisa Rhodes,,,,,,,,,,0,11,3,3,4,2,3,1
Monica Maria Djerassi,,,,,,,,,,,0,7,3,4,5,1,1
John Brady,,,,,,,,,,,,0,5,5,5,3,1
Joe Khan,,,,,,,,,,,,,0,7,2,1,1
Nat Lownes,,,,,,,,,,,,,,0,2,2,1
Rebecca Poyourow,,,,,,,,,,,,,,,0,1,1
Jacque Whaumbush,,,,,,,,,,,,,,,,0,1
Total,50,17,11,47,41,31,30,26,18,18,17,14,10,10,8,7,1
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,7
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Liam G Boyle,Kevin Bundy,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,John Brady,Rebecca Poyourow,Nat Lownes,Joe Khan,Jacque Whaumbush,Vanessa L Brown,Ray Bailey,Wanda Logan,7
Kathryn S Huggins,1,42,39,36,28,28,22,20,14,11,11,5,2,33,16,9,7
Dewayne Drummond,,0,43,40,29,29,24,23,12,11,10,5,5,32,12,9,7
Ken Washington,,,0,39,28,28,22,22,15,9,10,3,4,34,11,8,7
Liam G Boyle,,,,0,23,29,18,18,11,10,7,2,3,24,11,7,7
Kevin Bundy,,,,,0,16,10,8,13,6,10,4,3,18,10,7,7
Monica Maria Djerassi,,,,,,0,20,19,11,8,7,2,3,21,6,7,7
Linda Norris,,,,,,,0,27,9,6,5,4,2,21,4,4,7
Lisa Rhodes,,,,,,,,0,8,7,6,3,3,21,4,4,7
John Brady,,,,,,,,,0,2,3,2,1,11,2,6,7
Rebecca Poyourow,,,,,,,,,,0,5,3,3,7,4,2,7
Nat Lownes,,,,,,,,,,,0,2,0,7,5,1,7
Joe Khan,,,,,,,,,,,,0,0,4,0,1,7
Jacque Whaumbush,,,,,,,,,,,,,0,3,0,2,7
Vanessa L Brown,,,,,,,,,,,,,,9,0,0,7
Ray Bailey,,,,,,,,,,,,,,,3,0,7
Wanda Logan,,,,,,,,,,,,,,,,2,7
Total,61,56,54,45,36,36,30,30,19,14,13,6,5,60,22,18,7
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,8
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Monica Maria Djerassi,Linda Norris,Lisa Rhodes,Joe Khan,Rebecca Poyourow,Nat Lownes,Jacque Whaumbush,John Brady,Vanessa L Brown,Ray Bailey,Wanda Logan,8
Kathryn S Huggins,0,45,44,43,29,24,28,25,12,11,9,8,7,38,23,9,8
Ken Washington,,0,42,40,26,22,20,23,8,3,5,5,5,31,14,10,8
Dewayne Drummond,,,0,39,23,18,21,19,7,3,5,4,4,26,13,10,8
Liam G Boyle,,,,0,25,19,18,20,8,6,6,3,5,26,15,7,8
Kevin Bundy,,,,,0,5,5,6,5,5,6,2,6,10,19,7,8
Monica Maria Djerassi,,,,,,0,20,22,7,6,6,6,3,20,4,5,8
Linda Norris,,,,,,,0,23,5,6,2,6,4,22,1,4,8
Lisa Rhodes,,,,,,,,0,4,5,2,8,1,22,2,4,8
Joe Khan,,,,,,,,,0,6,7,5,7,7,2,4,8
Rebecca Poyourow,,,,,,,,,,0,7,3,4,5,5,2,8
Nat Lownes,,,,,,,,,,,0,3,4,3,7,2,8
Jacque Whaumbush,,,,,,,,,,,,0,2,7,2,2,8
John Brady,,,,,,,,,,,,,0,3,2,3,8
Vanessa L Brown,,,,,,,,,,,,,,8,0,0,8
Ray Bailey,,,,,,,,,,,,,,,4,0,8
Wanda Logan,,,,,,,,,,,,,,,,3,8
Total,73,57,50,50,37,30,29,29,15,14,13,11,10,58,30,19,8
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,12
,Kathryn S Huggins,Dewayne Drummond,Ken Washington,Linda Norris,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Joe Khan,Nat Lownes,Jacque Whaumbush,Vanessa L Brown,Wanda Logan,Ray Bailey,12
Kathryn S Huggins,1,31,30,26,21,16,21,21,15,10,9,10,6,29,10,8,12
Dewayne Drummond,,0,27,22,19,19,17,16,16,10,9,7,5,27,10,3,12
Ken Washington,,,1,20,21,15,16,14,14,8,6,7,4,27,9,3,12
Linda Norris,,,,0,14,7,21,17,10,6,8,4,5,18,8,1,12
Liam G Boyle,,,,,0,10,13,9,7,8,2,4,1,15,4,4,12
Kevin Bundy,,,,,,0,5,5,6,8,3,3,0,13,7,3,12
Lisa Rhodes,,,,,,,0,15,8,5,4,4,3,12,8,2,12
Monica Maria Djerassi,,,,,,,,0,7,3,7,4,5,13,6,1,12
Rebecca Poyourow,,,,,,,,,0,5,4,5,5,14,4,1,12
John Brady,,,,,,,,,,0,3,4,1,9,3,3,12
Joe Khan,,,,,,,,,,,0,2,4,8,3,0,12
Nat Lownes,,,,,,,,,,,,0,3,8,1,2,12
Jacque Whaumbush,,,,,,,,,,,,,0,6,2,0,12
Vanessa L Brown,,,,,,,,,,,,,,4,0,0,12
Wanda Logan,,,,,,,,,,,,,,,3,0,12
Ray Bailey,,,,,,,,,,,,,,,,3,12
Total,49,41,41,28,24,23,23,21,19,15,11,11,8,46,19,12,12
,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 190th District - Democrat,,,13
,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Linda Norris,Lisa Rhodes,Monica Maria Djerassi,Nat Lownes,Rebecca Poyourow,John Brady,Jacque Whaumbush,Joe Khan,Vanessa L Brown,Wanda Logan,Ray Bailey,13
Kathryn S Huggins,1,42,40,35,26,20,19,17,17,12,8,6,1,31,18,12,13
Ken Washington,,0,42,34,27,18,13,15,15,11,10,5,2,26,15,8,13
Dewayne Drummond,,,0,37,25,17,16,15,13,11,8,2,2,26,14,6,13
Liam G Boyle,,,,0,21,14,13,12,9,11,5,0,0,22,10,6,13
Kevin Bundy,,,,,0,6,2,5,13,10,5,3,1,14,11,11,13
Linda Norris,,,,,,0,19,15,6,7,6,8,2,16,8,1,13
Lisa Rhodes,,,,,,,2,13,4,5,4,5,2,14,7,0,13
Monica Maria Djerassi,,,,,,,,0,5,2,2,3,1,13,4,0,13
Nat Lownes,,,,,,,,,0,9,7,6,2,9,7,2,13
Rebecca Poyourow,,,,,,,,,,0,6,3,1,6,9,1,13
John Brady,,,,,,,,,,,0,3,2,7,7,0,13
Jacque Whaumbush,,,,,,,,,,,,0,2,4,4,0,13
Joe Khan,,,,,,,,,,,,,0,2,2,0,13
Vanessa L Brown,,,,,,,,,,,,,,11,0,0,13
Wanda Logan,,,,,,,,,,,,,,,10,0,13
Ray Bailey,,,,,,,,,,,,,,,,1,13
Total,64,51,48,39,36,26,24,19,19,16,15,8,4,47,40,18,13
,Representative In The General Assembly 190th District - Democrat,,,Member Of The Democratic State Committee 7th Senatorial District,,,,,,,,,,,,,19
,Vanessa L Brown,Ray Bailey,Wanda Logan,Kathryn S Huggins,Ken Washington,Dewayne Drummond,Liam G Boyle,Kevin Bundy,Lisa Rhodes,Linda Norris,Monica Maria Djerassi,Rebecca Poyourow,John Brady,Nat Lownes,Joe Khan,Jacque Whaumbush,19
Vanessa L Brown,2,0,0,25,23,25,21,14,12,11,11,6,6,5,3,3,19
Ray Bailey,,1,0,5,3,3,2,3,1,1,1,1,1,1,0,0,19
Wanda Logan,,,0,4,3,1,2,3,2,2,2,1,0,0,1,0,19
Kathryn S Huggins,,,,1,24,25,22,15,13,13,13,8,5,5,4,2,19
