col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,All
,Jaime Bouldin,David Rodriguez,Humberto Perez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Robert Taylor,Dustin Morris,Jonathan M Gary,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,All
Jaime Bouldin,3,191,177,136,132,121,117,113,116,153,66,48,47,0,All
David Rodriguez,,4,188,134,138,124,119,115,115,104,67,42,38,0,All
Humberto Perez,,,4,126,130,121,115,113,112,86,66,36,30,1,All
Barbara Carroll,,,,2,147,126,117,115,114,48,91,37,22,1,All
Sharon Vaughn,,,,,5,127,119,118,115,48,74,29,20,2,All
Latrice Y Bryant,,,,,,1,115,105,113,43,62,21,19,0,All
Robert Taylor,,,,,,,0,103,108,33,55,24,21,1,All
Dustin Morris,,,,,,,,0,102,34,50,25,16,1,All
Jonathan M Gary,,,,,,,,,0,34,52,22,15,0,All
Lewis Nash Sr,,,,,,,,,,55,0,0,0,0,All
Malcolm Kenyatta,,,,,,,,,,,74,0,0,0,All
Lewis Thomas Iii,,,,,,,,,,,,16,0,0,All
Alex Deering,,,,,,,,,,,,,23,0,All
Gilberto Gonzalez,,,,,,,,,,,,,,1,All
Total,317,255,223,202,178,148,135,126,125,255,194,108,85,4,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,6
,Jaime Bouldin,David Rodriguez,Humberto Perez,Sharon Vaughn,Barbara Carroll,Jonathan M Gary,Latrice Y Bryant,Robert Taylor,Dustin Morris,Alex Deering,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Gilberto Gonzalez,6
Jaime Bouldin,0,16,13,9,9,8,9,8,8,13,11,3,1,0,6
David Rodriguez,,0,13,9,9,8,8,8,8,11,6,3,0,0,6
Humberto Perez,,,0,8,8,7,8,7,8,8,4,1,0,0,6
Sharon Vaughn,,,,2,10,9,8,9,8,6,2,3,0,0,6
Barbara Carroll,,,,,0,9,8,9,8,6,1,4,0,0,6
Jonathan M Gary,,,,,,0,8,9,7,5,1,3,0,0,6
Latrice Y Bryant,,,,,,,0,8,7,6,1,2,0,0,6
Robert Taylor,,,,,,,,0,7,5,1,3,0,0,6
Dustin Morris,,,,,,,,,0,6,1,1,0,0,6
Alex Deering,,,,,,,,,,7,0,0,0,0,6
Lewis Nash Sr,,,,,,,,,,,6,0,0,0,6
Malcolm Kenyatta,,,,,,,,,,,,4,0,0,6
Lewis Thomas Iii,,,,,,,,,,,,,2,0,6
Gilberto Gonzalez,,,,,,,,,,,,,,0,6
Total,28,20,13,13,11,9,9,9,8,23,18,9,3,0,6
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,7
,Jaime Bouldin,Humberto Perez,David Rodriguez,Sharon Vaughn,Latrice Y Bryant,Barbara Carroll,Robert Taylor,Dustin Morris,Jonathan M Gary,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,7
Jaime Bouldin,0,20,21,17,15,16,14,14,15,16,6,5,3,0,7
Humberto Perez,,1,21,17,15,15,14,14,15,16,7,3,1,0,7
David Rodriguez,,,0,19,16,17,14,15,16,13,7,3,1,0,7
Sharon Vaughn,,,,0,17,18,15,15,16,9,9,2,1,0,7
Latrice Y Bryant,,,,,1,16,16,13,16,8,8,2,1,0,7
Barbara Carroll,,,,,,0,15,13,14,8,8,2,1,0,7
Robert Taylor,,,,,,,0,12,14,7,7,2,1,0,7
Dustin Morris,,,,,,,,0,13,7,6,2,1,0,7
Jonathan M Gary,,,,,,,,,0,7,6,2,1,0,7
Lewis Nash Sr,,,,,,,,,,1,0,0,0,0,7
Malcolm Kenyatta,,,,,,,,,,,7,0,0,0,7
Lewis Thomas Iii,,,,,,,,,,,,2,0,0,7
Alex Deering,,,,,,,,,,,,,2,0,7
Gilberto Gonzalez,,,,,,,,,,,,,,0,7
Total,30,28,24,21,20,19,17,16,16,22,17,12,5,0,7
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,8
