col_1,col_2,col_3,col_4,division
,Representative In The General Assembly 181st District - Republican,United States Senator - Republican,,All
,Milton Street,Jim Christiana,Lou Barletta,All
Milton Street,2,4,1,All
Jim Christiana,,1,0,All
Lou Barletta,,,1,All
Total,7,5,2,All
,United States Senator - Republican,,Representative In The General Assembly 181st District - Republican,3
,Jim Christiana,Lou Barletta,Milton Street,3
Jim Christiana,0,0,1,3
Lou Barletta,,0,0,3
Milton Street,,,0,3
Total,1,0,1,3
,Representative In The General Assembly 181st District - Republican,United States Senator - Republican,,5
,Milton Street,Jim Christiana,Lou Barletta,5
Milton Street,2,1,0,5
Jim Christiana,,1,0,5
Lou Barletta,,,0,5
Total,3,2,0,5
,Representative In The General Assembly 181st District - Republican,United States Senator - Republican,,10
,Milton Street,Jim Christiana,Lou Barletta,10
Milton Street,0,2,1,10
Jim Christiana,,0,0,10
Lou Barletta,,,1,10
Total,3,2,2,10
