col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,division
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,All
,Anthony Hardy Williams,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Mary Gay Scanlon,Thaddeus Kirkland,Greg Vitali,Margo Davidson,Larry Arata,Dan Muroff,Shelly Chauncey,All
Anthony Hardy Williams,257,776,500,392,380,175,139,132,98,107,9,7,3,All
Rich Lazer,,149,0,0,0,0,0,0,0,0,0,0,0,All
Theresa M Wright,,,40,0,0,0,0,0,0,0,0,0,0,All
Lindy Li,,,,74,0,0,0,0,0,0,0,0,0,All
Molly Sheehan,,,,,53,0,0,0,0,0,0,0,0,All
Ashley Lunkenheimer,,,,,,35,0,0,0,0,0,0,0,All
Mary Gay Scanlon,,,,,,,44,0,0,0,0,0,0,All
Thaddeus Kirkland,,,,,,,,43,0,0,0,0,0,All
Greg Vitali,,,,,,,,,45,0,0,0,0,All
Margo Davidson,,,,,,,,,,28,0,0,0,All
Larry Arata,,,,,,,,,,,4,0,0,All
Dan Muroff,,,,,,,,,,,,1,0,All
Shelly Chauncey,,,,,,,,,,,,,0,All
Total,"2,975",925,540,466,433,210,183,175,143,135,13,8,3,All
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,1
,Anthony Hardy Williams,Molly Sheehan,Rich Lazer,Theresa M Wright,Lindy Li,Greg Vitali,Mary Gay Scanlon,Ashley Lunkenheimer,Dan Muroff,Thaddeus Kirkland,Larry Arata,Margo Davidson,Shelly Chauncey,1
Anthony Hardy Williams,1,9,8,9,5,1,1,0,1,1,0,0,0,1
Molly Sheehan,,1,0,0,0,0,0,0,0,0,0,0,0,1
Rich Lazer,,,2,0,0,0,0,0,0,0,0,0,0,1
Theresa M Wright,,,,0,0,0,0,0,0,0,0,0,0,1
Lindy Li,,,,,2,0,0,0,0,0,0,0,0,1
Greg Vitali,,,,,,1,0,0,0,0,0,0,0,1
Mary Gay Scanlon,,,,,,,1,0,0,0,0,0,0,1
Ashley Lunkenheimer,,,,,,,,1,0,0,0,0,0,1
Dan Muroff,,,,,,,,,0,0,0,0,0,1
Thaddeus Kirkland,,,,,,,,,,0,0,0,0,1
Larry Arata,,,,,,,,,,,0,0,0,1
Margo Davidson,,,,,,,,,,,,0,0,1
Shelly Chauncey,,,,,,,,,,,,,0,1
Total,36,10,10,9,7,2,2,1,1,1,0,0,0,1
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,2
,Anthony Hardy Williams,Theresa M Wright,Margo Davidson,Rich Lazer,Molly Sheehan,Lindy Li,Mary Gay Scanlon,Greg Vitali,Ashley Lunkenheimer,Larry Arata,Dan Muroff,Shelly Chauncey,Thaddeus Kirkland,2
Anthony Hardy Williams,8,14,10,9,6,5,3,2,1,1,0,0,0,2
Theresa M Wright,,1,0,0,0,0,0,0,0,0,0,0,0,2
Margo Davidson,,,1,0,0,0,0,0,0,0,0,0,0,2
Rich Lazer,,,,2,0,0,0,0,0,0,0,0,0,2
Molly Sheehan,,,,,3,0,0,0,0,0,0,0,0,2
Lindy Li,,,,,,1,0,0,0,0,0,0,0,2
Mary Gay Scanlon,,,,,,,1,0,0,0,0,0,0,2
Greg Vitali,,,,,,,,1,0,0,0,0,0,2
Ashley Lunkenheimer,,,,,,,,,1,0,0,0,0,2
Larry Arata,,,,,,,,,,0,0,0,0,2
Dan Muroff,,,,,,,,,,,0,0,0,2
Shelly Chauncey,,,,,,,,,,,,0,0,2
Thaddeus Kirkland,,,,,,,,,,,,,0,2
Total,59,15,11,11,9,6,4,3,2,1,0,0,0,2
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,3
,Anthony Hardy Williams,Rich Lazer,Theresa M Wright,Lindy Li,Molly Sheehan,Ashley Lunkenheimer,Thaddeus Kirkland,Margo Davidson,Greg Vitali,Mary Gay Scanlon,Dan Muroff,Larry Arata,Shelly Chauncey,3
Anthony Hardy Williams,22,28,17,15,13,12,7,4,1,2,1,0,0,3
Rich Lazer,,2,0,0,0,0,0,0,0,0,0,0,0,3
Theresa M Wright,,,2,0,0,0,0,0,0,0,0,0,0,3
Lindy Li,,,,2,0,0,0,0,0,0,0,0,0,3
Molly Sheehan,,,,,3,0,0,0,0,0,0,0,0,3
Ashley Lunkenheimer,,,,,,2,0,0,0,0,0,0,0,3
Thaddeus Kirkland,,,,,,,1,0,0,0,0,0,0,3
Margo Davidson,,,,,,,,0,0,0,0,0,0,3
Greg Vitali,,,,,,,,,1,0,0,0,0,3
Mary Gay Scanlon,,,,,,,,,,0,0,0,0,3
Dan Muroff,,,,,,,,,,,0,0,0,3
Larry Arata,,,,,,,,,,,,0,0,3
Shelly Chauncey,,,,,,,,,,,,,0,3
Total,122,30,19,17,16,14,8,4,2,2,1,0,0,3
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,4
,Anthony Hardy Williams,Theresa M Wright,Rich Lazer,Molly Sheehan,Greg Vitali,Lindy Li,Ashley Lunkenheimer,Larry Arata,Mary Gay Scanlon,Dan Muroff,Margo Davidson,Shelly Chauncey,Thaddeus Kirkland,4
Anthony Hardy Williams,11,26,9,5,3,4,1,1,1,0,0,0,0,4
Theresa M Wright,,0,0,0,0,0,0,0,0,0,0,0,0,4
Rich Lazer,,,7,0,0,0,0,0,0,0,0,0,0,4
Molly Sheehan,,,,4,0,0,0,0,0,0,0,0,0,4
Greg Vitali,,,,,3,0,0,0,0,0,0,0,0,4
Lindy Li,,,,,,1,0,0,0,0,0,0,0,4
Ashley Lunkenheimer,,,,,,,0,0,0,0,0,0,0,4
Larry Arata,,,,,,,,0,0,0,0,0,0,4
Mary Gay Scanlon,,,,,,,,,0,0,0,0,0,4
Dan Muroff,,,,,,,,,,0,0,0,0,4
Margo Davidson,,,,,,,,,,,0,0,0,4
Shelly Chauncey,,,,,,,,,,,,0,0,4
Thaddeus Kirkland,,,,,,,,,,,,,0,4
Total,61,26,16,9,6,5,1,1,1,0,0,0,0,4
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,5
,Anthony Hardy Williams,Theresa M Wright,Thaddeus Kirkland,Rich Lazer,Margo Davidson,Mary Gay Scanlon,Molly Sheehan,Ashley Lunkenheimer,Greg Vitali,Lindy Li,Dan Muroff,Larry Arata,Shelly Chauncey,5
Anthony Hardy Williams,14,39,14,11,6,8,9,5,3,2,1,0,0,5
Theresa M Wright,,5,0,0,0,0,0,0,0,0,0,0,0,5
Thaddeus Kirkland,,,4,0,0,0,0,0,0,0,0,0,0,5
Rich Lazer,,,,3,0,0,0,0,0,0,0,0,0,5
Margo Davidson,,,,,4,0,0,0,0,0,0,0,0,5
Mary Gay Scanlon,,,,,,2,0,0,0,0,0,0,0,5
Molly Sheehan,,,,,,,1,0,0,0,0,0,0,5
Ashley Lunkenheimer,,,,,,,,1,0,0,0,0,0,5
Greg Vitali,,,,,,,,,2,0,0,0,0,5
Lindy Li,,,,,,,,,,2,0,0,0,5
Dan Muroff,,,,,,,,,,,0,0,0,5
Larry Arata,,,,,,,,,,,,0,0,5
Shelly Chauncey,,,,,,,,,,,,,0,5
Total,112,44,18,14,10,10,10,6,5,4,1,0,0,5
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,6
,Anthony Hardy Williams,Lindy Li,Molly Sheehan,Theresa M Wright,Rich Lazer,Ashley Lunkenheimer,Larry Arata,Greg Vitali,Mary Gay Scanlon,Thaddeus Kirkland,Dan Muroff,Margo Davidson,Shelly Chauncey,6
Anthony Hardy Williams,3,6,9,8,6,3,2,0,1,1,0,0,0,6
Lindy Li,,3,0,0,0,0,0,0,0,0,0,0,0,6
Molly Sheehan,,,0,0,0,0,0,0,0,0,0,0,0,6
Theresa M Wright,,,,0,0,0,0,0,0,0,0,0,0,6
Rich Lazer,,,,,1,0,0,0,0,0,0,0,0,6
Ashley Lunkenheimer,,,,,,2,0,0,0,0,0,0,0,6
Larry Arata,,,,,,,0,0,0,0,0,0,0,6
Greg Vitali,,,,,,,,1,0,0,0,0,0,6
Mary Gay Scanlon,,,,,,,,,0,0,0,0,0,6
Thaddeus Kirkland,,,,,,,,,,0,0,0,0,6
Dan Muroff,,,,,,,,,,,0,0,0,6
Margo Davidson,,,,,,,,,,,,0,0,6
Shelly Chauncey,,,,,,,,,,,,,0,6
Total,39,9,9,8,7,5,2,1,1,1,0,0,0,6
,Senator In The General Assembly 8th District - Democrat,Representative In Congress 5th District - Democrat,,,,,,,,,,,,7
,Anthony Hardy Williams,Lindy Li,Theresa M Wright,Rich Lazer,Margo Davidson,Molly Sheehan,Greg Vitali,Ashley Lunkenheimer,Mary Gay Scanlon,Thaddeus Kirkland,Dan Muroff,Larry Arata,Shelly Chauncey,7
Anthony Hardy Williams,8,15,16,14,9,9,3,4,4,2,0,0,0,7
