col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,division
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,All
,Brendan F Boyle,Michele Lawrence,James Harrity,Mona Getzes Cohen,Erica Vanstone,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,All
Brendan F Boyle,106,0,594,389,464,353,445,410,394,371,371,All
Michele Lawrence,,44,274,326,204,280,184,160,133,148,125,All
James Harrity,,,12,479,563,462,557,480,482,455,420,All
Mona Getzes Cohen,,,,24,369,492,332,279,245,252,216,All
Erica Vanstone,,,,,1,380,564,521,491,483,460,All
Meagan Ingerson,,,,,,13,321,279,251,237,216,All
Richard Lombardo,,,,,,,2,481,501,470,427,All
Catherine Bartch,,,,,,,,1,403,429,438,All
Frank T Brzozowski,,,,,,,,,0,416,367,All
Billy Cortes,,,,,,,,,,4,380,All
Marnie Aument Loughrey,,,,,,,,,,,1,All
Total,938,514,918,765,704,675,661,601,556,551,520,All
,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,Representative In Congress 2nd District - Democrat,,1
,James Harrity,Mona Getzes Cohen,Meagan Ingerson,Richard Lombardo,Erica Vanstone,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Brendan F Boyle,Michele Lawrence,1
James Harrity,0,33,31,25,23,21,21,20,16,30,12,1
Mona Getzes Cohen,,2,31,16,16,13,13,12,8,26,15,1
Meagan Ingerson,,,1,17,16,14,14,13,8,24,12,1
Richard Lombardo,,,,0,21,19,22,18,18,15,9,1
Erica Vanstone,,,,,0,21,20,17,12,14,9,1
Catherine Bartch,,,,,,0,16,17,12,14,6,1
Frank T Brzozowski,,,,,,,0,16,14,12,8,1
Marnie Aument Loughrey,,,,,,,,0,14,15,4,1
Billy Cortes,,,,,,,,,0,8,7,1
Brendan F Boyle,,,,,,,,,,7,0,1
Michele Lawrence,,,,,,,,,,,1,1
Total,43,43,37,27,26,23,23,22,18,41,21,1
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,2
,Brendan F Boyle,Michele Lawrence,Erica Vanstone,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,2
Brendan F Boyle,4,0,25,22,22,21,21,21,17,19,17,2
Michele Lawrence,,1,8,10,10,10,8,6,5,4,5,2
Erica Vanstone,,,0,23,24,26,25,22,20,18,20,2
Mona Getzes Cohen,,,,1,23,24,21,17,15,14,14,2
James Harrity,,,,,0,22,24,20,18,15,17,2
Meagan Ingerson,,,,,,0,23,20,17,16,15,2
Richard Lombardo,,,,,,,0,21,19,17,18,2
Catherine Bartch,,,,,,,,0,16,21,15,2
Frank T Brzozowski,,,,,,,,,0,11,16,2
Marnie Aument Loughrey,,,,,,,,,,0,14,2
Billy Cortes,,,,,,,,,,,0,2
Total,38,15,33,33,32,31,29,28,23,23,22,2
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,3
,Brendan F Boyle,Michele Lawrence,Mona Getzes Cohen,Meagan Ingerson,James Harrity,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,3
Brendan F Boyle,4,0,21,21,17,14,15,13,13,11,9,3
Michele Lawrence,,2,6,6,4,4,3,4,4,2,3,3
Mona Getzes Cohen,,,1,14,10,12,11,7,10,9,6,3
Meagan Ingerson,,,,0,12,11,11,11,10,5,5,3
James Harrity,,,,,0,12,14,10,13,8,7,3
Erica Vanstone,,,,,,0,14,13,14,11,10,3
Richard Lombardo,,,,,,,0,12,15,12,10,3
Catherine Bartch,,,,,,,,0,12,7,10,3
Frank T Brzozowski,,,,,,,,,0,11,10,3
Billy Cortes,,,,,,,,,,0,9,3
Marnie Aument Loughrey,,,,,,,,,,,0,3
Total,44,12,29,28,22,18,18,17,17,13,12,3
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,4
,Brendan F Boyle,Michele Lawrence,Mona Getzes Cohen,James Harrity,Meagan Ingerson,Richard Lombardo,Billy Cortes,Catherine Bartch,Erica Vanstone,Frank T Brzozowski,Marnie Aument Loughrey,4
Brendan F Boyle,2,0,10,10,9,10,9,10,8,8,9,4
Michele Lawrence,,0,6,4,4,2,2,0,2,2,1,4
Mona Getzes Cohen,,,1,9,10,6,6,7,6,6,7,4
James Harrity,,,,0,8,8,7,7,6,7,6,4
Meagan Ingerson,,,,,0,6,7,5,6,5,5,4
Richard Lombardo,,,,,,0,9,7,8,9,7,4
Billy Cortes,,,,,,,0,7,10,8,7,4
Catherine Bartch,,,,,,,,0,7,7,9,4
Erica Vanstone,,,,,,,,,0,7,7,4
Frank T Brzozowski,,,,,,,,,,0,8,4
Marnie Aument Loughrey,,,,,,,,,,,0,4
Total,19,9,18,15,14,12,11,10,10,10,10,4
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,5
,Brendan F Boyle,Michele Lawrence,James Harrity,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Billy Cortes,Mona Getzes Cohen,Meagan Ingerson,5
Brendan F Boyle,14,0,51,43,45,44,39,41,39,24,20,5
Michele Lawrence,,3,7,8,6,5,7,6,5,9,10,5
James Harrity,,,0,43,45,42,40,38,38,20,19,5
Erica Vanstone,,,,0,47,44,44,43,42,18,21,5
Richard Lombardo,,,,,0,44,47,41,41,14,17,5
Catherine Bartch,,,,,,0,41,43,43,14,16,5
Frank T Brzozowski,,,,,,,0,38,40,12,15,5
Marnie Aument Loughrey,,,,,,,,0,38,11,14,5
Billy Cortes,,,,,,,,,0,10,13,5
Mona Getzes Cohen,,,,,,,,,,0,20,5
Meagan Ingerson,,,,,,,,,,,0,5
Total,84,18,62,56,54,52,49,49,46,34,32,5
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,6
,Brendan F Boyle,Michele Lawrence,James Harrity,Erica Vanstone,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Billy Cortes,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,6
Brendan F Boyle,5,0,26,22,20,20,18,17,20,12,12,6
Michele Lawrence,,1,5,6,7,6,7,5,2,10,6,6
James Harrity,,,1,22,23,22,21,20,19,14,12,6
Erica Vanstone,,,,0,23,23,23,21,21,14,10,6
Richard Lombardo,,,,,1,22,25,21,20,11,9,6
Catherine Bartch,,,,,,0,22,22,20,12,11,6
Frank T Brzozowski,,,,,,,0,21,18,11,9,6
Billy Cortes,,,,,,,,1,19,8,8,6
Marnie Aument Loughrey,,,,,,,,,0,6,6,6
Meagan Ingerson,,,,,,,,,,0,13,6
Mona Getzes Cohen,,,,,,,,,,,0,6
Total,39,13,34,30,29,28,26,25,24,23,19,6
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,7
,Brendan F Boyle,Michele Lawrence,Erica Vanstone,James Harrity,Billy Cortes,Richard Lombardo,Catherine Bartch,Frank T Brzozowski,Marnie Aument Loughrey,Meagan Ingerson,Mona Getzes Cohen,7
Brendan F Boyle,3,0,30,30,27,27,26,25,22,14,13,7
Michele Lawrence,,0,13,11,10,10,10,7,9,15,13,7
Erica Vanstone,,,0,27,35,34,34,30,30,20,15,7
James Harrity,,,,1,26,25,24,21,21,14,15,7
Billy Cortes,,,,,0,32,29,27,28,14,15,7
Richard Lombardo,,,,,,0,29,29,26,14,14,7
Catherine Bartch,,,,,,,0,28,28,16,13,7
Frank T Brzozowski,,,,,,,,0,23,12,9,7
Marnie Aument Loughrey,,,,,,,,,0,12,10,7
Meagan Ingerson,,,,,,,,,,0,18,7
Mona Getzes Cohen,,,,,,,,,,,0,7
Total,49,20,44,42,38,38,37,33,32,29,26,7
,Representative In Congress 2nd District - Democrat,,Member Of The - Democratic State Committee 2nd Senatorial District,,,,,,,,,8
,Brendan F Boyle,Michele Lawrence,James Harrity,Erica Vanstone,Catherine Bartch,Marnie Aument Loughrey,Mona Getzes Cohen,Richard Lombardo,Billy Cortes,Frank T Brzozowski,Meagan Ingerson,8
Brendan F Boyle,3,0,34,31,28,26,22,27,25,26,17,8
Michele Lawrence,,1,10,8,6,7,9,5,5,2,10,8
