col_1,col_2,division
,Representative In The General Assembly 180th District - Democrat,All
,Angel Cruz,All
Angel Cruz,532,All
Total,532,All
,Representative In The General Assembly 180th District - Democrat,1
,Angel Cruz,1
Angel Cruz,29,1
Total,29,1
,Representative In The General Assembly 180th District - Democrat,2
,Angel Cruz,2
Angel Cruz,13,2
Total,13,2
,Representative In The General Assembly 180th District - Democrat,3
,Angel Cruz,3
Angel Cruz,8,3
Total,8,3
,Representative In The General Assembly 180th District - Democrat,4
,Angel Cruz,4
Angel Cruz,47,4
Total,47,4
,Representative In The General Assembly 180th District - Democrat,5
,Angel Cruz,5
Angel Cruz,36,5
Total,36,5
,Representative In The General Assembly 180th District - Democrat,6
,Angel Cruz,6
Angel Cruz,21,6
Total,21,6
,Representative In The General Assembly 180th District - Democrat,7
,Angel Cruz,7
Angel Cruz,22,7
Total,22,7
,Representative In The General Assembly 180th District - Democrat,8
,Angel Cruz,8
Angel Cruz,40,8
Total,40,8
,Representative In The General Assembly 180th District - Democrat,9
,Angel Cruz,9
Angel Cruz,25,9
Total,25,9
,Representative In The General Assembly 180th District - Democrat,10
,Angel Cruz,10
Angel Cruz,14,10
Total,14,10
,Representative In The General Assembly 180th District - Democrat,11
,Angel Cruz,11
Angel Cruz,36,11
Total,36,11
,Representative In The General Assembly 180th District - Democrat,12
,Angel Cruz,12
Angel Cruz,23,12
Total,23,12
,Representative In The General Assembly 180th District - Democrat,13
,Angel Cruz,13
Angel Cruz,6,13
Total,6,13
,Representative In The General Assembly 180th District - Democrat,14
,Angel Cruz,14
Angel Cruz,29,14
Total,29,14
,Representative In The General Assembly 180th District - Democrat,15
,Angel Cruz,15
Angel Cruz,18,15
Total,18,15
,Representative In The General Assembly 180th District - Democrat,16
,Angel Cruz,16
Angel Cruz,13,16
Total,13,16
,Representative In The General Assembly 180th District - Democrat,17
,Angel Cruz,17
Angel Cruz,48,17
Total,48,17
,Representative In The General Assembly 180th District - Democrat,18
,Angel Cruz,18
Angel Cruz,16,18
Total,16,18
,Representative In The General Assembly 180th District - Democrat,19
,Angel Cruz,19
Angel Cruz,15,19
Total,15,19
,Representative In The General Assembly 180th District - Democrat,20
,Angel Cruz,20
Angel Cruz,20,20
Total,20,20
,Representative In The General Assembly 180th District - Democrat,21
,Angel Cruz,21
Angel Cruz,24,21
Total,24,21
,Representative In The General Assembly 180th District - Democrat,22
,Angel Cruz,22
Angel Cruz,12,22
Total,12,22
,Representative In The General Assembly 180th District - Democrat,23
,Angel Cruz,23
Angel Cruz,17,23
Total,17,23
