col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,All
,David Rodriguez,Jaime Bouldin,Humberto Perez,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Robert Taylor,Jonathan M Gary,Dustin Morris,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,All
David Rodriguez,19,261,260,176,173,168,157,153,147,178,126,68,27,6,All
Jaime Bouldin,,11,244,174,178,164,150,152,153,147,152,66,25,0,All
Humberto Perez,,,14,161,162,153,147,148,143,134,124,56,24,6,All
Sharon Vaughn,,,,6,200,179,151,151,152,104,34,87,15,3,All
Barbara Carroll,,,,,4,178,150,148,156,104,37,74,17,3,All
Latrice Y Bryant,,,,,,2,157,152,141,96,29,61,12,2,All
Robert Taylor,,,,,,,1,150,141,87,32,47,9,1,All
Jonathan M Gary,,,,,,,,2,141,83,27,47,11,1,All
Dustin Morris,,,,,,,,,0,78,25,51,9,3,All
Mike Stack,,,,,,,,,,112,0,0,0,0,All
Kathi Cozzone,,,,,,,,,,,34,0,0,0,All
Nina Ahmad,,,,,,,,,,,,24,0,0,All
John Fetterman,,,,,,,,,,,,,19,0,All
Ray Sosa,,,,,,,,,,,,,,0,All
Total,439,408,367,254,245,206,180,174,167,395,260,157,65,12,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,1
,Jaime Bouldin,Barbara Carroll,Humberto Perez,Sharon Vaughn,David Rodriguez,Dustin Morris,Robert Taylor,Latrice Y Bryant,Jonathan M Gary,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,1
Jaime Bouldin,1,18,18,18,18,16,16,15,14,14,8,3,3,0,1
Barbara Carroll,,0,14,19,13,17,16,17,15,13,3,5,2,0,1
Humberto Perez,,,1,14,16,13,13,12,12,9,6,3,4,0,1
Sharon Vaughn,,,,0,14,17,17,16,15,11,4,5,2,0,1
David Rodriguez,,,,,0,12,14,12,12,9,7,2,2,0,1
Dustin Morris,,,,,,0,15,14,14,9,3,5,1,0,1
Robert Taylor,,,,,,,0,15,15,11,3,4,0,0,1
Latrice Y Bryant,,,,,,,,0,15,11,2,3,1,0,1
Jonathan M Gary,,,,,,,,,0,10,2,3,0,0,1
Mike Stack,,,,,,,,,,2,0,0,0,0,1
Kathi Cozzone,,,,,,,,,,,0,0,0,0,1
Nina Ahmad,,,,,,,,,,,,0,0,0,1
John Fetterman,,,,,,,,,,,,,2,0,1
Ray Sosa,,,,,,,,,,,,,,0,1
Total,29,23,23,22,20,18,18,17,15,19,12,9,7,0,1
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,2
,David Rodriguez,Sharon Vaughn,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,2
David Rodriguez,1,17,19,18,14,13,12,12,12,16,5,11,1,0,2
Sharon Vaughn,,1,13,13,16,14,13,12,12,12,8,5,1,0,2
Humberto Perez,,,0,19,13,10,12,12,11,11,1,9,1,0,2
Jaime Bouldin,,,,0,13,10,12,12,11,7,2,11,1,0,2
Barbara Carroll,,,,,1,12,13,12,11,9,2,5,1,0,2
Latrice Y Bryant,,,,,,0,10,10,10,8,2,3,1,0,2
Jonathan M Gary,,,,,,,0,11,11,7,1,4,1,0,2
Dustin Morris,,,,,,,,0,11,6,1,4,1,0,2
Robert Taylor,,,,,,,,,0,7,1,3,1,0,2
Mike Stack,,,,,,,,,,7,0,0,0,0,2
Nina Ahmad,,,,,,,,,,,4,0,0,0,2
Kathi Cozzone,,,,,,,,,,,,0,0,0,2
John Fetterman,,,,,,,,,,,,,1,0,2
Ray Sosa,,,,,,,,,,,,,,0,2
Total,37,28,24,24,19,15,13,12,12,32,16,15,2,0,2
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,3
,David Rodriguez,Humberto Perez,Jaime Bouldin,Barbara Carroll,Latrice Y Bryant,Sharon Vaughn,Jonathan M Gary,Robert Taylor,Dustin Morris,Mike Stack,Kathi Cozzone,Nina Ahmad,Ray Sosa,John Fetterman,3
David Rodriguez,0,10,6,5,5,5,5,5,3,9,4,1,2,0,3
Humberto Perez,,0,7,4,6,6,5,5,3,3,5,2,2,0,3
Jaime Bouldin,,,0,4,5,5,4,4,3,3,5,2,0,0,3
Barbara Carroll,,,,1,4,4,4,4,3,3,2,1,0,0,3
Latrice Y Bryant,,,,,0,6,5,5,3,1,2,2,1,0,3
Sharon Vaughn,,,,,,0,5,5,3,1,2,2,1,0,3
Jonathan M Gary,,,,,,,0,5,3,1,2,1,1,0,3
Robert Taylor,,,,,,,,0,3,1,2,1,1,0,3
Dustin Morris,,,,,,,,,0,1,1,1,0,0,3
Mike Stack,,,,,,,,,,7,0,0,0,0,3
Kathi Cozzone,,,,,,,,,,,2,0,0,0,3
Nina Ahmad,,,,,,,,,,,,0,0,0,3
Ray Sosa,,,,,,,,,,,,,0,0,3
John Fetterman,,,,,,,,,,,,,,1,3
Total,17,13,10,7,6,6,5,5,3,17,10,2,2,1,3
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,4
,David Rodriguez,Humberto Perez,Barbara Carroll,Jaime Bouldin,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,Kathi Cozzone,Mike Stack,Nina Ahmad,John Fetterman,Ray Sosa,4
David Rodriguez,3,7,4,5,4,4,4,3,3,3,3,3,2,0,4
Humberto Perez,,1,4,5,4,4,4,3,3,2,4,2,3,0,4
Barbara Carroll,,,0,3,7,6,3,3,3,1,2,3,2,0,4
Jaime Bouldin,,,,0,3,3,3,3,3,3,2,1,2,0,4
Sharon Vaughn,,,,,0,6,3,3,3,0,2,3,2,0,4
Latrice Y Bryant,,,,,,0,3,3,3,0,2,2,2,0,4
Jonathan M Gary,,,,,,,0,3,3,0,1,1,1,0,4
Dustin Morris,,,,,,,,0,3,0,1,1,1,0,4
Robert Taylor,,,,,,,,,0,0,1,1,1,0,4
Kathi Cozzone,,,,,,,,,,3,0,0,0,0,4
Mike Stack,,,,,,,,,,,0,0,0,0,4
Nina Ahmad,,,,,,,,,,,,0,0,0,4
John Fetterman,,,,,,,,,,,,,1,0,4
Ray Sosa,,,,,,,,,,,,,,0,4
Total,15,13,8,8,7,6,4,3,3,10,6,6,5,0,4
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,5
,Jaime Bouldin,David Rodriguez,Humberto Perez,Latrice Y Bryant,Sharon Vaughn,Barbara Carroll,Robert Taylor,Dustin Morris,Jonathan M Gary,Kathi Cozzone,Mike Stack,John Fetterman,Nina Ahmad,Ray Sosa,5
Jaime Bouldin,0,14,14,5,4,4,4,3,3,15,4,2,1,0,5
David Rodriguez,,2,14,4,2,2,4,3,3,11,4,3,1,0,5
Humberto Perez,,,2,4,2,2,4,2,3,13,1,2,1,0,5
Latrice Y Bryant,,,,0,3,3,4,2,3,2,2,0,1,0,5
Sharon Vaughn,,,,,0,4,2,2,2,1,2,0,2,0,5
Barbara Carroll,,,,,,0,2,2,2,1,2,0,1,0,5
Robert Taylor,,,,,,,0,2,3,2,1,0,1,0,5
Dustin Morris,,,,,,,,0,2,0,2,0,1,0,5
Jonathan M Gary,,,,,,,,,0,1,1,0,1,0,5
Kathi Cozzone,,,,,,,,,,1,0,0,0,0,5
Mike Stack,,,,,,,,,,,1,0,0,0,5
John Fetterman,,,,,,,,,,,,0,0,0,5
Nina Ahmad,,,,,,,,,,,,,1,0,5
Ray Sosa,,,,,,,,,,,,,,0,5
Total,22,21,19,5,5,4,4,3,3,19,7,4,3,0,5
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,6
,David Rodriguez,Humberto Perez,Jaime Bouldin,Sharon Vaughn,Barbara Carroll,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Mike Stack,Kathi Cozzone,Nina Ahmad,John Fetterman,Ray Sosa,6
David Rodriguez,1,4,3,1,2,2,2,1,1,4,5,0,1,1,6
Humberto Perez,,2,3,2,1,2,1,2,1,3,2,1,0,0,6
Jaime Bouldin,,,0,1,1,1,1,1,1,3,2,1,0,0,6
Sharon Vaughn,,,,0,1,1,1,2,1,2,0,2,0,0,6
Barbara Carroll,,,,,1,1,1,1,1,2,0,0,0,0,6
Latrice Y Bryant,,,,,,0,2,1,1,1,0,1,0,1,6
Dustin Morris,,,,,,,0,1,1,1,0,0,0,1,6
Jonathan M Gary,,,,,,,,0,1,2,0,0,0,0,6
Robert Taylor,,,,,,,,,0,1,0,0,0,0,6
Mike Stack,,,,,,,,,,4,0,0,0,0,6
Kathi Cozzone,,,,,,,,,,,1,0,0,0,6
Nina Ahmad,,,,,,,,,,,,1,0,0,6
John Fetterman,,,,,,,,,,,,,1,0,6
Ray Sosa,,,,,,,,,,,,,,0,6
Total,13,9,6,4,3,3,2,2,1,12,6,5,2,1,6
,Lieutenant Governor - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,7
,Mike Stack,Kathi Cozzone,John Fetterman,Nina Ahmad,Ray Sosa,David Rodriguez,Humberto Perez,Jaime Bouldin,Latrice Y Bryant,Sharon Vaughn,Barbara Carroll,Dustin Morris,Jonathan M Gary,Robert Taylor,7
Mike Stack,8,0,0,0,0,10,6,9,5,5,2,2,2,2,7
Kathi Cozzone,,1,0,0,0,4,5,3,1,2,3,1,1,1,7
John Fetterman,,,0,0,0,1,1,0,0,0,0,0,0,0,7
Nina Ahmad,,,,1,0,0,0,0,0,0,0,0,0,0,7
Ray Sosa,,,,,0,0,0,0,0,0,0,0,0,0,7
David Rodriguez,,,,,,1,9,9,6,6,3,3,3,3,7
Humberto Perez,,,,,,,0,5,3,3,3,3,3,3,7
Jaime Bouldin,,,,,,,,0,6,6,3,3,3,3,7
Latrice Y Bryant,,,,,,,,,1,5,2,2,3,3,7
Sharon Vaughn,,,,,,,,,,0,4,3,2,2,7
Barbara Carroll,,,,,,,,,,,0,3,2,2,7
Dustin Morris,,,,,,,,,,,,0,2,2,7
Jonathan M Gary,,,,,,,,,,,,,0,3,7
Robert Taylor,,,,,,,,,,,,,,0,7
Total,23,9,1,1,0,17,13,12,7,7,5,3,3,3,7
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Lieutenant Governor - Democrat,,,,,8
,David Rodriguez,Jaime Bouldin,Humberto Perez,Latrice Y Bryant,Barbara Carroll,Dustin Morris,Jonathan M Gary,Sharon Vaughn,Robert Taylor,Mike Stack,Nina Ahmad,Kathi Cozzone,John Fetterman,Ray Sosa,8
David Rodriguez,0,8,6,5,5,5,5,5,4,6,1,2,1,1,8
Jaime Bouldin,,0,5,5,5,5,5,5,4,5,2,2,1,0,8
Humberto Perez,,,0,5,5,4,4,5,4,4,1,2,0,1,8
Latrice Y Bryant,,,,0,5,4,4,5,4,5,1,0,0,0,8
Barbara Carroll,,,,,0,4,4,5,4,4,1,0,0,0,8
Dustin Morris,,,,,,0,4,4,3,3,1,0,1,0,8
