col_1,col_2,division
,United States Senator - Democrat,All
,Bob Casey Jr,All
Bob Casey Jr,451,All
Total,451,All
,United States Senator - Democrat,1
,Bob Casey Jr,1
Bob Casey Jr,18,1
Total,18,1
,United States Senator - Democrat,2
,Bob Casey Jr,2
Bob Casey Jr,12,2
Total,12,2
,United States Senator - Democrat,3
,Bob Casey Jr,3
Bob Casey Jr,16,3
Total,16,3
,United States Senator - Democrat,4
,Bob Casey Jr,4
Bob Casey Jr,19,4
Total,19,4
,United States Senator - Democrat,5
,Bob Casey Jr,5
Bob Casey Jr,34,5
Total,34,5
,United States Senator - Democrat,6
,Bob Casey Jr,6
Bob Casey Jr,17,6
Total,17,6
,United States Senator - Democrat,7
,Bob Casey Jr,7
Bob Casey Jr,20,7
Total,20,7
,United States Senator - Democrat,8
,Bob Casey Jr,8
Bob Casey Jr,32,8
Total,32,8
,United States Senator - Democrat,9
,Bob Casey Jr,9
Bob Casey Jr,30,9
Total,30,9
,United States Senator - Democrat,10
,Bob Casey Jr,10
Bob Casey Jr,26,10
Total,26,10
,United States Senator - Democrat,11
,Bob Casey Jr,11
Bob Casey Jr,21,11
Total,21,11
,United States Senator - Democrat,12
,Bob Casey Jr,12
Bob Casey Jr,28,12
Total,28,12
,United States Senator - Democrat,13
,Bob Casey Jr,13
Bob Casey Jr,25,13
Total,25,13
,United States Senator - Democrat,14
,Bob Casey Jr,14
Bob Casey Jr,30,14
Total,30,14
,United States Senator - Democrat,15
,Bob Casey Jr,15
Bob Casey Jr,19,15
Total,19,15
,United States Senator - Democrat,16
,Bob Casey Jr,16
Bob Casey Jr,8,16
Total,8,16
,United States Senator - Democrat,17
,Bob Casey Jr,17
Bob Casey Jr,9,17
Total,9,17
,United States Senator - Democrat,18
,Bob Casey Jr,18
Bob Casey Jr,13,18
Total,13,18
,United States Senator - Democrat,19
,Bob Casey Jr,19
Bob Casey Jr,15,19
Total,15,19
,United States Senator - Democrat,20
,Bob Casey Jr,20
Bob Casey Jr,7,20
Total,7,20
,United States Senator - Democrat,21
,Bob Casey Jr,21
Bob Casey Jr,11,21
Total,11,21
,United States Senator - Democrat,22
,Bob Casey Jr,22
Bob Casey Jr,17,22
Total,17,22
,United States Senator - Democrat,23
,Bob Casey Jr,23
Bob Casey Jr,18,23
Total,18,23
,United States Senator - Democrat,24
,Bob Casey Jr,24
Bob Casey Jr,6,24
Total,6,24
