col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,division
,Member Of The Democratic State Committee 1st Senatorial District,,,,,,,,,,,,,Representative In The General Assembly 177th District - Democrat,,,,All
,Rhea Powell,Amanda Mcillmurray,Marylouise Isaacson,Tom Young,Mariel J K Martin,Joe Celentano,Micah Mahjoubian,Andi Perez,Judi Golding Baker,Noam Kugelmass,Darrell L Clarke,Matthew D Myers,Jon Geeting,Maggie Borski,Dan Martino,Joe Hohenstein,Sean Kilkenny,All
Rhea Powell,1,197,190,152,168,151,152,145,149,125,95,85,93,111,96,76,40,All
Amanda Mcillmurray,,0,184,135,167,135,121,129,150,105,93,91,97,117,71,57,45,All
Marylouise Isaacson,,,0,141,169,125,132,140,143,96,92,91,78,107,58,60,37,All
Tom Young,,,,0,133,139,118,118,93,104,75,98,87,85,62,54,42,All
Mariel J K Martin,,,,,0,110,112,133,130,97,98,101,85,97,53,50,38,All
Joe Celentano,,,,,,1,108,98,89,91,56,71,84,67,60,65,36,All
Micah Mahjoubian,,,,,,,0,118,90,100,75,65,63,73,55,54,29,All
Andi Perez,,,,,,,,0,108,85,87,74,81,77,53,52,24,All
Judi Golding Baker,,,,,,,,,0,74,73,79,68,79,45,50,23,All
Noam Kugelmass,,,,,,,,,,1,52,47,60,56,54,39,20,All
Darrell L Clarke,,,,,,,,,,,0,74,48,60,40,33,27,All
Matthew D Myers,,,,,,,,,,,,0,60,51,37,32,38,All
Jon Geeting,,,,,,,,,,,,,0,41,38,35,31,All
Maggie Borski,,,,,,,,,,,,,,52,0,0,0,All
Dan Martino,,,,,,,,,,,,,,,21,0,0,All
Joe Hohenstein,,,,,,,,,,,,,,,,39,0,All
Sean Kilkenny,,,,,,,,,,,,,,,,,35,All
Total,329,292,265,247,242,232,212,209,200,172,162,159,147,239,175,171,122,All
