col_1,col_2,col_3,col_4,col_5,col_6,col_7,col_8,col_9,col_10,col_11,col_12,col_13,col_14,col_15,division
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,All
,Jaime Bouldin,David Rodriguez,Barbara Carroll,Humberto Perez,Sharon Vaughn,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,All
Jaime Bouldin,2,233,209,223,206,194,188,186,175,103,155,33,18,6,All
David Rodriguez,,2,211,235,206,193,188,191,172,106,123,31,21,10,All
Barbara Carroll,,,1,209,238,211,192,199,180,146,108,17,13,8,All
Humberto Perez,,,,0,208,193,187,189,175,101,114,30,18,9,All
Sharon Vaughn,,,,,1,213,192,199,181,128,100,18,13,8,All
Latrice Y Bryant,,,,,,0,192,180,186,106,90,12,12,6,All
Jonathan M Gary,,,,,,,0,182,180,92,84,11,9,5,All
Dustin Morris,,,,,,,,1,169,88,84,11,9,7,All
Robert Taylor,,,,,,,,,0,84,77,10,10,4,All
Malcolm Kenyatta,,,,,,,,,,83,0,0,0,0,All
Lewis Nash Sr,,,,,,,,,,,65,0,0,0,All
Lewis Thomas Iii,,,,,,,,,,,,13,0,0,All
Alex Deering,,,,,,,,,,,,,4,0,All
Gilberto Gonzalez,,,,,,,,,,,,,,2,All
Total,323,298,296,277,271,234,208,203,192,279,278,71,33,18,All
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,1
,Barbara Carroll,Sharon Vaughn,David Rodriguez,Humberto Perez,Jaime Bouldin,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,Malcolm Kenyatta,Lewis Nash Sr,Alex Deering,Lewis Thomas Iii,Gilberto Gonzalez,1
Barbara Carroll,0,36,31,32,32,33,31,28,27,27,8,3,2,1,1
Sharon Vaughn,,0,30,31,31,32,31,28,28,26,5,3,3,1,1
David Rodriguez,,,0,34,33,29,30,28,27,20,9,2,3,1,1
Humberto Perez,,,,0,33,29,30,28,27,21,8,2,3,1,1
Jaime Bouldin,,,,,0,30,31,28,27,21,8,2,2,1,1
Latrice Y Bryant,,,,,,0,29,27,27,23,4,3,2,1,1
Jonathan M Gary,,,,,,,0,28,27,21,5,1,2,1,1
Dustin Morris,,,,,,,,0,27,19,5,1,1,1,1
Robert Taylor,,,,,,,,,0,20,4,1,1,1,1
Malcolm Kenyatta,,,,,,,,,,6,0,0,0,0,1
Lewis Nash Sr,,,,,,,,,,,2,0,0,0,1
Alex Deering,,,,,,,,,,,,1,0,0,1
Lewis Thomas Iii,,,,,,,,,,,,,0,0,1
Gilberto Gonzalez,,,,,,,,,,,,,,0,1
Total,42,39,36,36,36,35,31,28,28,36,15,5,4,1,1
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,2
,Barbara Carroll,Humberto Perez,Sharon Vaughn,David Rodriguez,Jaime Bouldin,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,Malcolm Kenyatta,Lewis Nash Sr,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,2
Barbara Carroll,0,25,30,24,25,26,23,23,22,20,13,1,1,0,2
Humberto Perez,,0,25,27,25,23,23,23,22,15,12,5,1,0,2
Sharon Vaughn,,,0,23,25,27,23,23,23,17,12,3,1,0,2
David Rodriguez,,,,0,25,21,21,22,20,15,13,3,1,0,2
Jaime Bouldin,,,,,0,23,22,21,20,13,15,3,1,0,2
Latrice Y Bryant,,,,,,0,22,21,22,13,11,1,1,0,2
Jonathan M Gary,,,,,,,0,22,21,11,10,1,1,0,2
Dustin Morris,,,,,,,,0,21,11,9,1,1,0,2
Robert Taylor,,,,,,,,,0,11,9,1,1,0,2
Malcolm Kenyatta,,,,,,,,,,7,0,0,0,0,2
Lewis Nash Sr,,,,,,,,,,,3,0,0,0,2
Lewis Thomas Iii,,,,,,,,,,,,3,0,0,2
Alex Deering,,,,,,,,,,,,,0,0,2
Gilberto Gonzalez,,,,,,,,,,,,,,0,2
Total,36,34,34,33,33,27,24,23,23,31,29,10,1,0,2
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,3
,David Rodriguez,Jaime Bouldin,Barbara Carroll,Sharon Vaughn,Humberto Perez,Latrice Y Bryant,Jonathan M Gary,Dustin Morris,Robert Taylor,Malcolm Kenyatta,Lewis Nash Sr,Alex Deering,Gilberto Gonzalez,Lewis Thomas Iii,3
David Rodriguez,0,22,18,20,24,20,18,18,16,9,10,5,4,2,3
Jaime Bouldin,,0,18,18,22,19,19,16,18,8,13,4,2,2,3
Barbara Carroll,,,0,22,19,20,19,19,17,13,8,4,1,1,3
Sharon Vaughn,,,,0,20,22,20,19,17,13,9,3,1,1,3
Humberto Perez,,,,,0,21,19,18,16,9,7,4,3,2,3
Latrice Y Bryant,,,,,,0,20,18,17,10,7,3,2,1,3
Jonathan M Gary,,,,,,,0,18,17,9,8,2,1,1,3
Dustin Morris,,,,,,,,0,15,10,6,2,1,1,3
Robert Taylor,,,,,,,,,0,8,6,3,0,1,3
Malcolm Kenyatta,,,,,,,,,,10,0,0,0,0,3
Lewis Nash Sr,,,,,,,,,,,2,0,0,0,3
Alex Deering,,,,,,,,,,,,0,0,0,3
Gilberto Gonzalez,,,,,,,,,,,,,0,0,3
Lewis Thomas Iii,,,,,,,,,,,,,,0,3
Total,30,29,27,27,25,23,21,20,18,25,20,6,5,2,3
,Representative In The General Assembly 181st District - Democrat,,,,,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,4
,Lewis Nash Sr,Malcolm Kenyatta,Alex Deering,Gilberto Gonzalez,Lewis Thomas Iii,Barbara Carroll,David Rodriguez,Humberto Perez,Sharon Vaughn,Jaime Bouldin,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,4
Lewis Nash Sr,12,0,0,0,0,3,7,5,3,5,2,2,2,2,4
Malcolm Kenyatta,,1,0,0,0,11,6,7,8,5,9,5,5,5,4
Alex Deering,,,0,0,0,3,3,3,3,3,3,3,3,3,4
Gilberto Gonzalez,,,,0,0,1,1,1,1,0,0,0,0,0,4
Lewis Thomas Iii,,,,,0,0,0,0,0,1,0,0,0,0,4
Barbara Carroll,,,,,,0,13,14,14,10,13,10,10,10,4
David Rodriguez,,,,,,,0,15,12,13,11,10,10,10,4
Humberto Perez,,,,,,,,0,13,12,12,10,10,10,4
Sharon Vaughn,,,,,,,,,0,10,13,10,10,10,4
Jaime Bouldin,,,,,,,,,,0,10,10,10,10,4
Latrice Y Bryant,,,,,,,,,,,0,10,10,10,4
Dustin Morris,,,,,,,,,,,,0,10,10,4
Jonathan M Gary,,,,,,,,,,,,,0,10,4
Robert Taylor,,,,,,,,,,,,,,0,4
Total,20,13,3,1,1,18,17,16,15,14,14,10,10,10,4
,Member Of The Democratic State Committee 3rd Senatorial District,,,,,,,,,Representative In The General Assembly 181st District - Democrat,,,,,5
,Jaime Bouldin,Humberto Perez,David Rodriguez,Barbara Carroll,Sharon Vaughn,Latrice Y Bryant,Dustin Morris,Jonathan M Gary,Robert Taylor,Lewis Nash Sr,Malcolm Kenyatta,Lewis Thomas Iii,Alex Deering,Gilberto Gonzalez,5
Jaime Bouldin,0,16,15,11,11,9,9,9,9,12,6,5,2,0,5
Humberto Perez,,0,15,10,11,9,9,9,9,8,5,4,2,1,5
David Rodriguez,,,0,11,10,9,9,9,9,5,7,3,2,0,5
Barbara Carroll,,,,0,10,9,9,9,9,4,6,1,1,0,5
Sharon Vaughn,,,,,0,9,9,9,9,4,6,1,1,0,5
Latrice Y Bryant,,,,,,0,8,9,9,4,4,2,1,0,5
Dustin Morris,,,,,,,0,8,8,3,4,1,0,0,5
Jonathan M Gary,,,,,,,,0,9,2,4,1,1,0,5
Robert Taylor,,,,,,,,,0,2,4,1,1,0,5
Lewis Nash Sr,,,,,,,,,,6,0,0,0,0,5
Malcolm Kenyatta,,,,,,,,,,,8,0,0,0,5
Lewis Thomas Iii,,,,,,,,,,,,2,0,0,5
Alex Deering,,,,,,,,,,,,,0,0,5
Gilberto Gonzalez,,,,,,,,,,,,,,1,5
Total,26,21,18,13,13,12,9,9,9,24,19,9,2,2,5
